t,addresses_min_10k_count
2010-11-23,45
2010-11-24,46
2010-11-25,46
2010-11-26,46
2010-11-27,47
2010-11-28,47
2010-11-29,47
2010-11-30,47
2010-12-01,48
2010-12-02,48
2010-12-03,48
2010-12-04,49
2010-12-05,49
2010-12-06,51
2010-12-07,50
2010-12-08,50
2010-12-09,50
2010-12-10,50
2010-12-11,51
2010-12-12,51
2010-12-13,53
2010-12-14,53
2010-12-15,53
2010-12-16,53
2010-12-17,53
2010-12-18,53
2010-12-19,55
2010-12-20,55
2010-12-21,56
2010-12-22,57
2010-12-23,57
2010-12-24,57
2010-12-25,58
2010-12-26,58
2010-12-27,59
2010-12-28,59
2010-12-29,59
2010-12-30,59
2010-12-31,58
2011-01-01,58
2011-01-02,58
2011-01-03,58
2011-01-04,58
2011-01-05,59
2011-01-06,59
2011-01-07,59
2011-01-08,59
2011-01-09,59
2011-01-10,60
2011-01-11,61
2011-01-12,61
2011-01-13,63
2011-01-14,64
2011-01-15,64
2011-01-16,65
2011-01-17,65
2011-01-18,65
2011-01-19,65
2011-01-20,65
2011-01-21,65
2011-01-22,65
2011-01-23,66
2011-01-24,66
2011-01-25,66
2011-01-26,65
2011-01-27,54
2011-01-28,55
2011-01-29,54
2011-01-30,54
2011-01-31,55
2011-02-01,56
2011-02-02,54
2011-02-03,56
2011-02-04,55
2011-02-05,56
2011-02-06,55
2011-02-07,56
2011-02-08,55
2011-02-09,56
2011-02-10,55
2011-02-11,55
2011-02-12,55
2011-02-13,55
2011-02-14,55
2011-02-15,56
2011-02-16,56
2011-02-17,56
2011-02-18,55
2011-02-19,55
2011-02-20,56
2011-02-21,56
2011-02-22,56
2011-02-23,56
2011-02-24,56
2011-02-25,56
2011-02-26,56
2011-02-27,56
2011-02-28,56
2011-03-01,56
2011-03-02,54
2011-03-03,54
2011-03-04,55
2011-03-05,55
2011-03-06,55
2011-03-07,55
2011-03-08,55
2011-03-09,55
2011-03-10,55
2011-03-11,54
2011-03-12,55
2011-03-13,55
2011-03-14,57
2011-03-15,56
2011-03-16,56
2011-03-17,56
2011-03-18,57
2011-03-19,57
2011-03-20,57
2011-03-21,57
2011-03-22,55
2011-03-23,55
2011-03-24,55
2011-03-25,54
2011-03-26,53
2011-03-27,53
2011-03-28,53
2011-03-29,53
2011-03-30,52
2011-03-31,52
2011-04-01,52
2011-04-02,53
2011-04-03,53
2011-04-04,52
2011-04-05,52
2011-04-06,53
2011-04-07,53
2011-04-08,54
2011-04-09,52
2011-04-10,52
2011-04-11,53
2011-04-12,53
2011-04-13,53
2011-04-14,54
2011-04-15,54
2011-04-16,54
2011-04-17,54
2011-04-18,56
2011-04-19,56
2011-04-20,56
2011-04-21,56
2011-04-22,56
2011-04-23,56
2011-04-24,56
2011-04-25,55
2011-04-26,55
2011-04-27,56
2011-04-28,56
2011-04-29,59
2011-04-30,57
2011-05-01,57
2011-05-02,57
2011-05-03,56
2011-05-04,63
2011-05-05,63
2011-05-06,62
2011-05-07,62
2011-05-08,63
2011-05-09,63
2011-05-10,63
2011-05-11,64
2011-05-12,63
2011-05-13,63
2011-05-14,62
2011-05-15,63
2011-05-16,64
2011-05-17,64
2011-05-18,65
2011-05-19,64
2011-05-20,64
2011-05-21,63
2011-05-22,63
2011-05-23,64
2011-05-24,64
2011-05-25,64
2011-05-26,64
2011-05-27,62
2011-05-28,62
2011-05-29,62
2011-05-30,62
2011-05-31,62
2011-06-01,63
2011-06-02,65
2011-06-03,65
2011-06-04,65
2011-06-05,66
2011-06-06,67
2011-06-07,67
2011-06-08,67
2011-06-09,65
2011-06-10,68
2011-06-11,67
2011-06-12,65
2011-06-13,67
2011-06-14,62
2011-06-15,60
2011-06-16,59
2011-06-17,58
2011-06-18,57
2011-06-19,69
2011-06-20,69
2011-06-21,68
2011-06-22,68
2011-06-23,61
2011-06-24,61
2011-06-25,61
2011-06-26,61
2011-06-27,61
2011-06-28,60
2011-06-29,60
2011-06-30,58
2011-07-01,61
2011-07-02,61
2011-07-03,61
2011-07-04,61
2011-07-05,61
2011-07-06,61
2011-07-07,61
2011-07-08,61
2011-07-09,61
2011-07-10,61
2011-07-11,61
2011-07-12,61
2011-07-13,62
2011-07-14,62
2011-07-15,62
2011-07-16,62
2011-07-17,62
2011-07-18,63
2011-07-19,63
2011-07-20,63
2011-07-21,63
2011-07-22,63
2011-07-23,63
2011-07-24,63
2011-07-25,63
2011-07-26,63
2011-07-27,63
2011-07-28,62
2011-07-29,62
2011-07-30,62
2011-07-31,63
2011-08-01,64
2011-08-02,64
2011-08-03,64
2011-08-04,65
2011-08-05,69
2011-08-06,71
2011-08-07,73
2011-08-08,77
2011-08-09,77
2011-08-10,77
2011-08-11,77
2011-08-12,77
2011-08-13,76
2011-08-14,74
2011-08-15,74
2011-08-16,74
2011-08-17,75
2011-08-18,75
2011-08-19,75
2011-08-20,75
2011-08-21,75
2011-08-22,76
2011-08-23,76
2011-08-24,77
2011-08-25,76
2011-08-26,77
2011-08-27,81
2011-08-28,81
2011-08-29,80
2011-08-30,80
2011-08-31,80
2011-09-01,80
2011-09-02,80
2011-09-03,80
2011-09-04,81
2011-09-05,81
2011-09-06,81
2011-09-07,83
2011-09-08,83
2011-09-09,85
2011-09-10,86
2011-09-11,77
2011-09-12,78
2011-09-13,78
2011-09-14,77
2011-09-15,78
2011-09-16,78
2011-09-17,78
2011-09-18,78
2011-09-19,77
2011-09-20,77
2011-09-21,77
2011-09-22,76
2011-09-23,76
2011-09-24,76
2011-09-25,75
2011-09-26,75
2011-09-27,75
2011-09-28,75
2011-09-29,75
2011-09-30,75
2011-10-01,75
2011-10-02,75
2011-10-03,75
2011-10-04,75
2011-10-05,75
2011-10-06,76
2011-10-07,77
2011-10-08,77
2011-10-09,77
2011-10-10,77
2011-10-11,77
2011-10-12,76
2011-10-13,77
2011-10-14,77
2011-10-15,77
2011-10-16,77
2011-10-17,76
2011-10-18,75
2011-10-19,75
2011-10-20,74
2011-10-21,75
2011-10-22,74
2011-10-23,74
2011-10-24,74
2011-10-25,74
2011-10-26,74
2011-10-27,74
2011-10-28,74
2011-10-29,75
2011-10-30,75
2011-10-31,75
2011-11-01,75
2011-11-02,75
2011-11-03,76
2011-11-04,76
2011-11-05,75
2011-11-06,75
2011-11-07,75
2011-11-08,75
2011-11-09,73
2011-11-10,73
2011-11-11,73
2011-11-12,74
2011-11-13,74
2011-11-14,74
2011-11-15,74
2011-11-16,67
2011-11-17,67
2011-11-18,66
2011-11-19,67
2011-11-20,66
2011-11-21,66
2011-11-22,66
2011-11-23,66
2011-11-24,67
2011-11-25,67
2011-11-26,66
2011-11-27,66
2011-11-28,69
2011-11-29,70
2011-11-30,69
2011-12-01,69
2011-12-02,69
2011-12-03,69
2011-12-04,69
2011-12-05,69
2011-12-06,69
2011-12-07,69
2011-12-08,82
2011-12-09,73
2011-12-10,72
2011-12-11,69
2011-12-12,68
2011-12-13,68
2011-12-14,68
2011-12-15,68
2011-12-16,68
2011-12-17,68
2011-12-18,68
2011-12-19,68
2011-12-20,69
2011-12-21,69
2011-12-22,69
2011-12-23,69
2011-12-24,69
2011-12-25,69
2011-12-26,69
2011-12-27,69
2011-12-28,69
2011-12-29,69
2011-12-30,69
2011-12-31,69
2012-01-01,69
2012-01-02,69
2012-01-03,69
2012-01-04,68
2012-01-05,69
2012-01-06,69
2012-01-07,69
2012-01-08,69
2012-01-09,70
2012-01-10,70
2012-01-11,70
2012-01-12,70
2012-01-13,69
2012-01-14,69
2012-01-15,69
2012-01-16,69
2012-01-17,69
2012-01-18,69
2012-01-19,70
2012-01-20,70
2012-01-21,70
2012-01-22,70
2012-01-23,70
2012-01-24,70
2012-01-25,71
2012-01-26,71
2012-01-27,71
2012-01-28,71
2012-01-29,71
2012-01-30,71
2012-01-31,72
2012-02-01,72
2012-02-02,72
2012-02-03,72
2012-02-04,72
2012-02-05,72
2012-02-06,72
2012-02-07,72
2012-02-08,72
2012-02-09,72
2012-02-10,72
2012-02-11,71
2012-02-12,71
2012-02-13,69
2012-02-14,67
2012-02-15,69
2012-02-16,68
2012-02-17,67
2012-02-18,67
2012-02-19,67
2012-02-20,67
2012-02-21,67
2012-02-22,68
2012-02-23,68
2012-02-24,68
2012-02-25,68
2012-02-26,68
2012-02-27,68
2012-02-28,68
2012-02-29,67
2012-03-01,67
2012-03-02,67
2012-03-03,65
2012-03-04,65
2012-03-05,65
2012-03-06,65
2012-03-07,65
2012-03-08,65
2012-03-09,65
2012-03-10,65
2012-03-11,65
2012-03-12,65
2012-03-13,64
2012-03-14,63
2012-03-15,63
2012-03-16,63
2012-03-17,63
2012-03-18,63
2012-03-19,64
2012-03-20,64
2012-03-21,64
2012-03-22,64
2012-03-23,64
2012-03-24,65
2012-03-25,65
2012-03-26,65
2012-03-27,64
2012-03-28,64
2012-03-29,64
2012-03-30,65
2012-03-31,65
2012-04-01,65
2012-04-02,65
2012-04-03,65
2012-04-04,66
2012-04-05,66
2012-04-06,66
2012-04-07,66
2012-04-08,66
2012-04-09,64
2012-04-10,64
2012-04-11,65
2012-04-12,66
2012-04-13,66
2012-04-14,66
2012-04-15,66
2012-04-16,67
2012-04-17,67
2012-04-18,67
2012-04-19,68
2012-04-20,69
2012-04-21,69
2012-04-22,74
2012-04-23,74
2012-04-24,74
2012-04-25,74
2012-04-26,74
2012-04-27,74
2012-04-28,74
2012-04-29,73
2012-04-30,73
2012-05-01,73
2012-05-02,72
2012-05-03,72
2012-05-04,72
2012-05-05,73
2012-05-06,73
2012-05-07,73
2012-05-08,73
2012-05-09,74
2012-05-10,74
2012-05-11,76
2012-05-12,74
2012-05-13,75
2012-05-14,75
2012-05-15,75
2012-05-16,75
2012-05-17,74
2012-05-18,73
2012-05-19,74
2012-05-20,74
2012-05-21,74
2012-05-22,75
2012-05-23,75
2012-05-24,74
2012-05-25,74
2012-05-26,75
2012-05-27,76
2012-05-28,76
2012-05-29,75
2012-05-30,75
2012-05-31,78
2012-06-01,73
2012-06-02,73
2012-06-03,73
2012-06-04,74
2012-06-05,74
2012-06-06,74
2012-06-07,74
2012-06-08,74
2012-06-09,76
2012-06-10,76
2012-06-11,74
2012-06-12,72
2012-06-13,72
2012-06-14,71
2012-06-15,71
2012-06-16,72
2012-06-17,71
2012-06-18,71
2012-06-19,71
2012-06-20,72
2012-06-21,72
2012-06-22,73
2012-06-23,73
2012-06-24,74
2012-06-25,73
2012-06-26,74
2012-06-27,73
2012-06-28,74
2012-06-29,75
2012-06-30,75
2012-07-01,76
2012-07-02,72
2012-07-03,72
2012-07-04,73
2012-07-05,71
2012-07-06,71
2012-07-07,71
2012-07-08,71
2012-07-09,71
2012-07-10,71
2012-07-11,71
2012-07-12,73
2012-07-13,75
2012-07-14,75
2012-07-15,74
2012-07-16,73
2012-07-17,72
2012-07-18,72
2012-07-19,72
2012-07-20,72
2012-07-21,72
2012-07-22,74
2012-07-23,74
2012-07-24,74
2012-07-25,73
2012-07-26,75
2012-07-27,75
2012-07-28,74
2012-07-29,76
2012-07-30,76
2012-07-31,74
2012-08-01,75
2012-08-02,73
2012-08-03,73
2012-08-04,73
2012-08-05,74
2012-08-06,75
2012-08-07,75
2012-08-08,74
2012-08-09,74
2012-08-10,74
2012-08-11,75
2012-08-12,75
2012-08-13,74
2012-08-14,74
2012-08-15,75
2012-08-16,76
2012-08-17,72
2012-08-18,72
2012-08-19,74
2012-08-20,71
2012-08-21,72
2012-08-22,71
2012-08-23,71
2012-08-24,71
2012-08-25,70
2012-08-26,71
2012-08-27,72
2012-08-28,72
2012-08-29,72
2012-08-30,72
2012-08-31,73
2012-09-01,74
2012-09-02,73
2012-09-03,74
2012-09-04,76
2012-09-05,76
2012-09-06,76
2012-09-07,76
2012-09-08,75
2012-09-09,75
2012-09-10,75
2012-09-11,75
2012-09-12,75
2012-09-13,76
2012-09-14,75
2012-09-15,75
2012-09-16,77
2012-09-17,78
2012-09-18,77
2012-09-19,76
2012-09-20,76
2012-09-21,78
2012-09-22,77
2012-09-23,77
2012-09-24,77
2012-09-25,77
2012-09-26,78
2012-09-27,78
2012-09-28,78
2012-09-29,79
2012-09-30,77
2012-10-01,77
2012-10-02,78
2012-10-03,77
2012-10-04,77
2012-10-05,77
2012-10-06,76
2012-10-07,76
2012-10-08,75
2012-10-09,75
2012-10-10,78
2012-10-11,79
2012-10-12,78
2012-10-13,78
2012-10-14,77
2012-10-15,77
2012-10-16,79
2012-10-17,80
2012-10-18,80
2012-10-19,81
2012-10-20,82
2012-10-21,84
2012-10-22,84
2012-10-23,83
2012-10-24,84
2012-10-25,83
2012-10-26,87
2012-10-27,87
2012-10-28,86
2012-10-29,85
2012-10-30,87
2012-10-31,88
2012-11-01,89
2012-11-02,87
2012-11-03,88
2012-11-04,87
2012-11-05,88
2012-11-06,89
2012-11-07,89
2012-11-08,89
2012-11-09,89
2012-11-10,89
2012-11-11,89
2012-11-12,90
2012-11-13,91
2012-11-14,90
2012-11-15,88
2012-11-16,87
2012-11-17,87
2012-11-18,87
2012-11-19,87
2012-11-20,87
2012-11-21,87
2012-11-22,87
2012-11-23,87
2012-11-24,87
2012-11-25,87
2012-11-26,86
2012-11-27,87
2012-11-28,87
2012-11-29,87
2012-11-30,86
2012-12-01,87
2012-12-02,87
2012-12-03,86
2012-12-04,84
2012-12-05,85
2012-12-06,84
2012-12-07,84
2012-12-08,84
2012-12-09,84
2012-12-10,84
2012-12-11,84
2012-12-12,84
2012-12-13,82
2012-12-14,81
2012-12-15,81
2012-12-16,81
2012-12-17,82
2012-12-18,85
2012-12-19,86
2012-12-20,86
2012-12-21,86
2012-12-22,87
2012-12-23,87
2012-12-24,86
2012-12-25,85
2012-12-26,85
2012-12-27,85
2012-12-28,85
2012-12-29,86
2012-12-30,87
2012-12-31,88
2013-01-01,89
2013-01-02,89
2013-01-03,89
2013-01-04,89
2013-01-05,89
2013-01-06,89
2013-01-07,88
2013-01-08,88
2013-01-09,87
2013-01-10,87
2013-01-11,88
2013-01-12,88
2013-01-13,89
2013-01-14,88
2013-01-15,88
2013-01-16,88
2013-01-17,88
2013-01-18,88
2013-01-19,88
2013-01-20,87
2013-01-21,87
2013-01-22,88
2013-01-23,89
2013-01-24,87
2013-01-25,87
2013-01-26,89
2013-01-27,90
2013-01-28,90
2013-01-29,89
2013-01-30,91
2013-01-31,92
2013-02-01,91
2013-02-02,89
2013-02-03,89
2013-02-04,89
2013-02-05,88
2013-02-06,88
2013-02-07,88
2013-02-08,89
2013-02-09,89
2013-02-10,90
2013-02-11,90
2013-02-12,90
2013-02-13,92
2013-02-14,92
2013-02-15,91
2013-02-16,91
2013-02-17,90
2013-02-18,90
2013-02-19,90
2013-02-20,91
2013-02-21,91
2013-02-22,92
2013-02-23,92
2013-02-24,92
2013-02-25,93
2013-02-26,93
2013-02-27,93
2013-02-28,94
2013-03-01,95
2013-03-02,96
2013-03-03,96
2013-03-04,96
2013-03-05,95
2013-03-06,94
2013-03-07,96
2013-03-08,96
2013-03-09,96
2013-03-10,95
2013-03-11,95
2013-03-12,96
2013-03-13,97
2013-03-14,98
2013-03-15,96
2013-03-16,97
2013-03-17,97
2013-03-18,99
2013-03-19,100
2013-03-20,98
2013-03-21,97
2013-03-22,96
2013-03-23,96
2013-03-24,96
2013-03-25,97
2013-03-26,97
2013-03-27,98
2013-03-28,98
2013-03-29,98
2013-03-30,97
2013-03-31,97
2013-04-01,94
2013-04-02,95
2013-04-03,96
2013-04-04,96
2013-04-05,95
2013-04-06,95
2013-04-07,95
2013-04-08,97
2013-04-09,98
2013-04-10,98
2013-04-11,97
2013-04-12,96
2013-04-13,97
2013-04-14,97
2013-04-15,98
2013-04-16,98
2013-04-17,97
2013-04-18,97
2013-04-19,96
2013-04-20,96
2013-04-21,96
2013-04-22,96
2013-04-23,96
2013-04-24,98
2013-04-25,97
2013-04-26,97
2013-04-27,100
2013-04-28,100
2013-04-29,98
2013-04-30,96
2013-05-01,95
2013-05-02,95
2013-05-03,95
2013-05-04,95
2013-05-05,95
2013-05-06,94
2013-05-07,94
2013-05-08,95
2013-05-09,95
2013-05-10,95
2013-05-11,95
2013-05-12,95
2013-05-13,95
2013-05-14,95
2013-05-15,95
2013-05-16,95
2013-05-17,95
2013-05-18,95
2013-05-19,95
2013-05-20,96
2013-05-21,97
2013-05-22,99
2013-05-23,98
2013-05-24,98
2013-05-25,95
2013-05-26,95
2013-05-27,96
2013-05-28,96
2013-05-29,96
2013-05-30,96
2013-05-31,97
2013-06-01,97
2013-06-02,96
2013-06-03,95
2013-06-04,95
2013-06-05,97
2013-06-06,98
2013-06-07,98
2013-06-08,98
2013-06-09,98
2013-06-10,98
2013-06-11,98
2013-06-12,98
2013-06-13,98
2013-06-14,98
2013-06-15,98
2013-06-16,98
2013-06-17,98
2013-06-18,98
2013-06-19,99
2013-06-20,99
2013-06-21,99
2013-06-22,99
2013-06-23,99
2013-06-24,99
2013-06-25,98
2013-06-26,99
2013-06-27,99
2013-06-28,99
2013-06-29,99
2013-06-30,98
2013-07-01,98
2013-07-02,98
2013-07-03,98
2013-07-04,99
2013-07-05,97
2013-07-06,98
2013-07-07,98
2013-07-08,98
2013-07-09,98
2013-07-10,98
2013-07-11,97
2013-07-12,97
2013-07-13,98
2013-07-14,97
2013-07-15,95
2013-07-16,94
2013-07-17,94
2013-07-18,95
2013-07-19,96
2013-07-20,97
2013-07-21,97
2013-07-22,96
2013-07-23,95
2013-07-24,96
2013-07-25,96
2013-07-26,95
2013-07-27,95
2013-07-28,95
2013-07-29,94
2013-07-30,95
2013-07-31,95
2013-08-01,94
2013-08-02,94
2013-08-03,95
2013-08-04,95
2013-08-05,96
2013-08-06,97
2013-08-07,98
2013-08-08,97
2013-08-09,97
2013-08-10,96
2013-08-11,97
2013-08-12,94
2013-08-13,95
2013-08-14,95
2013-08-15,95
2013-08-16,95
2013-08-17,94
2013-08-18,94
2013-08-19,94
2013-08-20,94
2013-08-21,94
2013-08-22,93
2013-08-23,93
2013-08-24,93
2013-08-25,93
2013-08-26,93
2013-08-27,93
2013-08-28,93
2013-08-29,94
2013-08-30,93
2013-08-31,94
2013-09-01,94
2013-09-02,94
2013-09-03,94
2013-09-04,94
2013-09-05,94
2013-09-06,94
2013-09-07,94
2013-09-08,94
2013-09-09,94
2013-09-10,94
2013-09-11,94
2013-09-12,94
2013-09-13,94
2013-09-14,94
2013-09-15,95
2013-09-16,94
2013-09-17,94
2013-09-18,92
2013-09-19,93
2013-09-20,93
2013-09-21,93
2013-09-22,93
2013-09-23,93
2013-09-24,91
2013-09-25,91
2013-09-26,90
2013-09-27,90
2013-09-28,90
2013-09-29,90
2013-09-30,91
2013-10-01,90
2013-10-02,91
2013-10-03,91
2013-10-04,91
2013-10-05,91
2013-10-06,91
2013-10-07,92
2013-10-08,92
2013-10-09,93
2013-10-10,93
2013-10-11,93
2013-10-12,93
2013-10-13,93
2013-10-14,92
2013-10-15,92
2013-10-16,91
2013-10-17,91
2013-10-18,91
2013-10-19,92
2013-10-20,92
2013-10-21,92
2013-10-22,92
2013-10-23,92
2013-10-24,92
2013-10-25,90
2013-10-26,90
2013-10-27,91
2013-10-28,91
2013-10-29,90
2013-10-30,92
2013-10-31,92
2013-11-01,93
2013-11-02,92
2013-11-03,93
2013-11-04,92
2013-11-05,94
2013-11-06,95
2013-11-07,95
2013-11-08,95
2013-11-09,95
2013-11-10,95
2013-11-11,95
2013-11-12,94
2013-11-13,95
2013-11-14,95
2013-11-15,95
2013-11-16,95
2013-11-17,95
2013-11-18,95
2013-11-19,95
2013-11-20,94
2013-11-21,94
2013-11-22,92
2013-11-23,91
2013-11-24,91
2013-11-25,90
2013-11-26,98
2013-11-27,96
2013-11-28,97
2013-11-29,96
2013-11-30,96
2013-12-01,96
2013-12-02,95
2013-12-03,95
2013-12-04,96
2013-12-05,95
2013-12-06,96
2013-12-07,97
2013-12-08,97
2013-12-09,97
2013-12-10,98
2013-12-11,101
2013-12-12,101
2013-12-13,100
2013-12-14,100
2013-12-15,100
2013-12-16,100
2013-12-17,101
2013-12-18,102
2013-12-19,101
2013-12-20,101
2013-12-21,104
2013-12-22,104
2013-12-23,105
2013-12-24,106
2013-12-25,100
2013-12-26,100
2013-12-27,100
2013-12-28,100
2013-12-29,100
2013-12-30,100
2013-12-31,100
2014-01-01,99
2014-01-02,99
2014-01-03,101
2014-01-04,101
2014-01-05,100
2014-01-06,101
2014-01-07,100
2014-01-08,98
2014-01-09,100
2014-01-10,99
2014-01-11,98
2014-01-12,98
2014-01-13,98
2014-01-14,97
2014-01-15,98
2014-01-16,99
2014-01-17,99
2014-01-18,99
2014-01-19,99
2014-01-20,99
2014-01-21,99
2014-01-22,99
2014-01-23,99
2014-01-24,100
2014-01-25,100
2014-01-26,101
2014-01-27,100
2014-01-28,100
2014-01-29,99
2014-01-30,100
2014-01-31,100
2014-02-01,100
2014-02-02,100
2014-02-03,100
2014-02-04,98
2014-02-05,105
2014-02-06,105
2014-02-07,106
2014-02-08,107
2014-02-09,107
2014-02-10,105
2014-02-11,105
2014-02-12,106
2014-02-13,106
2014-02-14,107
2014-02-15,107
2014-02-16,107
2014-02-17,107
2014-02-18,107
2014-02-19,106
2014-02-20,106
2014-02-21,106
2014-02-22,106
2014-02-23,106
2014-02-24,107
2014-02-25,110
2014-02-26,111
2014-02-27,112
2014-02-28,113
2014-03-01,113
2014-03-02,113
2014-03-03,112
2014-03-04,111
2014-03-05,111
2014-03-06,110
2014-03-07,105
2014-03-08,104
2014-03-09,106
2014-03-10,103
2014-03-11,103
2014-03-12,103
2014-03-13,103
2014-03-14,103
2014-03-15,103
2014-03-16,103
2014-03-17,103
2014-03-18,103
2014-03-19,104
2014-03-20,104
2014-03-21,101
2014-03-22,101
2014-03-23,102
2014-03-24,102
2014-03-25,101
2014-03-26,101
2014-03-27,101
2014-03-28,101
2014-03-29,101
2014-03-30,101
2014-03-31,101
2014-04-01,100
