t,transactions_transfers_to_exchanges_count
2019-06-22,67120
2019-06-23,51641
2019-06-24,59799
2019-06-25,65060
2019-06-26,86646
2019-06-27,77067
2019-06-28,68184
2019-06-29,53119
2019-06-30,48967
2019-07-01,65445
2019-07-02,63002
2019-07-03,60812
2019-07-04,54904
2019-07-05,50895
2019-07-06,39784
2019-07-07,37754
2019-07-08,55549
2019-07-09,60683
2019-07-10,60808
2019-07-11,57929
2019-07-12,51490
2019-07-13,38362
2019-07-14,41344
2019-07-15,51966
2019-07-16,54242
2019-07-17,50105
2019-07-18,47086
2019-07-19,42875
2019-07-20,39047
2019-07-21,30729
2019-07-22,44746
2019-07-23,44369
2019-07-24,38886
2019-07-25,43277
2019-07-26,38540
2019-07-27,33625
2019-07-28,28527
2019-07-29,41041
2019-07-30,42697
2019-07-31,44403
2019-08-01,45120
2019-08-02,43043
2019-08-03,35929
2019-08-04,31851
2019-08-05,51755
2019-08-06,53472
2019-08-07,42438
2019-08-08,45032
2019-08-09,43815
2019-08-10,33957
2019-08-11,28479
2019-08-12,32497
2019-08-13,42182
2019-08-14,44975
2019-08-15,46216
2019-08-16,41229
2019-08-17,30547
2019-08-18,28502
2019-08-19,39812
2019-08-20,41388
2019-08-21,43464
2019-08-22,45304
2019-08-23,39249
2019-08-24,34646
2019-08-25,28683
2019-08-26,40131
2019-08-27,37002
2019-08-28,39369
2019-08-29,41147
2019-08-30,36906
2019-08-31,31359
2019-09-01,28140
2019-09-02,39053
2019-09-03,46598
2019-09-04,40832
2019-09-05,38930
2019-09-06,43506
2019-09-07,32293
2019-09-08,30611
2019-09-09,39810
2019-09-10,40177
2019-09-11,40164
2019-09-12,38769
2019-09-13,34045
2019-09-14,31299
2019-09-15,28039
2019-09-16,39208
2019-09-17,39965
2019-09-18,43187
2019-09-19,41335
2019-09-20,38290
2019-09-21,30700
2019-09-22,28999
2019-09-23,36628
2019-09-24,51668
2019-09-25,49581
2019-09-26,43779
2019-09-27,38200
2019-09-28,31639
2019-09-29,30074
2019-09-30,40364
2019-10-01,39155
2019-10-02,34327
2019-10-03,34083
2019-10-04,34748
2019-10-05,30431
2019-10-06,28408
2019-10-07,39626
2019-10-08,38849
2019-10-09,39684
2019-10-10,37970
2019-10-11,35187
2019-10-12,27877
2019-10-13,25073
2019-10-14,31918
2019-10-15,36216
2019-10-16,36647
2019-10-17,34412
2019-10-18,34614
2019-10-19,29379
2019-10-20,28465
2019-10-21,38814
2019-10-22,36881
2019-10-23,39822
2019-10-24,35225
2019-10-25,41035
2019-10-26,44512
2019-10-27,30128
2019-10-28,40764
2019-10-29,37371
2019-10-30,37482
2019-10-31,35068
2019-11-01,37148
2019-11-02,28070
2019-11-03,26378
2019-11-04,35574
2019-11-05,37549
2019-11-06,36015
2019-11-07,35081
2019-11-08,34577
2019-11-09,29417
2019-11-10,26849
2019-11-11,35119
2019-11-12,32140
2019-11-13,34466
2019-11-14,33999
2019-11-15,35873
2019-11-16,28593
2019-11-17,25904
2019-11-18,34675
2019-11-19,38088
2019-11-20,33271
2019-11-21,43697
2019-11-22,46091
2019-11-23,29172
2019-11-24,27068
2019-11-25,38192
2019-11-26,37758
2019-11-27,37271
2019-11-28,32805
2019-11-29,31648
2019-11-30,27797
2019-12-01,27069
2019-12-02,34956
2019-12-03,34295
2019-12-04,37337
2019-12-05,34969
2019-12-06,35144
2019-12-07,27767
2019-12-08,26524
2019-12-09,33779
2019-12-10,36000
2019-12-11,32145
2019-12-12,32107
2019-12-13,32170
2019-12-14,26824
2019-12-15,24043
2019-12-16,37488
2019-12-17,41131
2019-12-18,39356
2019-12-19,36862
2019-12-20,33783
2019-12-21,26100
2019-12-22,25777
2019-12-23,36463
2019-12-24,32205
2019-12-25,23876
2019-12-26,27877
2019-12-27,31711
2019-12-28,26951
2019-12-29,25281
2019-12-30,34492
2019-12-31,30512
2020-01-01,22547
2020-01-02,30641
2020-01-03,37508
2020-01-04,28590
2020-01-05,29327
2020-01-06,37931
2020-01-07,44320
2020-01-08,40474
2020-01-09,34538
2020-01-10,34329
2020-01-11,30697
2020-01-12,26127
2020-01-13,30691
2020-01-14,45948
2020-01-15,42491
2020-01-16,36175
2020-01-17,37307
2020-01-18,30427
2020-01-19,30354
2020-01-20,32749
2020-01-21,34127
2020-01-22,32830
2020-01-23,34348
2020-01-24,31520
2020-01-25,23501
2020-01-26,22821
2020-01-27,31187
2020-01-28,39442
2020-01-29,37512
2020-01-30,35559
2020-01-31,35148
2020-02-01,29976
2020-02-02,28868
2020-02-03,36808
2020-02-04,36188
2020-02-05,41411
2020-02-06,37428
2020-02-07,39854
2020-02-08,33455
2020-02-09,35721
2020-02-10,37049
2020-02-11,43814
2020-02-12,46089
2020-02-13,45635
2020-02-14,37946
2020-02-15,37243
2020-02-16,31586
2020-02-17,42574
2020-02-18,39685
2020-02-19,39176
2020-02-20,38999
2020-02-21,35884
2020-02-22,28316
2020-02-23,28381
2020-02-24,35698
2020-02-25,37812
2020-02-26,46451
2020-02-27,40118
2020-02-28,40840
2020-02-29,30735
2020-03-01,31345
2020-03-02,40045
2020-03-03,37882
2020-03-04,37549
2020-03-05,39048
2020-03-06,36603
2020-03-07,29759
2020-03-08,35215
2020-03-09,48149
2020-03-10,39642
2020-03-11,35763
2020-03-12,64897
2020-03-13,60861
2020-03-14,40768
2020-03-15,33055
2020-03-16,45915
2020-03-17,42159
2020-03-18,36147
2020-03-19,46463
2020-03-20,45962
2020-03-21,33955
2020-03-22,28274
2020-03-23,37965
2020-03-24,40204
2020-03-25,33205
2020-03-26,37516
2020-03-27,36364
2020-03-28,32703
2020-03-29,28758
2020-03-30,37590
2020-03-31,37166
2020-04-01,37853
2020-04-02,43266
2020-04-03,39639
2020-04-04,30730
2020-04-05,28057
2020-04-06,41620
2020-04-07,44201
2020-04-08,38553
2020-04-09,37725
2020-04-10,39196
2020-04-11,30224
2020-04-12,29009
2020-04-13,37791
2020-04-14,40691
2020-04-15,40977
2020-04-16,46038
2020-04-17,38467
2020-04-18,38617
2020-04-19,31865
2020-04-20,42531
2020-04-21,40821
2020-04-22,39342
2020-04-23,48928
2020-04-24,46185
2020-04-25,38553
2020-04-26,35292
2020-04-27,44096
2020-04-28,43155
2020-04-29,55248
2020-04-30,57310
2020-05-01,50468
2020-05-02,40832
2020-05-03,38320
2020-05-04,45580
2020-05-05,45600
2020-05-06,51580
2020-05-07,57580
2020-05-08,54940
2020-05-09,47265
2020-05-10,47191
2020-05-11,49311
2020-05-12,49614
2020-05-13,43257
2020-05-14,42696
2020-05-15,45253
2020-05-16,37909
2020-05-17,33998
2020-05-18,40700
2020-05-19,37410
2020-05-20,40590
2020-05-21,44130
2020-05-22,40828
2020-05-23,35810
2020-05-24,30003
2020-05-25,38020
2020-05-26,40539
2020-05-27,41508
2020-05-28,42579
2020-05-29,40839
2020-05-30,37305
2020-05-31,34014
2020-06-01,44550
2020-06-02,50101
2020-06-03,43157
2020-06-04,43871
2020-06-05,42698
2020-06-06,33702
2020-06-07,31662
2020-06-08,44807
2020-06-09,45523
2020-06-10,46020
2020-06-11,48243
2020-06-12,43306
2020-06-13,35223
2020-06-14,32097
2020-06-15,41380
2020-06-16,46398
2020-06-17,42950
2020-06-18,38928
2020-06-19,44382
2020-06-20,34688
2020-06-21,29997
2020-06-22,41940
2020-06-23,47859
2020-06-24,42171
2020-06-25,42391
2020-06-26,44582
2020-06-27,37896
2020-06-28,35511
2020-06-29,43871
2020-06-30,41253
2020-07-01,49768
2020-07-02,45110
2020-07-03,43763
2020-07-04,36097
2020-07-05,35553
2020-07-06,48432
2020-07-07,48077
2020-07-08,53330
2020-07-09,49294
2020-07-10,45460
2020-07-11,38382
2020-07-12,34812
2020-07-13,45140
2020-07-14,49231
2020-07-15,45352
2020-07-16,50774
2020-07-17,42194
2020-07-18,40845
2020-07-19,37304
2020-07-20,44008
2020-07-21,45562
2020-07-22,50542
2020-07-23,47797
2020-07-24,50463
2020-07-25,42297
2020-07-26,44536
2020-07-27,57424
2020-07-28,57868
2020-07-29,53702
2020-07-30,49575
2020-07-31,52734
2020-08-01,48828
2020-08-02,46506
2020-08-03,50982
2020-08-04,49085
2020-08-05,46092
2020-08-06,54325
2020-08-07,50105
2020-08-08,42693
2020-08-09,40418
2020-08-10,50863
2020-08-11,54157
2020-08-12,52935
2020-08-13,51082
2020-08-14,55052
2020-08-15,46852
2020-08-16,41517
2020-08-17,49862
2020-08-18,55105
2020-08-19,52848
2020-08-20,50315
2020-08-21,49072
2020-08-22,46324
2020-08-23,40410
2020-08-24,50339
2020-08-25,49384
2020-08-26,49373
2020-08-27,51879
2020-08-28,52874
2020-08-29,42949
2020-08-30,40611
2020-08-31,48802
2020-09-01,61577
2020-09-02,52419
2020-09-03,52744
2020-09-04,53927
2020-09-05,52373
2020-09-06,38855
2020-09-07,48543
2020-09-08,48627
2020-09-09,46076
2020-09-10,49079
2020-09-11,44448
2020-09-12,39485
2020-09-13,34353
2020-09-14,50032
2020-09-15,49139
2020-09-16,50328
2020-09-17,49255
2020-09-18,46528
2020-09-19,40876
2020-09-20,33511
2020-09-21,46130
2020-09-22,46010
2020-09-23,50200
2020-09-24,46725
2020-09-25,49122
2020-09-26,36873
2020-09-27,33479
2020-09-28,43727
2020-09-29,49209
2020-09-30,48803
2020-10-01,44257
2020-10-02,46438
2020-10-03,41039
2020-10-04,33399
2020-10-05,42285
2020-10-06,46639
2020-10-07,50390
2020-10-08,44306
2020-10-09,46929
2020-10-10,40115
2020-10-11,31243
2020-10-12,43934
2020-10-13,44787
2020-10-14,42329
2020-10-15,46303
2020-10-16,42409
2020-10-17,33488
2020-10-18,29871
2020-10-19,41751
2020-10-20,45482
2020-10-21,47736
2020-10-22,50435
2020-10-23,44901
2020-10-24,40216
2020-10-25,31806
2020-10-26,38130
2020-10-27,39516
2020-10-28,40492
2020-10-29,41357
2020-10-30,42481
2020-10-31,40964
2020-11-01,39310
2020-11-02,38351
2020-11-03,48167
2020-11-04,47734
2020-11-05,55891
2020-11-06,58069
2020-11-07,43317
2020-11-08,37136
2020-11-09,49743
2020-11-10,45572
2020-11-11,47569
2020-11-12,48118
2020-11-13,44862
2020-11-14,36894
2020-11-15,33574
2020-11-16,45393
2020-11-17,44501
