t,addresses_accumulation_balance
2015-04-25,3150109.54257774
2015-04-26,3150917.59915284
2015-04-27,3151022.22986518
2015-04-28,3156049.36108515
2015-04-29,3152412.99457054
2015-04-30,3153609.07131876
2015-05-01,3152680.15795398
2015-05-02,3152440.48551059
2015-05-03,3153883.69531838
2015-05-04,3147394.37788438
2015-05-05,3145510.17142685
2015-05-06,3147150.49527232
2015-05-07,3147958.81035546
2015-05-08,3144502.65767462
2015-05-09,3145382.23673753
2015-05-10,3151416.34614775
2015-05-11,3148883.59588902
2015-05-12,3149119.4298065
2015-05-13,3164301.92664342
2015-05-14,3166294.93929334
2015-05-15,3167397.37815782
2015-05-16,3168637.56941593
2015-05-17,3165929.85351165
2015-05-18,3166530.79324711
2015-05-19,3169967.8547348
2015-05-20,3175784.87763492
2015-05-21,3180699.5120478
2015-05-22,3181474.88329408
2015-05-23,3184324.27628752
2015-05-24,3185671.64747727
2015-05-25,3192623.2396272
2015-05-26,3191112.74454815
2015-05-27,3191294.37130237
2015-05-28,3194622.74015744
2015-05-29,3166943.82742278
2015-05-30,3139892.60584375
2015-05-31,3142964.32736848
2015-06-01,3146883.35900802
2015-06-02,3153120.26798454
2015-06-03,3171667.20855753
2015-06-04,3165109.74544693
2015-06-05,3171453.36153629
2015-06-06,3170457.41389183
2015-06-07,3169575.46652775
2015-06-08,3170586.48204677
2015-06-09,3172913.33280867
2015-06-10,3177846.8568006
2015-06-11,3171741.75214771
2015-06-12,3176508.09213198
2015-06-13,3173180.72713922
2015-06-14,3181278.46646241
2015-06-15,3189850.69947936
2015-06-16,3189229.64572673
2015-06-17,3191842.16074925
2015-06-18,3198661.85882257
2015-06-19,3200277.29457421
2015-06-20,3191862.44106586
2015-06-21,3194306.82979657
2015-06-22,3200060.23996958
2015-06-23,3200995.42397389
2015-06-24,3201527.26248661
2015-06-25,3208298.5010037
2015-06-26,3212152.36326586
2015-06-27,3218196.68822675
2015-06-28,3221423.7774948
2015-06-29,3223341.46467669
2015-06-30,3223276.60292458
2015-07-01,3226796.94129786
2015-07-02,3230143.7469065
2015-07-03,3231938.86943624
2015-07-04,3231664.20292375
2015-07-05,3227080.63161854
2015-07-06,3231775.25613857
2015-07-07,3189492.91696386
2015-07-08,3188618.03609448
2015-07-09,3195079.96445293
2015-07-10,3181786.09168643
2015-07-11,3183151.96366123
2015-07-12,3188277.31254583
2015-07-13,3187797.16223757
2015-07-14,3193437.33215363
2015-07-15,3215899.76018186
2015-07-16,3209770.82778294
2015-07-17,3219754.81776742
2015-07-18,3222737.28348809
2015-07-19,3227556.58787776
2015-07-20,3227446.95054193
2015-07-21,3228262.33924738
2015-07-22,3229584.34597051
2015-07-23,3232498.75618474
2015-07-24,3221681.91031004
2015-07-25,3238411.25610063
2015-07-26,3237342.71535926
2015-07-27,3238587.79366585
2015-07-28,3237209.05235997
2015-07-29,3230326.23550756
2015-07-30,3233986.16842023
2015-07-31,3236974.9868942
2015-08-01,3239015.1737186
2015-08-02,3240778.04725022
2015-08-03,3250756.17596617
2015-08-04,3247745.25179053
2015-08-05,3254092.87174614
2015-08-06,3260665.21807933
2015-08-07,3261865.5578833
2015-08-08,3262247.56827741
2015-08-09,3358492.27820513
2015-08-10,3393276.60026006
2015-08-11,3394337.66060319
2015-08-12,3402959.79364513
2015-08-13,3402911.11654257
2015-08-14,3405521.92425335
2015-08-15,3405936.62759557
2015-08-16,3405066.07748616
2015-08-17,3401126.29707354
2015-08-18,3405348.52984892
2015-08-19,3412248.75544437
2015-08-20,3408571.10355391
2015-08-21,3407280.6309073
2015-08-22,3408998.45442833
2015-08-23,3403914.15608391
2015-08-24,3385024.0763855
2015-08-25,3408501.84337648
2015-08-26,3399470.12593464
2015-08-27,3404620.51075056
2015-08-28,3379828.14101763
2015-08-29,3378406.40828186
2015-08-30,3381122.40190109
2015-08-31,3374620.43050815
2015-09-01,3377034.81282929
2015-09-02,3374957.58796275
2015-09-03,3367743.58683575
2015-09-04,3366392.10662456
2015-09-05,3361680.59436822
2015-09-06,3341687.25483276
2015-09-07,3341606.39372632
2015-09-08,3342603.23497319
2015-09-09,3346449.22359615
2015-09-10,3351979.4524127
2015-09-11,3350286.92482929
2015-09-12,3352309.81056291
2015-09-13,3353212.29882561
2015-09-14,3360274.92939917
2015-09-15,3361787.89722625
2015-09-16,3362876.47156119
2015-09-17,3363928.12968257
2015-09-18,3364547.65125609
2015-09-19,3366667.47947343
2015-09-20,3368765.82867751
2015-09-21,3366332.73850739
2015-09-22,3363347.37916319
2015-09-23,3361601.30937945
2015-09-24,3365400.58492794
2015-09-25,3370610.47738309
2015-09-26,3373155.20501002
2015-09-27,3374954.2216438
2015-09-28,3369841.56362211
2015-09-29,3370121.2270344
2015-09-30,3371854.57569626
2015-10-01,3354632.7899646
2015-10-02,3376646.60128728
2015-10-03,3378247.33403251
2015-10-04,3380165.04166033
2015-10-05,3371221.78936712
2015-10-06,3370174.32894449
2015-10-07,3362366.33080302
2015-10-08,3368283.39047923
2015-10-09,3373173.77647228
2015-10-10,3373695.86877539
2015-10-11,3378200.79562107
2015-10-12,3377311.30485536
2015-10-13,3374690.97793333
2015-10-14,3363772.36068089
2015-10-15,3356900.02743982
2015-10-16,3358898.05050249
2015-10-17,3358768.02553269
2015-10-18,3360656.57040665
2015-10-19,3367441.49674109
2015-10-20,3360007.23260622
2015-10-21,3359524.66390431
2015-10-22,3362862.09954388
2015-10-23,3356139.23928456
2015-10-24,3359256.8089404
2015-10-25,3360600.065012
2015-10-26,3364312.47700082
2015-10-27,3357625.72088962
2015-10-28,3354818.70312066
2015-10-29,3354032.51271066
2015-10-30,3334290.22924237
2015-10-31,3336503.91437702
2015-11-01,3337674.62660807
2015-11-02,3340956.48327215
2015-11-03,3270431.44680395
2015-11-04,3275810.4945105
2015-11-05,3255161.09750135
2015-11-06,3304320.96164189
2015-11-07,3284918.24165892
2015-11-08,3284664.34755366
2015-11-09,3249741.13600129
2015-11-10,3256325.16772249
2015-11-11,3248179.313293
2015-11-12,3249131.40418264
2015-11-13,3252548.81943993
2015-11-14,3247511.94220095
2015-11-15,3247371.82892755
2015-11-16,3267022.34555709
2015-11-17,3242080.5114333
2015-11-18,3249931.71805104
2015-11-19,3245851.585795
2015-11-20,3245657.39235718
2015-11-21,3246603.89259039
2015-11-22,3246540.33378785
2015-11-23,3248286.93868031
2015-11-24,3250598.79616664
2015-11-25,3252134.64581697
2015-11-26,3257711.8049536
2015-11-27,3263743.94202518
2015-11-28,3264040.24557725
2015-11-29,3264825.27378815
2015-11-30,3255681.76965143
2015-12-01,3257585.76150988
2015-12-02,3260472.93779024
2015-12-03,3265048.10833896
2015-12-04,3265665.63907663
2015-12-05,3265674.38139197
2015-12-06,3267318.93934314
2015-12-07,3275127.4128668
2015-12-08,3272223.92411208
2015-12-09,3266005.98702429
2015-12-10,3244909.99078271
2015-12-11,3239647.7659977
2015-12-12,3238890.63361593
2015-12-13,3241293.42145071
2015-12-14,3211149.0689393
2015-12-15,3206905.45680976
2015-12-16,3206178.03518195
2015-12-17,3208920.84590568
2015-12-18,3211797.27424904
2015-12-19,3191809.66876073
2015-12-20,3190482.11008755
2015-12-21,3192567.90519435
2015-12-22,3190220.59127552
2015-12-23,3187601.78682937
2015-12-24,3184724.91881967
2015-12-25,3123421.27303107
2015-12-26,3127729.00166413
2015-12-27,3130726.85707923
2015-12-28,3141624.62444921
2015-12-29,3132224.01365842
2015-12-30,3134156.46021432
2015-12-31,3132052.69201526
2016-01-01,3132092.76862684
2016-01-02,3131829.74346985
2016-01-03,3128857.91459115
2016-01-04,3132121.89774358
2016-01-05,3136252.36603238
2016-01-06,3133973.02386823
2016-01-07,3133296.20558802
2016-01-08,3137586.74012466
2016-01-09,3138296.40306141
2016-01-10,3126994.89839419
2016-01-11,3130771.61095489
2016-01-12,3138956.59191111
2016-01-13,3152344.70715784
2016-01-14,3156764.36584154
2016-01-15,3150329.36205872
2016-01-16,3151611.4124166
2016-01-17,3152501.50931282
2016-01-18,3148925.71845396
2016-01-19,3149949.02110946
2016-01-20,3152174.53507922
2016-01-21,3160974.88376652
2016-01-22,3092166.98470007
2016-01-23,3141565.18024804
2016-01-24,3140860.2174581
2016-01-25,3147744.54070475
2016-01-26,3155672.05955797
2016-01-27,3156895.9849475
2016-01-28,3170305.72663372
2016-01-29,3173823.78879673
2016-01-30,3163416.0044413
2016-01-31,3166895.21784899
2016-02-01,3172765.11145035
2016-02-02,3175626.65042267
2016-02-03,3179612.86180135
2016-02-04,3173745.88179288
2016-02-05,3172606.56905374
2016-02-06,3177225.23882564
2016-02-07,3173099.20677842
2016-02-08,3175591.44810116
2016-02-09,3176816.51592245
2016-02-10,3163445.69472608
2016-02-11,3163840.80591735
2016-02-12,3168737.74284497
2016-02-13,3166969.35038667
2016-02-14,3178336.65724715
2016-02-15,3171621.51826781
2016-02-16,3169551.59155998
2016-02-17,3174723.61913074
2016-02-18,3193952.95404444
2016-02-19,3203778.01880176
2016-02-20,3206001.46528455
2016-02-21,3207666.78601788
2016-02-22,3207714.86994112
2016-02-23,3211094.9265614
2016-02-24,3220185.27719475
2016-02-25,3235386.19508869
2016-02-26,3249018.5633333
2016-02-27,3267089.28075461
2016-02-28,3262539.54217067
2016-02-29,3260030.35714231
2016-03-01,3248856.11269551
2016-03-02,3250662.05342318
2016-03-03,3300537.49378045
2016-03-04,3250330.60286324
2016-03-05,3253534.85144746
2016-03-06,3258426.27703904
2016-03-07,3258537.10611608
2016-03-08,3253817.88322538
2016-03-09,3241874.38196406
2016-03-10,3222001.23464235
2016-03-11,3229644.74109986
2016-03-12,3225950.28708943
2016-03-13,3227939.96311255
2016-03-14,3224953.79651678
2016-03-15,3240601.314145
2016-03-16,3250291.0184304
2016-03-17,3243194.71064841
2016-03-18,3237216.78973722
2016-03-19,3237099.0589584
2016-03-20,3247629.28005479
2016-03-21,3251687.47348299
2016-03-22,3253856.50219969
2016-03-23,3282260.8143203
2016-03-24,3339315.40121144
2016-03-25,3240175.17227239
2016-03-26,3293927.36080051
2016-03-27,3309681.34689655
2016-03-28,3259537.89097148
2016-03-29,3257953.22304328
2016-03-30,3243966.06568804
2016-03-31,3262932.12812095
2016-04-01,3262189.80511133
2016-04-02,3252526.00127443
2016-04-03,3256999.57058393
2016-04-04,3225180.25972239
2016-04-05,3227062.70850291
2016-04-06,3205497.26419341
2016-04-07,3199439.90798162
2016-04-08,3201730.82769023
2016-04-09,3225784.00216614
2016-04-10,3236719.39850534
2016-04-11,3243253.52448137
2016-04-12,3252272.39797987
2016-04-13,3253294.076431
2016-04-14,3261565.89946825
2016-04-15,3248068.12419168
2016-04-16,3250251.55244415
2016-04-17,3255978.05390146
2016-04-18,3234767.83256972
2016-04-19,3242816.53329409
2016-04-20,3228809.12453163
2016-04-21,3240776.08513421
2016-04-22,3243334.90967849
2016-04-23,3245691.16270237
2016-04-24,3247987.1663523
2016-04-25,3250417.67627261
2016-04-26,3248549.58527643
2016-04-27,3251978.23742832
2016-04-28,3251906.66038098
2016-04-29,3258460.64580205
2016-04-30,3263223.92668494
2016-05-01,3263173.08610009
2016-05-02,3262320.17994274
2016-05-03,3265072.74138311
2016-05-04,3262340.17663905
2016-05-05,3264951.31359478
2016-05-06,3263385.82759244
2016-05-07,3256876.71140841
2016-05-08,3262728.31680265
2016-05-09,3255754.00707263
2016-05-10,3245615.12573434
2016-05-11,3246177.07077548
2016-05-12,3248152.78870722
2016-05-13,3254280.99224924
2016-05-14,3253294.11290844
2016-05-15,3260193.71250383
2016-05-16,3261450.67762855
2016-05-17,3291109.32247005
2016-05-18,3295206.42400499
2016-05-19,3295158.78469222
2016-05-20,3304225.91796316
2016-05-21,3317338.84582432
2016-05-22,3317843.55514357
2016-05-23,3318462.6553109
2016-05-24,3322054.7456098
2016-05-25,3323293.68255131
2016-05-26,3311138.12295809
2016-05-27,3300175.73638557
2016-05-28,3287398.03984147
2016-05-29,3283325.49537932
2016-05-30,3275529.81333092
2016-05-31,3273871.17289266
2016-06-01,3270295.00632414
2016-06-02,3268059.32775922
2016-06-03,3265077.51115503
2016-06-04,3263802.46936981
2016-06-05,3270054.72374531
2016-06-06,3274399.04282224
2016-06-07,3274116.69530087
2016-06-08,3293440.06402171
2016-06-09,3268528.34144385
2016-06-10,3285394.83317154
2016-06-11,3283671.62308585
2016-06-12,3264930.77485629
2016-06-13,3271575.2152216
2016-06-14,3256594.19420756
2016-06-15,3226414.60405583
2016-06-16,3224721.23921268
2016-06-17,3222876.77328747
2016-06-18,3218750.58548564
2016-06-19,3193515.22641176
2016-06-20,3199495.77219861
2016-06-21,3171354.25755995
2016-06-22,3155083.39302528
2016-06-23,3153095.82953051
2016-06-24,3156943.46340523
2016-06-25,3157696.35935201
2016-06-26,3158032.02784885
2016-06-27,3137998.79740149
2016-06-28,3150047.38317449
2016-06-29,3156779.28377067
2016-06-30,3166223.83925392
2016-07-01,3171654.93518369
2016-07-02,3169688.5105015
2016-07-03,3175649.85128892
2016-07-04,3167516.03488308
2016-07-05,3169471.89579695
2016-07-06,3167014.40876949
2016-07-07,3180275.00719116
2016-07-08,3181654.0151855
2016-07-09,3173892.10585527
2016-07-10,3179880.85673654
2016-07-11,3188970.72733762
2016-07-12,3199531.09972106
2016-07-13,3199978.30756343
2016-07-14,3204281.91776925
2016-07-15,3205537.38422644
2016-07-16,3208245.46308276
2016-07-17,3199804.09535802
2016-07-18,3195262.28768028
2016-07-19,3195677.4839615
2016-07-20,3197657.89818748
2016-07-21,3195836.36226037
2016-07-22,3197505.15156235
2016-07-23,3206548.2863784
2016-07-24,3232603.03134553
2016-07-25,3236513.11199998
2016-07-26,3237302.6756301
2016-07-27,3230762.90208986
2016-07-28,3232365.98220674
2016-07-29,3232243.84167635
2016-07-30,3238112.73689036
2016-07-31,3233801.44099603
2016-08-01,3228608.42009946
2016-08-02,3214373.00542803
2016-08-03,3224468.44557573
2016-08-04,3232937.15984513
2016-08-05,3243643.36849842
2016-08-06,3246577.65282961
2016-08-07,3250253.93113242
2016-08-08,3253791.37707558
2016-08-09,3257013.2877938
2016-08-10,3260777.56304265
2016-08-11,3266672.61924924
2016-08-12,3267042.74493699
2016-08-13,3269124.79055507
2016-08-14,3274783.2804813
2016-08-15,3274526.98112121
2016-08-16,3249612.61851757
2016-08-17,3251175.26841333
2016-08-18,3253143.68604433
2016-08-19,3259181.45362374
2016-08-20,3252927.25584948
2016-08-21,3254914.72868185
2016-08-22,3255366.55852244
2016-08-23,3247397.70152211
2016-08-24,3243943.39404433
2016-08-25,3217844.61101686
2016-08-26,3216675.28562951
2016-08-27,3214396.96525214
2016-08-28,3215645.37422695
2016-08-29,3236215.00653812
2016-08-30,3230537.08651133
2016-08-31,3257838.66013496
2016-09-01,3268888.72044419
2016-09-02,3271776.17535564
2016-09-03,3265732.00807227
2016-09-04,3271558.34018303
2016-09-05,3270005.67871061
2016-09-06,3272049.78984722
2016-09-07,3273950.01977005
2016-09-08,3275755.87160712
2016-09-09,3273425.75758571
2016-09-10,3275460.24555281
2016-09-11,3276517.44597593
2016-09-12,3276595.95568624
2016-09-13,3279424.93553116
2016-09-14,3282718.13938671
2016-09-15,3287565.57357895
2016-09-16,3256096.06985918
2016-09-17,3259177.15374606
2016-09-18,3258775.88853058
2016-09-19,3261844.61042876
2016-09-20,3264670.10163677
2016-09-21,3271218.94819258
2016-09-22,3274280.76522375
2016-09-23,3275158.89941926
2016-09-24,3270117.15713825
2016-09-25,3266128.50803699
2016-09-26,3255786.21951811
2016-09-27,3253092.28416337
2016-09-28,3254940.38714581
2016-09-29,3246380.41776729
2016-09-30,3248042.6703854
2016-10-01,3253043.29139002
2016-10-02,3249685.55671083
2016-10-03,3253119.14983475
2016-10-04,3251420.18955839
2016-10-05,3257752.9273548
2016-10-06,3261432.70640525
2016-10-07,3267287.99645021
2016-10-08,3270483.70286447
2016-10-09,3273326.76690865
2016-10-10,3268515.11222743
2016-10-11,3267490.10129687
2016-10-12,3257918.27768835
2016-10-13,3264195.88397058
2016-10-14,3273431.05169314
2016-10-15,3276900.97165589
2016-10-16,3276865.71594293
2016-10-17,3262341.00232096
2016-10-18,3242229.31502969
2016-10-19,3236175.78140288
2016-10-20,3240513.23749848
2016-10-21,3234702.40137905
2016-10-22,3239264.64258794
2016-10-23,3257683.32087662
2016-10-24,3233091.9671941
2016-10-25,3235431.30681997
2016-10-26,3225870.75263603
2016-10-27,3203442.58585838
2016-10-28,3199100.94679676
2016-10-29,3190679.6253128
2016-10-30,3191371.38722354
2016-10-31,3192165.79302794
2016-11-01,3186450.13281474
2016-11-02,3187574.05668396
2016-11-03,3189705.87649372
2016-11-04,3191228.52440615
2016-11-05,3192900.8547954
2016-11-06,3195128.86062917
2016-11-07,3187104.49791751
2016-11-08,3179015.41982296
2016-11-09,3173349.02254161
2016-11-10,3174933.54627147
2016-11-11,3180333.2407578
2016-11-12,3184456.04946074
2016-11-13,3188317.76111698
2016-11-14,3190671.91357494
2016-11-15,3192492.13916778
2016-11-16,3180613.93040704
2016-11-17,3174754.20848306
2016-11-18,3171702.45026066
2016-11-19,3176630.46480141
2016-11-20,3181791.26286
2016-11-21,3185528.00261377
2016-11-22,3185584.56816517
2016-11-23,3207917.6057196
2016-11-24,3196450.73889623
2016-11-25,3192236.60326039
2016-11-26,3196450.52075633
2016-11-27,3202241.99405739
2016-11-28,3201655.00993771
2016-11-29,3160801.75960018
2016-11-30,3156645.32055143
2016-12-01,3154771.03755543
2016-12-02,3154156.38209177
2016-12-03,3156481.43993992
2016-12-04,3156475.05172897
2016-12-05,3154309.66257694
2016-12-06,3153663.94579262
2016-12-07,3153606.02841748
2016-12-08,3160102.27280594
2016-12-09,3160010.69448662
2016-12-10,3162217.1022127
2016-12-11,3168377.59421331
2016-12-12,3164946.28126962
2016-12-13,3172518.16750884
2016-12-14,3173147.88714162
2016-12-15,3177483.50968418
2016-12-16,3181583.66331224
2016-12-17,3181893.13999729
2016-12-18,3187132.78880761
2016-12-19,3184643.21842074
2016-12-20,3189297.53160133
2016-12-21,3193711.08581314
2016-12-22,3198265.74393704
2016-12-23,3195645.88855125
2016-12-24,3195154.41116735
2016-12-25,3194572.53480239
2016-12-26,3191571.38316003
2016-12-27,3190188.73850938
2016-12-28,3181633.50969642
2016-12-29,3181851.02336906
2016-12-30,3187630.73264669
2016-12-31,3169387.40036712
2017-01-01,3172508.62022375
2017-01-02,3174220.879199
2017-01-03,3172011.4761195
2017-01-04,3172239.26780561
2017-01-05,3141780.13633544
2017-01-06,3134061.05528418
2017-01-07,3128511.6620272
2017-01-08,3129560.38679736
2017-01-09,3130461.64105876
2017-01-10,3138131.75058738
2017-01-11,3142320.78980014
2017-01-12,3154553.0089754
2017-01-13,3164191.21462621
2017-01-14,3163605.33387769
2017-01-15,3167216.23588956
2017-01-16,3160501.34955274
2017-01-17,3164992.76074172
2017-01-18,3165667.75628739
2017-01-19,3166684.25555364
2017-01-20,3169531.3468017
2017-01-21,3166910.64074645
2017-01-22,3160463.35474032
2017-01-23,3157279.71044868
2017-01-24,3155292.26502306
2017-01-25,3151552.67575647
2017-01-26,3154854.19673707
2017-01-27,3151804.57116348
2017-01-28,3153131.77470587
2017-01-29,3126704.7823593
2017-01-30,3136178.26780425
2017-01-31,3130041.69403685
2017-02-01,3138978.01080935
2017-02-02,3145324.15972359
2017-02-03,3122716.40333643
2017-02-04,3123987.13706727
2017-02-05,3123478.03792633
2017-02-06,3122810.33473009
2017-02-07,3104430.06546383
2017-02-08,3092771.8922378
2017-02-09,3093964.504829
2017-02-10,3104283.65118803
2017-02-11,3108122.35048989
2017-02-12,3101220.44372338
2017-02-13,3102761.48638597
2017-02-14,3100265.6950742
2017-02-15,3100537.33684645
2017-02-16,3101737.93004817
2017-02-17,3103000.19787418
2017-02-18,3098986.47106454
2017-02-19,3121966.77461796
2017-02-20,3124342.65097585
2017-02-21,3109820.74384571
2017-02-22,3103254.9118612
2017-02-23,3091127.00902538
2017-02-24,3087558.24470331
2017-02-25,3087585.73542273
2017-02-26,3087809.94758933
2017-02-27,3098914.36440888
2017-02-28,3099644.95864454
2017-03-01,3105425.82752592
2017-03-02,3102896.16684585
2017-03-03,3104182.27471778
2017-03-04,3096295.77739519
2017-03-05,3103926.72695554
2017-03-06,3083764.04663677
2017-03-07,3097080.42615884
2017-03-08,3101085.86820597
2017-03-09,3102997.31075431
2017-03-10,3101924.89234233
2017-03-11,3103226.27877624
2017-03-12,3111503.29758495
2017-03-13,3111141.75496976
2017-03-14,3113170.99780627
2017-03-15,3101393.86981318
2017-03-16,3086769.43982444
2017-03-17,3080300.98240963
2017-03-18,3072490.00723346
2017-03-19,3071512.55478667
2017-03-20,3066888.93126689
2017-03-21,3046461.54709167
2017-03-22,3029822.44665071
2017-03-23,3031890.75313187
2017-03-24,2955296.82054076
2017-03-25,2950372.44015538
2017-03-26,2942981.40434458
2017-03-27,2943777.76420136
2017-03-28,2943593.38291761
2017-03-29,2941526.50920589
2017-03-30,2943628.60361641
2017-03-31,2942729.91524127
2017-04-01,2944688.80034176
2017-04-02,2946035.48562433
2017-04-03,2948526.20468296
2017-04-04,2952632.78278051
2017-04-05,2944234.8611905
2017-04-06,2948614.06465055
2017-04-07,2951738.43666539
2017-04-08,2957700.81153172
2017-04-09,2960411.58518486
2017-04-10,2960349.65448197
2017-04-11,2955094.70498364
2017-04-12,2957313.39173967
2017-04-13,2961536.17627149
2017-04-14,2955074.16950673
2017-04-15,2986250.26275405
2017-04-16,2983640.62179673
2017-04-17,3008655.54689432
2017-04-18,2995011.81263725
2017-04-19,3007782.3542499
2017-04-20,2988464.02455711
2017-04-21,2985383.7233703
2017-04-22,2987210.41364153
2017-04-23,2987282.06785722
2017-04-24,2994469.21701773
2017-04-25,2978077.57255934
2017-04-26,2979599.00801081
2017-04-27,2990301.20942199
2017-04-28,2982576.88340572
2017-04-29,2986888.75671763
2017-04-30,2984735.17582231
2017-05-01,2953738.32174153
2017-05-02,2955782.27973824
2017-05-03,2955391.15863582
2017-05-04,2965685.84707276
2017-05-05,2953823.53195029
2017-05-06,2945648.93346117
2017-05-07,2946522.10688178
2017-05-08,2941003.43186039
2017-05-09,2932477.51673215
2017-05-10,2928257.41654104
2017-05-11,2926389.54978536
2017-05-12,2924343.7349306
2017-05-13,2907906.18025655
2017-05-14,2908423.86367642
2017-05-15,2908288.77322782
2017-05-16,2915999.51623263
2017-05-17,2925349.84212662
2017-05-18,2930377.85157071
2017-05-19,2943735.90770225
2017-05-20,2923494.50448617
2017-05-21,2915133.03920426
2017-05-22,2908154.94230595
2017-05-23,2912596.36882888
2017-05-24,2905853.5523688
2017-05-25,2881143.42192628
2017-05-26,2873288.05087721
2017-05-27,2868178.6891331
2017-05-28,2873561.75813576
2017-05-29,2876547.101163
2017-05-30,2881133.08734129
2017-05-31,2895283.43760008
2017-06-01,2903016.4637416
2017-06-02,2897070.56892033
2017-06-03,2899437.26700731
2017-06-04,2905825.58818349
2017-06-05,2904000.75717629
2017-06-06,2907384.1836486
2017-06-07,2863529.69244343
2017-06-08,2874277.21839166
2017-06-09,2882156.25181754
2017-06-10,2875418.18051201
2017-06-11,2872147.50271624
2017-06-12,2865541.83292429
2017-06-13,2865108.12660506
2017-06-14,2866014.27586089
2017-06-15,2870895.77744576
2017-06-16,2849619.15844634
2017-06-17,2852362.13249016
2017-06-18,2852090.35407701
2017-06-19,2852422.27266193
2017-06-20,2846392.91911677
2017-06-21,2857393.18733688
2017-06-22,2836779.69212794
2017-06-23,2829421.52399789
2017-06-24,2816309.5698074
2017-06-25,2833357.95540855
2017-06-26,2829940.11959427
2017-06-27,2832613.21332493
2017-06-28,2839592.60052321
2017-06-29,2817619.07811544
2017-06-30,2817994.99294625
2017-07-01,2824819.19797268
2017-07-02,2823116.87688931
2017-07-03,2820771.13218172
2017-07-04,2817812.31818176
2017-07-05,2819701.83162535
2017-07-06,2811453.6510692
2017-07-07,2823302.80044638
2017-07-08,2838573.0658124
2017-07-09,2813806.19871326
2017-07-10,2815136.60160569
2017-07-11,2809810.26992036
2017-07-12,2826645.49588976
2017-07-13,2835249.56287166
2017-07-14,2835665.46521572
2017-07-15,2839577.54123348
2017-07-16,2822667.55384374
2017-07-17,2797623.51132843
2017-07-18,2794588.3479451
2017-07-19,2820360.89273509
2017-07-20,2807185.18252069
2017-07-21,2806043.7864705
2017-07-22,2806439.31990823
2017-07-23,2809533.31077784
2017-07-24,2816232.42018655
2017-07-25,2756222.02920356
2017-07-26,2771163.47718757
2017-07-27,2784672.41135138
2017-07-28,2805057.49326243
2017-07-29,2728783.21601317
2017-07-30,2771133.7312879
2017-07-31,2671744.66619032
2017-08-01,2686264.96381549
2017-08-02,2687083.55680111
2017-08-03,2689730.18757593
2017-08-04,2691108.75645343
2017-08-05,2617685.85935061
2017-08-06,2605692.2355043
2017-08-07,2623654.96678772
2017-08-08,2629886.33537365
2017-08-09,2630083.16067074
2017-08-10,2631666.17991051
2017-08-11,2625251.71207292
2017-08-12,2632229.08976301
2017-08-13,2629704.83318187
2017-08-14,2617832.77598301
2017-08-15,2626381.83537961
2017-08-16,2627694.43890987
2017-08-17,2644179.04098345
2017-08-18,2630370.57916016
2017-08-19,2626154.16194285
2017-08-20,2617011.29822141
2017-08-21,2621503.25017569
2017-08-22,2627443.79510102
2017-08-23,2636298.65548593
2017-08-24,2649123.40070456
2017-08-25,2637972.31602557
2017-08-26,2643839.00181017
2017-08-27,2647963.78651416
2017-08-28,2663623.27742912
2017-08-29,2653749.91271995
2017-08-30,2644039.5327559
2017-08-31,2639272.84516886
2017-09-01,2636605.17208568
2017-09-02,2624802.15738827
2017-09-03,2624604.69971227
2017-09-04,2644130.58852551
2017-09-05,2638801.35577527
2017-09-06,2650305.12750693
2017-09-07,2641959.05364745
2017-09-08,2647552.97157593
2017-09-09,2629116.67044793
2017-09-10,2630216.59887256
2017-09-11,2632531.53443876
2017-09-12,2630654.95269619
2017-09-13,2656403.95286579
2017-09-14,2651798.79261389
2017-09-15,2639453.59869591
2017-09-16,2641230.42545594
2017-09-17,2642401.43044393
2017-09-18,2645429.76275836
2017-09-19,2650264.09084896
2017-09-20,2653337.61281995
2017-09-21,2653147.52157744
2017-09-22,2628296.23103862
2017-09-23,2618297.15292236
2017-09-24,2617248.09446292
2017-09-25,2545281.77550326
2017-09-26,2608222.64461365
2017-09-27,2603273.49868246
2017-09-28,2604241.93428478
2017-09-29,2604501.37932166
2017-09-30,2606236.86830368
2017-10-01,2607557.35143524
2017-10-02,2605787.76802397
2017-10-03,2608944.07001325
2017-10-04,2611082.96584196
2017-10-05,2613841.65404697
2017-10-06,2622181.73112452
2017-10-07,2619372.91355054
2017-10-08,2591206.81162889
2017-10-09,2582060.64615281
2017-10-10,2561158.40246653
2017-10-11,2557768.01434586
2017-10-12,2558902.65928388
2017-10-13,2492942.73590173
2017-10-14,2491779.91678373
2017-10-15,2489539.69185837
2017-10-16,2477318.28998822
2017-10-17,2481950.17436036
2017-10-18,2481954.89550004
2017-10-19,2481755.62532012
2017-10-20,2477839.67182545
2017-10-21,2481648.80475112
2017-10-22,2492863.06104396
2017-10-23,2521601.87725746
2017-10-24,2520349.84837392
2017-10-25,2525762.71606235
2017-10-26,2524640.83653145
2017-10-27,2520660.28191369
2017-10-28,2522103.35905469
2017-10-29,2517764.96881474
2017-10-30,2517286.46990527
2017-10-31,2517522.25686663
2017-11-01,2512207.1711085
2017-11-02,2519123.66510084
2017-11-03,2526039.21992012
2017-11-04,2522567.30840559
2017-11-05,2498799.02021817
2017-11-06,2493338.46443934
2017-11-07,2488058.41460039
2017-11-08,2485819.90403086
2017-11-09,2468537.76591689
2017-11-10,2452243.69771127
2017-11-11,2431087.55097608
2017-11-12,2410926.80015372
