t,entities_net_growth_count
2017-12-12,43178
2017-12-13,44415
2017-12-14,49226
2017-12-15,32833
2017-12-16,25532
2017-12-17,29028
2017-12-18,35551
2017-12-19,33246
2017-12-20,23165
2017-12-21,31006
2017-12-22,35965
2017-12-23,27823
2017-12-24,5368
2017-12-25,13720
2017-12-26,19840
2017-12-27,27639
2017-12-28,22234
2017-12-29,14481
2017-12-30,16367
2017-12-31,3109
2018-01-01,-497
2018-01-02,14185
2018-01-03,12023
2018-01-04,9537
2018-01-05,19021
2018-01-06,8102
2018-01-07,24444
2018-01-08,17136
2018-01-09,20213
2018-01-10,18930
2018-01-11,12646
2018-01-12,10049
2018-01-13,10340
2018-01-14,9568
2018-01-15,10513
2018-01-16,13446
2018-01-17,13966
2018-01-18,12927
2018-01-19,9067
2018-01-20,16707
2018-01-21,5258
2018-01-22,3613
2018-01-23,5978
2018-01-24,7582
2018-01-25,2084
2018-01-26,5530
2018-01-27,100828
2018-01-28,-3791
2018-01-29,2648
2018-01-30,5264
2018-01-31,11917
2018-02-01,6656
2018-02-02,6556
2018-02-03,8740
2018-02-04,3155
2018-02-05,4689
2018-02-06,11756
2018-02-07,8799
2018-02-08,8919
2018-02-09,14374
2018-02-10,10795
2018-02-11,8657
2018-02-12,10574
2018-02-13,11289
2018-02-14,10194
2018-02-15,11186
2018-02-16,14404
2018-02-17,11410
2018-02-18,9258
2018-02-19,10909
2018-02-20,9764
2018-02-21,6815
2018-02-22,12775
2018-02-23,3600
2018-02-24,5871
2018-02-25,7501
2018-02-26,8365
2018-02-27,11797
2018-02-28,9827
2018-03-01,10427
2018-03-02,11580
2018-03-03,9972
2018-03-04,10480
2018-03-05,11716
2018-03-06,9020
2018-03-07,14555
2018-03-08,9329
2018-03-09,11564
2018-03-10,9568
2018-03-11,6235
2018-03-12,6829
2018-03-13,10296
2018-03-14,9654
2018-03-15,10772
2018-03-16,11362
2018-03-17,7275
2018-03-18,4682
2018-03-19,10045
2018-03-20,7936
2018-03-21,6361
2018-03-22,4223
2018-03-23,6773
2018-03-24,6728
2018-03-25,6177
2018-03-26,8599
2018-03-27,9628
2018-03-28,10293
2018-03-29,5625
2018-03-30,8566
2018-03-31,5370
2018-04-01,7797
2018-04-02,9704
2018-04-03,9288
2018-04-04,12163
2018-04-05,11705
2018-04-06,13310
2018-04-07,4516
2018-04-08,5790
2018-04-09,7991
2018-04-10,8905
2018-04-11,6053
2018-04-12,8423
2018-04-13,13634
2018-04-14,12732
2018-04-15,15159
2018-04-16,12779
2018-04-17,12274
2018-04-18,9963
2018-04-19,9482
2018-04-20,10433
2018-04-21,11305
2018-04-22,8398
2018-04-23,10242
2018-04-24,10984
2018-04-25,14649
2018-04-26,12242
2018-04-27,12792
2018-04-28,7237
2018-04-29,7793
2018-04-30,9078
2018-05-01,23253
2018-05-02,8835
2018-05-03,12706
2018-05-04,10402
2018-05-05,8551
2018-05-06,1133
2018-05-07,10226
2018-05-08,10775
2018-05-09,10311
2018-05-10,7737
2018-05-11,10008
2018-05-12,8953
2018-05-13,7321
2018-05-14,11234
2018-05-15,12523
2018-05-16,9951
2018-05-17,8025
2018-05-18,14218
2018-05-19,7109
2018-05-20,6987
2018-05-21,9173
2018-05-22,8497
2018-05-23,9116
2018-05-24,10636
2018-05-25,12424
2018-05-26,7668
2018-05-27,5293
2018-05-28,10799
2018-05-29,12292
2018-05-30,14143
2018-05-31,11797
2018-06-01,18055
2018-06-02,10356
2018-06-03,8557
2018-06-04,14034
2018-06-05,14143
2018-06-06,13501
2018-06-07,12089
2018-06-08,12694
2018-06-09,8122
2018-06-10,8961
2018-06-11,11335
2018-06-12,13433
2018-06-13,12711
2018-06-14,14118
2018-06-15,12318
2018-06-16,8730
2018-06-17,7782
2018-06-18,13999
2018-06-19,15419
2018-06-20,14796
2018-06-21,12172
2018-06-22,11080
2018-06-23,12456
2018-06-24,7602
2018-06-25,14120
2018-06-26,12403
2018-06-27,12086
2018-06-28,10263
2018-06-29,13407
2018-06-30,8822
2018-07-01,9106
2018-07-02,14678
2018-07-03,16467
2018-07-04,14148
2018-07-05,11143
2018-07-06,14366
2018-07-07,8605
2018-07-08,13679
2018-07-09,13570
2018-07-10,12298
2018-07-11,11249
2018-07-12,7041
2018-07-13,11432
2018-07-14,5622
2018-07-15,6528
2018-07-16,12677
2018-07-17,14448
2018-07-18,14049
2018-07-19,11629
2018-07-20,13886
2018-07-21,8681
2018-07-22,9330
2018-07-23,11678
2018-07-24,22036
2018-07-25,21467
2018-07-26,16972
2018-07-27,19670
2018-07-28,13598
2018-07-29,16926
2018-07-30,12511
2018-07-31,12198
2018-08-01,15463
2018-08-02,13336
2018-08-03,12412
2018-08-04,9812
2018-08-05,7102
2018-08-06,10933
2018-08-07,12352
2018-08-08,17989
2018-08-09,12265
2018-08-10,12914
2018-08-11,11490
2018-08-12,8207
2018-08-13,12297
2018-08-14,14047
2018-08-15,11286
2018-08-16,9650
2018-08-17,8856
2018-08-18,12638
2018-08-19,7400
2018-08-20,8980
2018-08-21,9694
2018-08-22,9144
2018-08-23,6888
2018-08-24,6740
2018-08-25,8432
2018-08-26,4792
2018-08-27,9366
2018-08-28,9002
2018-08-29,10970
2018-08-30,7092
2018-08-31,9125
2018-09-01,6308
2018-09-02,5869
2018-09-03,7221
2018-09-04,10061
2018-09-05,7072
2018-09-06,8697
2018-09-07,11572
2018-09-08,5990
2018-09-09,5594
2018-09-10,8451
2018-09-11,8429
2018-09-12,5866
2018-09-13,7149
2018-09-14,7114
2018-09-15,6236
2018-09-16,4124
2018-09-17,6449
2018-09-18,4900
2018-09-19,5369
2018-09-20,6068
2018-09-21,7450
2018-09-22,6165
2018-09-23,8619
2018-09-24,9413
2018-09-25,11790
2018-09-26,8890
2018-09-27,7041
2018-09-28,9117
2018-09-29,6014
2018-09-30,5200
2018-10-01,9955
2018-10-02,10183
2018-10-03,88697
2018-10-04,24919
2018-10-05,14453
2018-10-06,13503
2018-10-07,-5528
2018-10-08,7002
2018-10-09,8421
2018-10-10,10292
2018-10-11,5349
2018-10-12,7508
2018-10-13,6296
2018-10-14,4563
2018-10-15,6542
2018-10-16,6522
2018-10-17,6735
2018-10-18,5356
2018-10-19,11030
2018-10-20,7169
2018-10-21,7487
2018-10-22,9589
2018-10-23,9548
2018-10-24,7789
2018-10-25,10560
2018-10-26,10662
2018-10-27,5115
2018-10-28,4814
2018-10-29,7985
2018-10-30,7808
2018-10-31,5997
2018-11-01,7718
2018-11-02,8897
2018-11-03,5820
2018-11-04,7049
2018-11-05,8347
2018-11-06,9496
2018-11-07,8245
2018-11-08,6572
2018-11-09,6792
2018-11-10,5002
2018-11-11,5071
2018-11-12,7355
2018-11-13,10799
2018-11-14,12252
2018-11-15,8448
2018-11-16,10378
2018-11-17,4842
2018-11-18,5082
2018-11-19,7403
2018-11-20,6707
2018-11-21,7654
2018-11-22,8350
2018-11-23,6438
2018-11-24,4922
2018-11-25,4493
2018-11-26,9406
2018-11-27,9443
2018-11-28,12964
2018-11-29,6624
2018-11-30,8500
2018-12-01,7500
2018-12-02,7002
2018-12-03,10097
2018-12-04,9812
2018-12-05,8525
2018-12-06,7742
2018-12-07,6709
2018-12-08,7076
2018-12-09,5218
2018-12-10,7780
2018-12-11,7841
2018-12-12,8018
2018-12-13,5843
2018-12-14,4459
2018-12-15,5117
2018-12-16,5434
2018-12-17,6793
2018-12-18,9856
2018-12-19,9917
2018-12-20,7561
2018-12-21,7597
2018-12-22,6356
2018-12-23,6846
2018-12-24,9955
2018-12-25,5966
2018-12-26,8348
2018-12-27,7201
2018-12-28,8230
2018-12-29,9135
2018-12-30,7764
2018-12-31,5152
2019-01-01,5498
2019-01-02,8271
2019-01-03,11833
2019-01-04,9228
2019-01-05,7674
2019-01-06,7970
2019-01-07,7811
2019-01-08,10066
2019-01-09,8304
2019-01-10,7993
2019-01-11,8441
2019-01-12,6651
2019-01-13,6888
2019-01-14,12140
2019-01-15,15184
2019-01-16,11652
2019-01-17,11228
2019-01-18,9736
2019-01-19,7972
2019-01-20,5480
2019-01-21,10816
2019-01-22,9640
2019-01-23,10284
2019-01-24,9334
2019-01-25,8309
2019-01-26,8279
2019-01-27,6356
2019-01-28,9693
2019-01-29,10531
2019-01-30,11900
2019-01-31,11987
2019-02-01,8704
2019-02-02,7809
2019-02-03,7379
2019-02-04,11640
2019-02-05,12369
2019-02-06,14837
2019-02-07,16130
2019-02-08,16886
2019-02-09,15135
2019-02-10,12365
2019-02-11,15427
2019-02-12,15236
2019-02-13,14357
2019-02-14,11155
2019-02-15,10811
2019-02-16,7994
2019-02-17,8333
2019-02-18,12248
2019-02-19,14193
2019-02-20,11900
2019-02-21,13126
2019-02-22,7996
2019-02-23,9810
2019-02-24,7194
2019-02-25,12087
2019-02-26,14122
2019-02-27,10505
2019-02-28,12501
2019-03-01,12332
2019-03-02,12722
2019-03-03,7959
2019-03-04,11759
2019-03-05,12442
2019-03-06,11354
2019-03-07,8778
2019-03-08,10091
2019-03-09,9050
2019-03-10,6085
2019-03-11,11678
2019-03-12,12300
2019-03-13,10093
2019-03-14,10605
2019-03-15,14879
2019-03-16,11638
2019-03-17,7392
2019-03-18,9407
2019-03-19,12672
2019-03-20,11104
2019-03-21,9578
2019-03-22,10520
2019-03-23,8418
2019-03-24,6128
2019-03-25,9711
2019-03-26,10085
2019-03-27,8474
2019-03-28,10113
2019-03-29,11248
2019-03-30,9416
2019-03-31,5096
2019-04-01,12723
2019-04-02,14250
2019-04-03,16262
2019-04-04,11166
2019-04-05,6816
2019-04-06,8703
2019-04-07,7297
2019-04-08,9425
2019-04-09,10386
2019-04-10,12004
2019-04-11,10323
2019-04-12,11741
2019-04-13,8037
2019-04-14,6355
2019-04-15,7270
2019-04-16,11656
2019-04-17,9516
2019-04-18,9224
2019-04-19,11983
2019-04-20,12312
2019-04-21,5487
2019-04-22,11746
2019-04-23,15744
2019-04-24,10629
2019-04-25,13375
2019-04-26,15015
2019-04-27,8415
2019-04-28,7123
2019-04-29,12024
2019-04-30,15729
2019-05-01,12482
2019-05-02,14605
2019-05-03,13126
2019-05-04,12315
2019-05-05,10167
2019-05-06,12870
2019-05-07,14692
2019-05-08,10908
2019-05-09,14606
2019-05-10,16228
2019-05-11,6875
2019-05-12,8671
2019-05-13,13681
2019-05-14,15829
2019-05-15,17948
2019-05-16,17737
2019-05-17,13925
2019-05-18,1822
2019-05-19,8765
2019-05-20,15408
2019-05-21,14460
2019-05-22,9078
2019-05-23,17542
2019-05-24,14049
2019-05-25,6532
2019-05-26,6056
2019-05-27,13981
2019-05-28,13228
2019-05-29,13703
2019-05-30,13794
2019-05-31,15772
2019-06-01,3656
2019-06-02,8034
2019-06-03,14251
2019-06-04,10336
2019-06-05,8491
2019-06-06,9627
2019-06-07,7879
2019-06-08,7188
2019-06-09,6850
2019-06-10,10382
2019-06-11,11071
2019-06-12,11366
2019-06-13,12662
2019-06-14,17038
2019-06-15,19748
2019-06-16,7242
2019-06-17,17556
2019-06-18,8974
2019-06-19,11382
2019-06-20,13158
2019-06-21,16566
2019-06-22,12527
2019-06-23,6524
2019-06-24,14192
2019-06-25,17146
2019-06-26,17823
2019-06-27,15173
2019-06-28,1808
2019-06-29,6814
2019-06-30,8899
2019-07-01,14974
2019-07-02,11109
2019-07-03,10821
2019-07-04,11092
2019-07-05,11544
2019-07-06,10761
2019-07-07,7987
2019-07-08,9939
2019-07-09,10104
2019-07-10,14106
2019-07-11,9246
2019-07-12,7164
2019-07-13,7330
2019-07-14,6020
2019-07-15,11956
2019-07-16,9925
2019-07-17,13228
2019-07-18,13301
2019-07-19,8544
2019-07-20,5692
2019-07-21,5710
2019-07-22,9496
2019-07-23,8181
2019-07-24,7797
2019-07-25,7653
2019-07-26,8458
2019-07-27,5890
2019-07-28,6074
2019-07-29,7301
2019-07-30,8586
2019-07-31,7125
2019-08-01,10830
2019-08-02,8174
2019-08-03,5474
2019-08-04,4872
2019-08-05,6866
2019-08-06,5179
2019-08-07,9855
2019-08-08,4236
2019-08-09,7574
2019-08-10,4767
2019-08-11,6254
2019-08-12,9569
2019-08-13,5957
2019-08-14,8242
2019-08-15,9669
2019-08-16,10028
2019-08-17,10735
2019-08-18,9078
2019-08-19,7993
2019-08-20,7319
2019-08-21,12980
2019-08-22,10554
2019-08-23,8119
2019-08-24,6140
2019-08-25,4961
2019-08-26,12958
2019-08-27,4512
2019-08-28,5129
2019-08-29,9620
2019-08-30,7676
2019-08-31,6098
2019-09-01,6664
2019-09-02,13592
2019-09-03,12702
2019-09-04,6288
2019-09-05,6448
2019-09-06,6997
2019-09-07,6563
2019-09-08,5304
2019-09-09,7020
2019-09-10,10649
2019-09-11,10165
2019-09-12,7970
2019-09-13,6731
2019-09-14,6176
2019-09-15,5454
2019-09-16,8838
2019-09-17,7673
2019-09-18,7232
2019-09-19,7032
2019-09-20,8164
2019-09-21,5677
2019-09-22,6129
2019-09-23,9455
2019-09-24,9145
2019-09-25,7761
2019-09-26,8333
2019-09-27,9709
2019-09-28,5845
2019-09-29,6148
2019-09-30,10967
2019-10-01,9861
2019-10-02,9042
2019-10-03,10225
2019-10-04,8995
2019-10-05,6373
2019-10-06,6425
2019-10-07,9023
2019-10-08,6631
2019-10-09,8695
2019-10-10,7149
2019-10-11,8504
2019-10-12,6983
2019-10-13,5883
2019-10-14,8844
2019-10-15,5982
2019-10-16,6670
2019-10-17,6275
2019-10-18,7273
2019-10-19,6306
2019-10-20,5082
2019-10-21,7197
2019-10-22,3199
2019-10-23,8673
2019-10-24,9140
2019-10-25,7411
2019-10-26,3625
2019-10-27,4988
2019-10-28,10265
2019-10-29,6675
2019-10-30,7898
2019-10-31,8177
2019-11-01,7136
2019-11-02,6238
2019-11-03,3197
2019-11-04,8496
2019-11-05,6788
2019-11-06,10460
2019-11-07,4672
2019-11-08,8255
2019-11-09,6226
2019-11-10,7549
2019-11-11,9147
2019-11-12,10901
2019-11-13,7022
2019-11-14,7055
2019-11-15,9521
2019-11-16,7620
2019-11-17,3417
