t,transactions_transfers_volume_to_exchanges_sum
2016-12-12,48179.3491104835
2016-12-13,35576.6555840643
2016-12-14,33098.9171580522
2016-12-15,40790.5183799089
2016-12-16,35605.5248208482
2016-12-17,27943.5924404874
2016-12-18,20038.3648513165
2016-12-19,28601.0295511765
2016-12-20,40319.1876849324
2016-12-21,54599.2922536661
2016-12-22,55204.3022173253
2016-12-23,79117.6795150183
2016-12-24,33343.9049022291
2016-12-25,26335.4919097234
2016-12-26,36259.8848225031
2016-12-27,41148.1192938947
2016-12-28,51882.4009917945
2016-12-29,49442.9006189394
2016-12-30,48215.5477084488
2016-12-31,21603.6096497455
2017-01-01,26268.662029629
2017-01-02,43132.0010816425
2017-01-03,40026.1579114319
2017-01-04,92069.951046502
2017-01-05,91102.7890855197
2017-01-06,98415.9316645799
2017-01-07,47739.9215508003
2017-01-08,35852.0386362801
2017-01-09,43461.2469191854
2017-01-10,56936.3108040365
2017-01-11,106208.385278329
2017-01-12,72415.129221406
2017-01-13,54511.0020801146
2017-01-14,35729.1274624461
2017-01-15,47457.7636366081
2017-01-16,34255.8335553394
2017-01-17,59810.0626100072
2017-01-18,50900.8575205984
2017-01-19,46594.6440088878
2017-01-20,44442.228232097
2017-01-21,26748.3117912066
2017-01-22,25526.5861616169
2017-01-23,38714.264170151
2017-01-24,54309.5203381879
2017-01-25,42343.9255949213
2017-01-26,33032.7113164932
2017-01-27,38036.9872457243
2017-01-28,18451.4669935713
2017-01-29,15954.7960756445
2017-01-30,23363.2365886902
2017-01-31,31652.6904110395
2017-02-01,49739.2816176528
2017-02-02,34738.1048233507
2017-02-03,50795.7941475406
2017-02-04,23714.4660868633
2017-02-05,21928.2633281506
2017-02-06,37786.5039009212
2017-02-07,44542.7821944834
2017-02-08,33998.0791506266
2017-02-09,51810.0744397913
2017-02-10,37971.2037925836
2017-02-11,17661.3599940091
2017-02-12,13296.26972449
2017-02-13,27678.0625740703
2017-02-14,35613.3408591816
2017-02-15,25598.9017129955
2017-02-16,30934.8061479494
2017-02-17,34251.413514542
2017-02-18,16268.0866456476
2017-02-19,14278.4601253907
2017-02-20,21093.2254691897
2017-02-21,37745.1388420374
2017-02-22,33253.716551644
2017-02-23,35054.5343489532
2017-02-24,45019.4563123562
2017-02-25,25329.827684874
2017-02-26,16259.0942308789
2017-02-27,24570.9260616474
2017-02-28,41240.628667437
2017-03-01,42298.3852980337
2017-03-02,68648.8940869807
2017-03-03,65371.133682707
2017-03-04,47207.7158614136
2017-03-05,19373.0163062723
2017-03-06,37736.0053863776
2017-03-07,41307.0711145187
2017-03-08,49990.9757893519
2017-03-09,36674.4797997435
2017-03-10,53524.8413323898
2017-03-11,40122.7037098416
2017-03-12,36534.0606673338
2017-03-13,56771.8830057217
2017-03-14,49889.3668134359
2017-03-15,55783.108676619
2017-03-16,117178.761159938
2017-03-17,130569.96031143
2017-03-18,124009.138811887
2017-03-19,59631.3023637559
2017-03-20,65942.9643680828
2017-03-21,70669.9457592528
2017-03-22,86548.2211239834
2017-03-23,60842.9649849601
2017-03-24,100198.986609208
2017-03-25,108008.498653472
2017-03-26,60219.7097792809
2017-03-27,77363.2272712738
2017-03-28,60077.8423774163
2017-03-29,59674.0946215643
2017-03-30,80518.6306085243
2017-03-31,96611.4597775945
2017-04-01,45558.7670019608
2017-04-02,70832.9713519279
2017-04-03,71404.3117413752
2017-04-04,62328.8519203306
2017-04-05,61827.5413844716
2017-04-06,72329.5167007696
2017-04-07,64801.4003691121
2017-04-08,28885.948918939
2017-04-09,34725.1060072745
2017-04-10,47640.9112542768
2017-04-11,53727.316026625
2017-04-12,45755.4834825413
2017-04-13,49654.8596067585
2017-04-14,74241.7893200465
2017-04-15,52021.5319544267
2017-04-16,33844.7740215418
2017-04-17,43472.5460411913
2017-04-18,52785.0876449746
2017-04-19,50231.7105942912
2017-04-20,51559.3621912991
2017-04-21,50502.7124523683
2017-04-22,33839.6959662355
2017-04-23,31557.1878015227
2017-04-24,38952.8028581404
2017-04-25,51764.7760630173
2017-04-26,59999.2931824424
2017-04-27,70957.1386205737
2017-04-28,69755.8032105059
2017-04-29,56140.3978171749
2017-04-30,53464.0606232096
2017-05-01,85779.0799455261
2017-05-02,76326.5523175742
2017-05-03,57963.0348753673
2017-05-04,110532.125093758
2017-05-05,96976.7251069634
2017-05-06,75170.7226662548
2017-05-07,77490.9580315315
2017-05-08,127827.072141317
2017-05-09,101245.63918185
2017-05-10,104896.39899771
2017-05-11,98983.228015772
2017-05-12,77580.4495491451
2017-05-13,64101.7385626248
2017-05-14,47163.889131189
2017-05-15,77526.1963348916
2017-05-16,97406.4836363449
2017-05-17,152184.8297347
2017-05-18,109217.327197432
2017-05-19,132484.761898552
2017-05-20,98170.9267297392
2017-05-21,91812.3708238246
2017-05-22,146293.717165005
2017-05-23,118321.154650151
2017-05-24,142990.996802249
2017-05-25,174125.480177951
2017-05-26,129595.958230226
2017-05-27,112024.713856979
2017-05-28,73630.6986511704
2017-05-29,67217.229255116
2017-05-30,126643.604279438
2017-05-31,97472.4653231714
2017-06-01,127718.64338941
2017-06-02,90170.7862087086
2017-06-03,99584.6967668363
2017-06-04,81666.8439619742
2017-06-05,101319.92064664
2017-06-06,102968.005096923
2017-06-07,87830.6668676212
2017-06-08,86734.9704869077
2017-06-09,70527.1391108399
2017-06-10,89406.7365688515
2017-06-11,81798.1520500434
2017-06-12,117150.980059172
2017-06-13,117490.17292233
2017-06-14,108538.551404899
2017-06-15,124297.225070033
2017-06-16,91893.7134238302
2017-06-17,73986.4556901541
2017-06-18,68928.3190199028
2017-06-19,84167.2852272982
2017-06-20,110854.266889613
2017-06-21,102439.943837201
2017-06-22,80869.9320239397
2017-06-23,66049.3072622467
2017-06-24,65219.9138218982
2017-06-25,68455.730726208
2017-06-26,120583.471276241
2017-06-27,103314.341157032
2017-06-28,83929.1615951952
2017-06-29,91802.8930592325
2017-06-30,83836.1900533003
2017-07-01,62945.4665801904
2017-07-02,56487.4790946152
2017-07-03,72725.1138760942
2017-07-04,66146.659936051
2017-07-05,70044.1849201357
2017-07-06,57377.2278374965
2017-07-07,71937.7191891252
2017-07-08,50875.612982837
2017-07-09,73682.1965722628
2017-07-10,97295.6114939508
2017-07-11,111306.624618086
2017-07-12,76532.3385694879
2017-07-13,67289.2748715039
2017-07-14,79807.8282604142
2017-07-15,79678.9089566259
2017-07-16,90464.2334550316
2017-07-17,103134.645381924
2017-07-18,107520.188917554
2017-07-19,73561.0021747319
2017-07-20,113293.738908827
2017-07-21,81538.3907507174
2017-07-22,54716.7618792043
2017-07-23,42947.9756382779
2017-07-24,64707.0930831544
2017-07-25,173434.390453846
2017-07-26,86013.5845989573
2017-07-27,83309.8200408993
2017-07-28,118732.343632218
2017-07-29,88456.5993273918
2017-07-30,98184.9889428708
2017-07-31,136204.718212306
2017-08-01,123290.267594202
2017-08-02,144542.625666147
2017-08-03,136901.867053553
2017-08-04,109510.717169855
2017-08-05,110610.580750772
2017-08-06,77690.4162363516
2017-08-07,101917.956244196
2017-08-08,119918.255636795
2017-08-09,106540.648573797
2017-08-10,116208.394619912
2017-08-11,98599.8725902697
2017-08-12,85062.2659954538
2017-08-13,92682.5527532266
2017-08-14,97896.798944695
2017-08-15,98953.5034398003
2017-08-16,84926.8446405991
2017-08-17,81764.8152388469
2017-08-18,131101.285795811
2017-08-19,113874.86023936
2017-08-20,96027.7330512936
2017-08-21,122478.783784658
2017-08-22,121186.783454656
2017-08-23,115928.071602899
2017-08-24,78263.8403580065
2017-08-25,73787.2239382219
2017-08-26,56822.9050253561
2017-08-27,53746.5268244033
2017-08-28,81514.8317885905
2017-08-29,89661.7158166397
2017-08-30,70476.4205424567
2017-08-31,63725.8413184667
2017-09-01,80532.2093011728
2017-09-02,67196.3966816872
2017-09-03,58843.0736902905
2017-09-04,115711.716410956
2017-09-05,103579.74355338
2017-09-06,92728.3626085127
2017-09-07,72487.6484459976
2017-09-08,117236.237569449
2017-09-09,56049.4990823573
2017-09-10,86439.9540461227
2017-09-11,68602.9129482992
2017-09-12,75922.0983633778
2017-09-13,93811.0882517963
2017-09-14,122719.599581697
2017-09-15,182332.233379493
2017-09-16,71067.9351464747
2017-09-17,39308.5825752132
2017-09-18,83695.7657040376
2017-09-19,61076.8165884016
2017-09-20,50664.9895675209
2017-09-21,52622.4906030564
2017-09-22,55323.5940626186
2017-09-23,35436.5674695574
2017-09-24,35292.5147298905
2017-09-25,58323.8352634145
2017-09-26,45625.9889647557
2017-09-27,59900.6016896305
2017-09-28,72390.1309351522
2017-09-29,64131.0336812267
2017-09-30,48590.8577118913
2017-10-01,32685.05538055
2017-10-02,53372.9667756359
2017-10-03,57356.1383723494
2017-10-04,45704.6136974445
2017-10-05,46358.9969472
2017-10-06,45617.6484027991
2017-10-07,36493.3182668016
2017-10-08,42005.3099806835
2017-10-09,76003.3985597969
2017-10-10,57162.156915965
2017-10-11,56358.482813677
2017-10-12,72766.0358549898
2017-10-13,88764.5903420616
2017-10-14,40834.6733113698
2017-10-15,37086.1491558005
2017-10-16,44312.3050703187
2017-10-17,39476.3398241157
2017-10-18,49376.4866806016
2017-10-19,42399.2304949978
2017-10-20,55102.8321990753
2017-10-21,46177.1474015977
2017-10-22,48665.8047892294
2017-10-23,133730.418501271
2017-10-24,117521.370817449
2017-10-25,50710.3221730488
2017-10-26,49222.2873712676
2017-10-27,33283.9080971781
2017-10-28,26730.5423203542
2017-10-29,61090.3337204037
2017-10-30,49261.9348271809
2017-10-31,53283.0743850651
2017-11-01,63046.4810807407
2017-11-02,97560.1750916273
2017-11-03,64757.3623009209
2017-11-04,45907.0234724372
2017-11-05,41019.1867523015
2017-11-06,59806.0813959158
2017-11-07,73586.5640900452
2017-11-08,97782.0969261229
2017-11-09,91759.0853581563
2017-11-10,111953.555436878
2017-11-11,84177.6316797568
2017-11-12,165912.74435022
2017-11-13,152951.247093301
2017-11-14,94851.9119625605
2017-11-15,103984.878143482
2017-11-16,108351.54738928
2017-11-17,171127.193544499
2017-11-18,111583.540317716
2017-11-19,101547.595603774
2017-11-20,100761.632468809
2017-11-21,113226.484575381
2017-11-22,108177.769447309
2017-11-23,109544.662599284
2017-11-24,99988.1451090538
2017-11-25,72549.7619662123
2017-11-26,71787.6949894475
2017-11-27,95763.4053402047
2017-11-28,97864.7082872627
2017-11-29,127660.462408929
2017-11-30,109317.168283253
2017-12-01,78494.4351701109
2017-12-02,46573.9640831581
2017-12-03,58559.5909972088
2017-12-04,71484.0875332501
2017-12-05,79115.2141963203
2017-12-06,96619.8250988416
2017-12-07,137390.396492194
2017-12-08,129885.423395696
2017-12-09,86761.3410918103
2017-12-10,72872.2648885418
2017-12-11,80951.6504518242
2017-12-12,95209.2123056674
2017-12-13,102344.097802613
2017-12-14,93190.4990078156
2017-12-15,80242.0907055796
2017-12-16,61892.9396428236
2017-12-17,66013.3565842907
2017-12-18,87632.9060430709
2017-12-19,104173.214274038
2017-12-20,129758.401142177
2017-12-21,110421.728951825
2017-12-22,146220.131342383
2017-12-23,86706.8518680354
2017-12-24,73142.4044195945
2017-12-25,63267.9490255374
2017-12-26,78372.9578390617
2017-12-27,99934.7333487384
2017-12-28,92165.6212430284
2017-12-29,100999.715505526
2017-12-30,102076.895935378
2017-12-31,68467.2206839232
2018-01-01,60581.8657390682
2018-01-02,107757.208773811
2018-01-03,104396.22286047
2018-01-04,135330.155380829
2018-01-05,134653.598923133
2018-01-06,87650.955069594
2018-01-07,87735.4362824743
2018-01-08,102611.927809688
2018-01-09,111434.514264156
2018-01-10,135683.663237421
2018-01-11,107536.661680717
2018-01-12,91543.2907363101
2018-01-13,68051.7933811431
2018-01-14,55581.5763326312
2018-01-15,91308.051579994
2018-01-16,150863.205623817
2018-01-17,160399.136714623
2018-01-18,145540.446758367
2018-01-19,91647.2177274124
2018-01-20,65960.4514555961
2018-01-21,60951.8292791614
2018-01-22,81732.1611952404
2018-01-23,79355.4014668016
2018-01-24,73925.2377217314
2018-01-25,67705.8049761868
2018-01-26,93649.1929815612
2018-01-27,39348.2421042464
2018-01-28,61677.2999712728
2018-01-29,59395.5121656169
2018-01-30,79920.0557959194
2018-01-31,68640.6215463121
2018-02-01,139024.768687381
2018-02-02,161564.202193137
2018-02-03,61128.2439609709
2018-02-04,83502.8530586735
2018-02-05,139329.106053701
2018-02-06,157836.497483989
2018-02-07,90900.8564203026
2018-02-08,70048.0506713608
2018-02-09,66738.4842476918
2018-02-10,58945.1833732586
2018-02-11,52254.5380129777
2018-02-12,46293.9187001727
2018-02-13,52906.5854537003
2018-02-14,59631.302952131
2018-02-15,64210.7013219264
2018-02-16,58521.2902155789
2018-02-17,42021.9451397952
2018-02-18,40661.9036375342
2018-02-19,38742.6319816465
2018-02-20,66480.7619715359
2018-02-21,57441.6997082378
2018-02-22,63273.4731730356
2018-02-23,51917.131323568
2018-02-24,41966.0905314046
2018-02-25,35021.4024724983
2018-02-26,54038.0140931458
2018-02-27,49661.0145105289
2018-02-28,59269.2102255274
2018-03-01,63052.4899462248
2018-03-02,47563.4391452573
2018-03-03,34305.4435063365
2018-03-04,31845.662064273
2018-03-05,53723.9279282497
2018-03-06,47823.6098786249
2018-03-07,62377.780366091
2018-03-08,62705.3054528678
2018-03-09,71876.0838165757
2018-03-10,32924.3617462675
2018-03-11,42840.7712207395
2018-03-12,48302.8086668334
2018-03-13,49522.4533095747
2018-03-14,69163.6075951062
2018-03-15,71683.2467497714
2018-03-16,46937.6351418321
2018-03-17,33731.6141824804
2018-03-18,61426.8642922372
2018-03-19,67602.4534549509
2018-03-20,57377.4095872742
2018-03-21,52010.6985975947
2018-03-22,42817.4162668259
2018-03-23,46745.9148660166
2018-03-24,31489.4548543955
2018-03-25,26098.177111219
2018-03-26,55674.5536340633
2018-03-27,43698.7901488646
2018-03-28,42287.4738372034
2018-03-29,73811.0523413613
2018-03-30,87097.724530863
2018-03-31,53524.0980474439
2018-04-01,42174.6059714541
2018-04-02,54571.5773013526
2018-04-03,73259.6112090758
2018-04-04,57206.7912756362
2018-04-05,54361.7572768243
2018-04-06,40937.7752646474
2018-04-07,35028.1777672353
2018-04-08,23121.7476652423
2018-04-09,45925.5351901894
2018-04-10,44315.5640961894
2018-04-11,54400.7620821305
2018-04-12,96793.1560451109
2018-04-13,74118.812350069
2018-04-14,40185.5600607321
2018-04-15,30740.2298150532
2018-04-16,61480.9473102216
2018-04-17,52110.0622171549
2018-04-18,57025.4341506409
2018-04-19,61482.3620543909
2018-04-20,73407.6688387819
2018-04-21,48588.8648058277
2018-04-22,39275.025774533
2018-04-23,64128.3301800223
2018-04-24,85078.1363077535
2018-04-25,84226.1250913689
2018-04-26,63963.2365492313
2018-04-27,58098.1291626446
2018-04-28,69153.8093819541
2018-04-29,56055.3609135618
2018-04-30,58870.410657806
2018-05-01,42503.2427892558
2018-05-02,51813.0829426809
2018-05-03,67421.4749955123
2018-05-04,61568.1116438509
2018-05-05,49268.4400260803
2018-05-06,43832.2932325101
2018-05-07,68451.7203249603
2018-05-08,58064.0999248446
2018-05-09,59590.7902903313
2018-05-10,60225.9634607583
2018-05-11,77909.9338220598
2018-05-12,52205.5494143841
2018-05-13,37525.4707115945
2018-05-14,63475.9198650792
2018-05-15,48022.622091503
2018-05-16,52618.1780333174
2018-05-17,54048.5136637664
2018-05-18,49195.1442754804
2018-05-19,28418.1253977726
2018-05-20,27718.0807297923
2018-05-21,39087.7486985191
2018-05-22,42096.7055204068
2018-05-23,76175.1881316631
2018-05-24,64509.0793334657
2018-05-25,48265.9613609136
2018-05-26,23005.788875747
2018-05-27,22692.5389419939
2018-05-28,53560.5760923897
2018-05-29,62250.8779727037
2018-05-30,49409.3691801308
2018-05-31,57874.5455446966
2018-06-01,44197.8362298511
2018-06-02,33255.736004006
2018-06-03,29897.9393755748
2018-06-04,45576.1505269034
2018-06-05,41850.3430733055
2018-06-06,43511.4960520847
2018-06-07,41200.3356454026
2018-06-08,38084.5419870774
2018-06-09,21434.9708523257
2018-06-10,60492.4647537152
2018-06-11,64595.7094025034
2018-06-12,58070.1572214515
2018-06-13,73098.4225844801
2018-06-14,58050.5809290735
2018-06-15,44774.5103747651
2018-06-16,27007.1696763494
2018-06-17,29210.578842332
2018-06-18,44689.2212488972
2018-06-19,36991.7995887059
2018-06-20,36890.8694425477
2018-06-21,38395.0226806728
2018-06-22,74939.7499015547
2018-06-23,28606.9207584553
2018-06-24,46011.877718378
2018-06-25,53393.6314723254
2018-06-26,37710.9693977298
2018-06-27,50422.335806391
2018-06-28,39962.0985598374
2018-06-29,46566.6025592977
2018-06-30,33440.742737826
2018-07-01,20800.2463672126
2018-07-02,44801.0956627475
2018-07-03,38494.5707933697
2018-07-04,33166.0635518438
2018-07-05,47227.9514233521
2018-07-06,32148.0791802839
2018-07-07,21843.5769412401
2018-07-08,23873.825574846
2018-07-09,32475.7433316904
2018-07-10,48580.9572559744
2018-07-11,36754.2432601487
2018-07-12,35101.6905225011
2018-07-13,45990.0055186335
2018-07-14,14383.0004435546
2018-07-15,19573.5529818624
2018-07-16,45120.8309034558
2018-07-17,51750.7190205976
2018-07-18,60380.2080224797
2018-07-19,46791.8306979406
2018-07-20,51268.8377002709
2018-07-21,27425.0737819546
2018-07-22,22076.3159839083
2018-07-23,52745.0437936486
2018-07-24,67309.5990954795
2018-07-25,48991.8880354027
2018-07-26,40438.1634888253
2018-07-27,44104.1450939353
2018-07-28,20255.887496422
2018-07-29,16043.8565412657
2018-07-30,46705.4669851688
2018-07-31,51461.9577647162
2018-08-01,43393.334337584
2018-08-02,36573.1778320054
2018-08-03,51574.7123435998
2018-08-04,27816.1249014625
2018-08-05,21267.6747073167
2018-08-06,31035.1367672663
2018-08-07,39671.3676038359
2018-08-08,63958.0765177281
2018-08-09,48732.2711367971
2018-08-10,46208.66765335
2018-08-11,39854.3999319244
2018-08-12,24252.6813125995
2018-08-13,46270.090677743
2018-08-14,84284.1306540142
2018-08-15,64278.6806162223
2018-08-16,34807.8183524285
2018-08-17,37479.502854173
2018-08-18,22879.2203053486
2018-08-19,15037.1035275367
2018-08-20,37444.5844007379
2018-08-21,52638.0194870694
2018-08-22,60862.1766606629
2018-08-23,34983.3132864555
2018-08-24,41653.5927794558
2018-08-25,25405.0360592947
2018-08-26,22258.7475993636
2018-08-27,47338.2269474902
2018-08-28,51739.1453384518
2018-08-29,46139.8931013642
2018-08-30,42108.6347622969
2018-08-31,51336.826196846
2018-09-01,31745.2467901179
2018-09-02,31588.1138906276
2018-09-03,37188.0117063932
2018-09-04,45385.116646206
2018-09-05,63941.8146755617
2018-09-06,94819.8292021706
2018-09-07,50614.838935751
2018-09-08,23845.8718832046
2018-09-09,27889.6674762853
2018-09-10,35167.8009507385
2018-09-11,36890.3582641282
2018-09-12,38703.2384325748
2018-09-13,43200.0713742642
2018-09-14,30060.7205551181
2018-09-15,17716.6275746055
2018-09-16,12739.8341836132
2018-09-17,31880.5901339325
2018-09-18,31476.5772550155
2018-09-19,34925.3525889071
2018-09-20,40301.6382225449
2018-09-21,64031.4947864422
2018-09-22,26777.5505317487
2018-09-23,17748.6793394863
2018-09-24,29122.6836973667
2018-09-25,40726.2797695051
2018-09-26,37623.5408105705
2018-09-27,35870.6075247828
2018-09-28,44581.8488373042
2018-09-29,23328.247398536
2018-09-30,19556.7760571728
2018-10-01,34121.6003541841
2018-10-02,35889.8577407296
2018-10-03,38311.7178096438
2018-10-04,33003.2917278973
2018-10-05,26867.3236714478
2018-10-06,15782.4369602058
2018-10-07,12993.3758596955
2018-10-08,28949.6741790875
2018-10-09,34973.5896244081
2018-10-10,41369.7700175813
2018-10-11,66225.1559822377
2018-10-12,52166.7987842632
2018-10-13,22996.1806871632
2018-10-14,23569.1530682435
2018-10-15,101364.772961267
2018-10-16,45762.679935166
2018-10-17,41200.6683120896
2018-10-18,48273.2653051327
2018-10-19,38164.299872507
2018-10-20,25170.5740340559
2018-10-21,16972.3940465332
2018-10-22,36674.0466957795
2018-10-23,40848.2816627744
2018-10-24,37907.3869257868
2018-10-25,46185.4303152356
2018-10-26,32797.2572426151
2018-10-27,18006.7988641531
2018-10-28,14947.0290466311
2018-10-29,40227.7211069267
2018-10-30,36768.1833937341
2018-10-31,42734.4034118758
2018-11-01,35489.1805450462
2018-11-02,40352.9415821522
2018-11-03,16719.1880181072
2018-11-04,18732.669966863
2018-11-05,42681.929574367
2018-11-06,49886.0319456628
2018-11-07,47722.1950923117
2018-11-08,39206.1157595059
2018-11-09,45702.4687343566
2018-11-10,17067.4990784612
2018-11-11,17162.7360811033
2018-11-12,41327.4371847626
2018-11-13,48830.5884590621
2018-11-14,100066.701077895
2018-11-15,113646.341922911
2018-11-16,66306.5804326439
2018-11-17,28164.3820885602
2018-11-18,25381.3937624854
2018-11-19,102677.037806429
2018-11-20,163130.578009496
2018-11-21,83642.2061021249
2018-11-22,52711.1085748537
2018-11-23,63035.1240046718
2018-11-24,56466.6228137994
2018-11-25,97859.1092031759
2018-11-26,89983.6319309051
2018-11-27,81009.3228754884
2018-11-28,94537.5238055078
2018-11-29,79469.7575036672
2018-11-30,104231.937518099
2018-12-01,43602.2484422313
2018-12-02,33146.7464204652
2018-12-03,76046.8846511543
2018-12-04,83446.1209999434
2018-12-05,73332.2620562533
2018-12-06,85603.9355836755
2018-12-07,112556.228514387
2018-12-08,51315.1059182433
2018-12-09,37749.8892084208
2018-12-10,63428.8646634794
2018-12-11,62134.4140652379
2018-12-12,62944.4085438793
2018-12-13,64454.1998089289
2018-12-14,62550.0631738066
2018-12-15,34533.0993104496
2018-12-16,26832.1495565509
2018-12-17,77051.1692952909
2018-12-18,73580.0183691366
2018-12-19,101004.077763208
2018-12-20,93320.3302001365
2018-12-21,78509.0169497772
2018-12-22,38520.9320339203
2018-12-23,42220.5468648382
2018-12-24,66260.0064332322
2018-12-25,48058.7253120277
2018-12-26,48952.7784834168
2018-12-27,55440.1020084471
2018-12-28,69900.5041091148
2018-12-29,41122.6587290754
2018-12-30,25757.2770114468
2018-12-31,35707.9734496006
2019-01-01,23664.3351152166
2019-01-02,46322.560099964
2019-01-03,46874.2870508015
2019-01-04,52494.1069679246
2019-01-05,36548.2427540837
2019-01-06,31643.4925254073
2019-01-07,50940.9000453084
2019-01-08,53614.3034629775
2019-01-09,51842.6329027731
2019-01-10,75190.9169846235
2019-01-11,62498.5829212541
2019-01-12,26245.6705848124
2019-01-13,26068.6275982396
2019-01-14,60172.2744241281
2019-01-15,63295.0399885292
2019-01-16,64607.918579243
2019-01-17,56589.4576287881
2019-01-18,44000.6484481135
2019-01-19,30794.4987819513
2019-01-20,28276.4435630018
2019-01-21,44665.2002128145
2019-01-22,51978.7771550991
2019-01-23,46428.3744675473
2019-01-24,43695.5638409424
2019-01-25,40512.2346367273
2019-01-26,20725.3395541424
2019-01-27,21745.9817350889
2019-01-28,66597.1260294941
2019-01-29,52321.2421348335
2019-01-30,45783.0506039698
2019-01-31,72065.1188120953
2019-02-01,81328.8188963464
2019-02-02,22168.6343286943
2019-02-03,20351.2141478366
2019-02-04,32503.9453821478
2019-02-05,32366.4748205366
2019-02-06,45638.6404556584
2019-02-07,47496.8435817733
2019-02-08,59476.5632264892
2019-02-09,30808.7500511369
2019-02-10,23139.1372260928
2019-02-11,44788.5062277041
2019-02-12,45508.7102484673
2019-02-13,46827.3279899274
2019-02-14,37907.6520726502
2019-02-15,37473.9179248567
2019-02-16,24804.8486031308
2019-02-17,19999.5650794241
2019-02-18,56807.758845763
2019-02-19,64482.7897499437
2019-02-20,51226.2052795281
2019-02-21,52364.2773466194
2019-02-22,46790.9553320422
2019-02-23,26493.0399465872
2019-02-24,48821.9669778079
2019-02-25,64452.6339061249
2019-02-26,49233.4215861469
2019-02-27,46846.0489720088
2019-02-28,51772.9698034965
2019-03-01,39941.8786729543
2019-03-02,21456.7169998676
2019-03-03,26723.025434139
2019-03-04,59431.5021208222
2019-03-05,47449.7742288153
2019-03-06,50347.7668736412
2019-03-07,48478.5747687313
2019-03-08,46115.6829368897
2019-03-09,32104.7153874042
2019-03-10,24854.1596449012
2019-03-11,50597.3989026652
2019-03-12,56405.9062418869
2019-03-13,51221.1517701194
2019-03-14,56431.1778817829
2019-03-15,46074.6434928767
2019-03-16,31774.1196295695
2019-03-17,17082.0373933331
2019-03-18,48726.0165013397
2019-03-19,51150.5553289141
2019-03-20,60460.4776778414
2019-03-21,55561.7131328647
2019-03-22,41015.104406422
2019-03-23,24179.145684659
2019-03-24,19392.3964190005
2019-03-25,47457.8341229686
2019-03-26,52220.1568255115
2019-03-27,51796.3880554766
2019-03-28,46968.9392411867
2019-03-29,61813.4355236644
2019-03-30,31258.0346010876
2019-03-31,31867.802450188
2019-04-01,62547.091472173
2019-04-02,142172.767452156
2019-04-03,98380.9709112283
2019-04-04,83467.7461060442
2019-04-05,59075.4178285514
2019-04-06,31991.3552619122
2019-04-07,32466.8705255757
2019-04-08,75476.4328604388
2019-04-09,54858.1792925483
2019-04-10,57702.0884852039
2019-04-11,70722.152077538
2019-04-12,56227.5316413862
2019-04-13,31357.863805693
2019-04-14,30448.7944163423
2019-04-15,62136.1612622048
2019-04-16,47993.4131766218
2019-04-17,62687.3783716005
2019-04-18,56946.8553850985
2019-04-19,37598.3862728167
2019-04-20,23582.4065354347
2019-04-21,28996.9729525311
2019-04-22,42271.8883571769
2019-04-23,54561.3188602431
2019-04-24,82156.3959660761
2019-04-25,70554.9108232035
2019-04-26,85227.6080981543
2019-04-27,30489.0720896814
2019-04-28,32546.0157487974
2019-04-29,62925.9462243272
2019-04-30,57095.8187955683
2019-05-01,43165.4194210483
2019-05-02,43705.5878399553
2019-05-03,65699.6785202943
2019-05-04,39768.7728123325
2019-05-05,29881.2475342556
2019-05-06,38656.7552869747
2019-05-07,46967.681070186
2019-05-08,42933.0412701425
2019-05-09,53790.3380864117
2019-05-10,50176.818680758
2019-05-11,70015.3590646552
2019-05-12,49719.2666606684
2019-05-13,79945.7379055324
2019-05-14,75543.4259101284
2019-05-15,66366.3998225048
2019-05-16,80943.5830664725
2019-05-17,68583.2066370461
2019-05-18,28741.862023387
2019-05-19,42245.5418075702
2019-05-20,51634.6706572561
2019-05-21,46859.0557770742
2019-05-22,41136.9389024753
2019-05-23,52416.1429561792
2019-05-24,50855.6417174196
2019-05-25,21071.4906718477
2019-05-26,33465.6225190393
2019-05-27,51585.5603486258
2019-05-28,46713.6913475882
2019-05-29,47202.2016609151
2019-05-30,58069.1303011683
2019-05-31,70155.7369191939
2019-06-01,30653.9405440899
2019-06-02,24927.6413493196
2019-06-03,73944.3808510301
2019-06-04,62048.6298120162
2019-06-05,47428.1093371226
2019-06-06,45780.4379369592
2019-06-07,41270.9263129718
2019-06-08,24094.9489084151
2019-06-09,18669.5642252018
2019-06-10,40870.9603146636
2019-06-11,45281.75380183
2019-06-12,66375.2987743331
2019-06-13,47503.8780378978
2019-06-14,46620.8696962463
2019-06-15,29703.73737805
2019-06-16,47198.0966238885
2019-06-17,47837.1491070609
2019-06-18,49351.8233691655
2019-06-19,41656.7748332157
2019-06-20,42540.9929466346
2019-06-21,52067.3721866671
2019-06-22,66217.4970057345
2019-06-23,35117.9281251875
2019-06-24,51746.8437539465
2019-06-25,60925.6563979077
2019-06-26,102476.742933545
2019-06-27,86034.238596098
2019-06-28,91914.5812053937
2019-06-29,31749.9261047256
2019-06-30,50342.4223819764
2019-07-01,56514.06771533
2019-07-02,58577.3353866437
2019-07-03,47636.5596798058
2019-07-04,48913.730323217
2019-07-05,33935.4324796694
2019-07-06,20289.0904534338
2019-07-07,18901.7767628466
2019-07-08,50982.0857392004
2019-07-09,55915.349081734
2019-07-10,65155.204725117
2019-07-11,64831.2342690285
2019-07-12,37526.0619891796
2019-07-13,25598.9385878397
