t,transactions_transfers_from_exchanges_count
2019-06-23,40201
2019-06-24,47505
2019-06-25,51643
2019-06-26,66531
2019-06-27,59693
2019-06-28,52093
2019-06-29,42461
2019-06-30,38965
2019-07-01,45562
2019-07-02,47253
2019-07-03,46586
2019-07-04,44448
2019-07-05,45109
2019-07-06,33804
2019-07-07,33021
2019-07-08,42110
2019-07-09,43678
2019-07-10,44451
2019-07-11,41649
2019-07-12,40130
2019-07-13,30189
2019-07-14,30626
2019-07-15,39707
2019-07-16,39001
2019-07-17,39049
2019-07-18,36970
2019-07-19,35359
2019-07-20,28849
2019-07-21,26121
2019-07-22,33482
2019-07-23,33336
2019-07-24,33863
2019-07-25,34046
2019-07-26,33293
2019-07-27,27256
2019-07-28,24626
2019-07-29,33330
2019-07-30,35587
2019-07-31,36652
2019-08-01,34357
2019-08-02,34548
2019-08-03,27758
2019-08-04,26673
2019-08-05,40331
2019-08-06,38137
2019-08-07,34196
2019-08-08,34586
2019-08-09,33373
2019-08-10,27652
2019-08-11,24143
2019-08-12,28292
2019-08-13,31578
2019-08-14,34386
2019-08-15,34563
2019-08-16,32735
2019-08-17,26243
2019-08-18,23881
2019-08-19,32581
2019-08-20,30560
2019-08-21,34228
2019-08-22,34172
2019-08-23,29795
2019-08-24,26592
2019-08-25,22251
2019-08-26,30631
2019-08-27,31780
2019-08-28,31820
2019-08-29,33180
2019-08-30,29658
2019-08-31,23666
2019-09-01,21766
2019-09-02,31207
2019-09-03,33712
2019-09-04,31268
2019-09-05,31689
2019-09-06,32516
2019-09-07,24609
2019-09-08,22784
2019-09-09,31177
2019-09-10,31443
2019-09-11,31732
2019-09-12,30833
2019-09-13,27479
2019-09-14,21694
2019-09-15,20818
2019-09-16,29982
2019-09-17,30617
2019-09-18,32065
2019-09-19,32103
2019-09-20,29533
2019-09-21,22878
2019-09-22,22174
2019-09-23,31453
2019-09-24,34400
2019-09-25,35639
2019-09-26,32226
2019-09-27,30365
2019-09-28,24334
2019-09-29,22244
2019-09-30,30519
2019-10-01,29389
2019-10-02,26110
2019-10-03,25758
2019-10-04,25182
2019-10-05,21426
2019-10-06,20542
2019-10-07,26768
2019-10-08,28131
2019-10-09,28856
2019-10-10,29031
2019-10-11,28404
2019-10-12,22151
2019-10-13,19609
2019-10-14,25986
2019-10-15,28547
2019-10-16,28307
2019-10-17,28209
2019-10-18,28652
2019-10-19,23344
2019-10-20,21678
2019-10-21,28980
2019-10-22,29303
2019-10-23,32072
2019-10-24,28431
2019-10-25,30836
2019-10-26,31257
2019-10-27,24139
2019-10-28,32076
2019-10-29,31492
2019-10-30,32214
2019-10-31,30533
2019-11-01,28660
2019-11-02,23372
2019-11-03,20976
2019-11-04,27849
2019-11-05,30512
2019-11-06,28557
2019-11-07,28522
2019-11-08,29121
2019-11-09,22861
2019-11-10,20451
2019-11-11,26319
2019-11-12,26727
2019-11-13,27172
2019-11-14,27016
2019-11-15,28885
2019-11-16,21921
2019-11-17,19959
2019-11-18,27233
2019-11-19,28576
2019-11-20,26735
2019-11-21,29289
2019-11-22,32894
2019-11-23,23982
2019-11-24,21140
2019-11-25,30706
2019-11-26,28770
2019-11-27,29836
2019-11-28,27653
2019-11-29,28331
2019-11-30,25114
2019-12-01,23321
2019-12-02,27302
2019-12-03,27479
2019-12-04,28323
2019-12-05,27263
2019-12-06,26787
2019-12-07,22828
2019-12-08,20110
2019-12-09,25728
2019-12-10,28675
2019-12-11,27150
2019-12-12,26787
2019-12-13,26946
2019-12-14,23138
2019-12-15,20109
2019-12-16,26922
2019-12-17,30421
2019-12-18,30203
2019-12-19,29198
2019-12-20,27812
2019-12-21,23221
2019-12-22,20800
2019-12-23,28743
2019-12-24,26008
2019-12-25,20981
2019-12-26,23245
2019-12-27,26675
2019-12-28,22427
2019-12-29,19487
2019-12-30,26406
2019-12-31,24278
2020-01-01,18103
2020-01-02,23009
2020-01-03,26603
2020-01-04,20300
2020-01-05,20808
2020-01-06,27354
2020-01-07,31203
2020-01-08,32226
2020-01-09,27707
2020-01-10,27465
2020-01-11,23998
2020-01-12,19670
2020-01-13,24141
2020-01-14,33158
2020-01-15,33400
2020-01-16,28570
2020-01-17,29507
2020-01-18,24385
2020-01-19,24517
2020-01-20,26526
2020-01-21,26830
2020-01-22,26488
2020-01-23,26334
2020-01-24,24890
2020-01-25,19580
2020-01-26,19322
2020-01-27,24963
2020-01-28,29686
2020-01-29,29956
2020-01-30,30083
2020-01-31,30331
2020-02-01,26703
2020-02-02,23833
2020-02-03,29776
2020-02-04,30352
2020-02-05,33314
2020-02-06,32264
2020-02-07,31857
2020-02-08,28235
2020-02-09,26955
2020-02-10,33046
2020-02-11,34071
2020-02-12,37283
2020-02-13,35491
2020-02-14,33081
2020-02-15,30472
2020-02-16,26232
2020-02-17,32746
2020-02-18,33362
2020-02-19,31629
2020-02-20,32942
2020-02-21,29978
2020-02-22,25067
2020-02-23,22378
2020-02-24,28332
2020-02-25,31005
2020-02-26,35446
2020-02-27,31665
2020-02-28,30734
2020-02-29,27325
2020-03-01,23535
2020-03-02,30883
2020-03-03,30551
2020-03-04,29702
2020-03-05,30874
2020-03-06,30499
2020-03-07,25482
2020-03-08,26002
2020-03-09,35433
2020-03-10,32899
2020-03-11,29832
2020-03-12,43883
2020-03-13,51418
2020-03-14,30420
2020-03-15,26574
2020-03-16,41477
2020-03-17,33914
2020-03-18,32399
2020-03-19,40227
2020-03-20,38193
2020-03-21,25006
2020-03-22,28478
2020-03-23,35654
2020-03-24,31482
2020-03-25,29690
2020-03-26,32898
2020-03-27,30135
2020-03-28,26112
2020-03-29,23526
2020-03-30,34254
2020-03-31,41777
2020-04-01,31106
2020-04-02,33636
2020-04-03,33286
2020-04-04,27178
2020-04-05,24245
2020-04-06,32221
2020-04-07,36416
2020-04-08,31928
2020-04-09,29185
2020-04-10,32598
2020-04-11,23210
2020-04-12,23505
2020-04-13,30313
2020-04-14,31806
2020-04-15,32676
2020-04-16,38186
2020-04-17,30421
2020-04-18,26625
2020-04-19,24231
2020-04-20,33620
2020-04-21,30931
2020-04-22,30543
2020-04-23,34574
2020-04-24,35321
2020-04-25,30468
2020-04-26,26438
2020-04-27,35843
2020-04-28,32424
2020-04-29,44879
2020-04-30,42034
2020-05-01,34995
2020-05-02,27669
2020-05-03,28462
2020-05-04,34576
2020-05-05,34056
2020-05-06,37141
2020-05-07,42582
2020-05-08,43212
2020-05-09,31235
2020-05-10,36442
2020-05-11,39125
2020-05-12,35579
2020-05-13,35432
2020-05-14,34660
2020-05-15,40412
2020-05-16,26360
2020-05-17,25520
2020-05-18,34971
2020-05-19,32906
2020-05-20,39526
2020-05-21,35584
2020-05-22,38833
2020-05-23,26367
2020-05-24,23561
2020-05-25,32149
2020-05-26,33197
2020-05-27,33481
2020-05-28,35247
2020-05-29,33868
2020-05-30,28265
2020-05-31,26766
2020-06-01,34133
2020-06-02,39875
2020-06-03,34047
2020-06-04,36036
2020-06-05,34605
2020-06-06,28285
2020-06-07,27266
2020-06-08,32531
2020-06-09,33366
2020-06-10,34294
2020-06-11,37388
2020-06-12,33501
2020-06-13,26616
2020-06-14,24507
2020-06-15,35186
2020-06-16,33413
2020-06-17,33722
2020-06-18,33172
2020-06-19,34868
2020-06-20,27290
2020-06-21,23749
2020-06-22,34971
2020-06-23,33259
2020-06-24,32203
2020-06-25,31984
2020-06-26,31864
2020-06-27,26902
2020-06-28,24257
2020-06-29,31804
2020-06-30,33542
2020-07-01,36552
2020-07-02,34500
2020-07-03,33012
2020-07-04,28389
2020-07-05,25671
2020-07-06,36251
2020-07-07,34824
2020-07-08,38109
2020-07-09,36335
2020-07-10,33266
2020-07-11,27374
2020-07-12,25207
2020-07-13,34884
2020-07-14,35440
2020-07-15,35254
2020-07-16,39390
2020-07-17,32920
2020-07-18,28188
2020-07-19,25290
2020-07-20,32150
2020-07-21,36812
2020-07-22,35438
2020-07-23,37287
2020-07-24,34246
2020-07-25,28682
2020-07-26,28458
2020-07-27,46156
2020-07-28,45555
2020-07-29,40107
2020-07-30,39733
2020-07-31,43568
2020-08-01,34266
2020-08-02,34322
2020-08-03,40339
2020-08-04,40668
2020-08-05,40254
2020-08-06,41983
2020-08-07,41730
2020-08-08,31429
2020-08-09,29655
2020-08-10,40306
2020-08-11,45042
2020-08-12,41441
2020-08-13,42381
2020-08-14,47288
2020-08-15,35685
2020-08-16,30754
2020-08-17,44951
2020-08-18,45678
2020-08-19,39870
2020-08-20,38933
2020-08-21,36736
2020-08-22,29788
2020-08-23,27303
2020-08-24,35918
2020-08-25,41392
2020-08-26,38974
2020-08-27,37950
2020-08-28,38083
2020-08-29,30479
2020-08-30,27921
2020-08-31,41532
2020-09-01,45680
2020-09-02,46238
2020-09-03,45790
2020-09-04,44935
2020-09-05,36035
2020-09-06,30571
2020-09-07,36569
2020-09-08,38423
2020-09-09,36702
2020-09-10,37914
2020-09-11,35529
2020-09-12,29897
2020-09-13,28216
2020-09-14,40354
2020-09-15,38759
2020-09-16,39494
2020-09-17,39361
2020-09-18,37115
2020-09-19,31138
2020-09-20,27080
2020-09-21,39697
2020-09-22,36662
2020-09-23,40166
2020-09-24,35785
2020-09-25,37647
2020-09-26,27927
2020-09-27,26713
2020-09-28,35362
2020-09-29,38458
2020-09-30,36838
2020-10-01,35469
2020-10-02,38803
2020-10-03,27704
2020-10-04,26141
2020-10-05,34010
2020-10-06,35782
2020-10-07,34840
2020-10-08,34311
2020-10-09,36834
2020-10-10,30600
2020-10-11,26874
2020-10-12,33617
2020-10-13,36962
2020-10-14,36082
2020-10-15,37303
2020-10-16,38152
2020-10-17,28151
2020-10-18,24534
2020-10-19,38696
2020-10-20,41498
2020-10-21,46174
2020-10-22,44849
2020-10-23,37351
2020-10-24,28495
2020-10-25,26341
2020-10-26,36641
2020-10-27,40287
2020-10-28,39137
2020-10-29,38792
2020-10-30,42970
2020-10-31,31264
2020-11-01,28377
2020-11-02,41205
2020-11-03,45342
2020-11-04,38911
2020-11-05,45597
2020-11-06,45066
2020-11-07,31765
2020-11-08,31201
2020-11-09,41719
2020-11-10,41291
2020-11-11,38300
2020-11-12,41322
2020-11-13,41985
2020-11-14,32143
2020-11-15,27622
2020-11-16,38622
2020-11-17,45696
