t,distribution_balance_exchanges
2019-04-03,2747996.1080821464
2019-04-04,2743675.8013167665
2019-04-05,2746184.6774152666
2019-04-06,2744765.577767286
2019-04-07,2741645.932217546
2019-04-08,2744527.739787845
2019-04-09,2741436.2272110144
2019-04-10,2731365.892685806
2019-04-11,2723635.2583823553
2019-04-12,2724011.0599039965
2019-04-13,2719707.2647725646
2019-04-14,2718622.905491935
2019-04-15,2726770.0231184354
2019-04-16,2724073.031031175
2019-04-17,2733073.993686517
2019-04-18,2728275.918139276
2019-04-19,2728622.329227768
2019-04-20,2726494.0739324978
2019-04-21,2727392.415342007
2019-04-22,2730598.9621060365
2019-04-23,2729897.337370997
2019-04-24,2735976.8449678966
2019-04-25,2736678.9574865666
2019-04-26,2723578.346081077
2019-04-27,2718978.3515855665
2019-04-28,2711346.019044407
2019-04-29,2708916.5429183072
2019-04-30,2709503.4140773457
2019-05-01,2713606.4264051067
2019-05-02,2713271.4919936066
2019-05-03,2717783.1123514567
2019-05-04,2720016.392344756
2019-05-05,2714680.9430807056
2019-05-06,2711610.219865775
2019-05-07,2697619.8493252657
2019-05-08,2691358.554096675
2019-05-09,2695146.778340035
2019-05-10,2693172.2447904246
2019-05-11,2691760.372973705
2019-05-12,2692402.110632455
2019-05-13,2701625.4681404447
2019-05-14,2696510.958434695
2019-05-15,2666330.9799674144
2019-05-16,2666094.955439215
2019-05-17,2661996.3019079645
2019-05-18,2657491.873310254
2019-05-19,2664770.675902265
2019-05-20,2665970.471517695
2019-05-21,2668572.610822185
2019-05-22,2663644.1411166345
2019-05-23,2668961.891379705
2019-05-24,2672110.171997835
2019-05-25,2672803.8732399545
2019-05-26,2678276.2529119547
2019-05-27,2685405.773413655
2019-05-28,2691531.9384995056
2019-05-29,2693901.8759940444
2019-05-30,2701217.6282791356
2019-05-31,2695066.6353060254
2019-06-01,2696953.513800905
2019-06-02,2700324.4882875043
2019-06-03,2728162.2080668854
2019-06-04,2725740.4768848647
2019-06-05,2723238.003903704
2019-06-06,2720597.978121134
2019-06-07,2720951.380285214
2019-06-08,2720500.567383743
2019-06-09,2719009.287993744
2019-06-10,2719550.404322504
2019-06-11,2719898.7131645344
2019-06-12,2724325.185396664
2019-06-13,2727242.0021054433
2019-06-14,2724111.832392263
2019-06-15,2724960.872240564
2019-06-16,2734614.3524091737
2019-06-17,2729263.7351099635
2019-06-18,2736538.942706164
2019-06-19,2737851.6286425437
2019-06-20,2741531.4321308536
2019-06-21,2739478.8615636635
2019-06-22,2752674.624262193
2019-06-23,2755027.260415703
2019-06-24,2757210.1344685536
2019-06-25,2768603.6725379126
2019-06-26,2783745.1350624533
2019-06-27,2798074.2783636423
2019-06-28,2803170.882480833
2019-06-29,2803501.3878927524
2019-06-30,2825035.8049133024
2019-07-01,2831564.977273643
2019-07-02,2836148.2699289927
2019-07-03,2832172.999591744
2019-07-04,2824913.7220339025
2019-07-05,2817281.1054629623
2019-07-06,2815392.9637288833
2019-07-07,2814158.317326013
2019-07-08,2829396.645537543
2019-07-09,2837956.825140633
2019-07-10,2850658.854567364
2019-07-11,2860468.829230383
2019-07-12,2840371.4986547735
2019-07-13,2839600.261799592
2019-07-14,2842899.535783932
2019-07-15,2840496.237649893
2019-07-16,2843869.744793274
2019-07-17,2847408.2180974535
2019-07-18,2853339.848995994
2019-07-19,2851317.5414548027
2019-07-20,2852432.304887713
2019-07-21,2850379.0267194044
2019-07-22,2854291.6528399433
2019-07-23,2843916.5001665335
2019-07-24,2843692.338211364
2019-07-25,2835443.945021405
2019-07-26,2829294.6277608746
2019-07-27,2828390.6211212953
2019-07-28,2827734.4560106746
2019-07-29,2830795.5176372756
2019-07-30,2827050.615468594
2019-07-31,2828351.1571383243
2019-08-01,2832359.3427450047
2019-08-02,2840462.0421702745
2019-08-03,2843555.658003745
2019-08-04,2845432.6572882845
2019-08-05,2850775.620846525
2019-08-06,2816330.494240345
2019-08-07,2800156.780553856
2019-08-08,2801306.7139925365
2019-08-09,2805107.7098197564
2019-08-10,2805818.3234458957
2019-08-11,2805053.093034205
2019-08-12,2808548.1236119564
2019-08-13,2809740.6398038156
2019-08-14,2810991.104777137
2019-08-15,2811262.3670380358
2019-08-16,2807373.2305690055
2019-08-17,2807200.0699086045
2019-08-18,2807612.284523544
2019-08-19,2809466.2994223847
2019-08-20,2810247.0335660046
2019-08-21,2808485.5033110045
2019-08-22,2810951.6805366646
2019-08-23,2810563.9401145955
2019-08-24,2808611.525369845
2019-08-25,2809699.2610887345
2019-08-26,2816845.4857091354
2019-08-27,2816752.8280847445
2019-08-28,2815373.022169874
2019-08-29,2808689.006294064
2019-08-30,2802894.244298735
2019-08-31,2801799.863666414
2019-09-01,2801857.8790243547
2019-09-02,2806643.3405063446
2019-09-03,2813954.417532945
2019-09-04,2816195.5669444343
2019-09-05,2826780.1123247244
2019-09-06,2830132.626544566
2019-09-07,2828664.4063071455
2019-09-08,2830195.7878257767
2019-09-09,2833622.479736246
2019-09-10,2829438.0807962255
2019-09-11,2830746.864714936
2019-09-12,2834613.2018661355
2019-09-13,2834955.6150271855
2019-09-14,2835718.694103316
2019-09-15,2836561.185581716
2019-09-16,2839295.836087326
2019-09-17,2842668.242593746
2019-09-18,2843360.606570356
2019-09-19,2842057.604953667
2019-09-20,2844799.688401196
2019-09-21,2848612.9716953672
2019-09-22,2848710.442432607
2019-09-23,2848726.412473747
2019-09-24,2875169.657583817
2019-09-25,2882079.2374328864
2019-09-26,2884091.9535923363
2019-09-27,2883322.7064386373
2019-09-28,2881521.927245727
2019-09-29,2879685.4943273766
2019-09-30,2881662.348829356
2019-10-01,2875745.095489006
2019-10-02,2874202.721480626
2019-10-03,2873262.7344033057
2019-10-04,2872201.694657185
2019-10-05,2873214.088541745
2019-10-06,2872041.7120370255
2019-10-07,2871525.9964236957
2019-10-08,2876395.369229895
2019-10-09,2879162.249510016
2019-10-10,2885703.176635015
2019-10-11,2874328.344541345
2019-10-12,2873007.739731235
2019-10-13,2875016.7222193456
2019-10-14,2875043.0260239863
2019-10-15,2880145.069760965
2019-10-16,2880334.388348286
2019-10-17,2879699.9414363457
2019-10-18,2878521.633357496
2019-10-19,2877796.972180405
2019-10-20,2878609.7342509544
2019-10-21,2880597.1649576845
2019-10-22,2877956.846768565
2019-10-23,2874980.412070764
2019-10-24,2878011.015526785
2019-10-25,2898432.5578867043
2019-10-26,2913299.219372646
2019-10-27,2916851.1769076847
2019-10-28,2914028.4043985656
2019-10-29,2910692.869045526
2019-10-30,2911785.894421776
2019-10-31,2916451.6347656944
2019-11-01,2875918.483629115
2019-11-02,2876616.7826757156
2019-11-03,2875029.479613795
2019-11-04,2876375.8638693136
2019-11-05,2878123.8094180445
2019-11-06,2878514.9636692354
2019-11-07,2883607.877272824
2019-11-08,2870524.319772835
2019-11-09,2870031.6426025946
2019-11-10,2869684.982135904
2019-11-11,2871298.3134306744
2019-11-12,2861730.433414255
2019-11-13,2875110.8048092844
2019-11-14,2855400.8172097043
2019-11-15,2854270.543720893
2019-11-16,2854775.191740785
2019-11-17,2855888.6394479233
2019-11-18,2866600.0516050444
2019-11-19,2862285.0708858846
2019-11-20,2859798.4133223454
2019-11-21,2862344.370548455
2019-11-22,2860891.394175915
2019-11-23,2859680.203329836
2019-11-24,2861988.9486071058
2019-11-25,2867453.8453153856
2019-11-26,2870363.216347646
2019-11-27,2891444.8390076556
2019-11-28,2886612.085655955
2019-11-29,2880052.9940814963
2019-11-30,2875196.6671752054
2019-12-01,2865684.393462226
2019-12-02,2870351.2504192246
2019-12-03,2867943.2936778157
2019-12-04,2870359.847944535
2019-12-05,2869984.4823232647
2019-12-06,2867254.293929475
2019-12-07,2867963.9507875545
2019-12-08,2868973.775188905
2019-12-09,2873629.562589036
2019-12-10,2870191.1341873156
2019-12-11,2871465.057988316
2019-12-12,2869932.7476378363
2019-12-13,2871805.058262186
2019-12-14,2870605.129151936
2019-12-15,2868721.4041565056
2019-12-16,2874774.479318136
2019-12-17,2880036.301118186
2019-12-18,2881678.3029772574
2019-12-19,2883386.7290927777
2019-12-20,2893668.267585218
2019-12-21,2892599.3414549795
2019-12-22,2893037.038811358
2019-12-23,2898071.2120590783
2019-12-24,2896041.888001609
2019-12-25,2896848.753331208
2019-12-26,2900236.076499608
2019-12-27,2902859.8943494577
2019-12-28,2903774.4840713684
2019-12-29,2905607.2336562877
2019-12-30,2906571.027617968
2019-12-31,2901615.1035496495
2020-01-01,2904394.5431300686
2020-01-02,2904873.4313136586
2020-01-03,2907982.0056866896
2020-01-04,2912808.123999899
2020-01-05,2912866.8840990295
2020-01-06,2914212.48082317
2020-01-07,2917755.17117766
2020-01-08,2919223.6397347385
2020-01-09,2924476.973593069
2020-01-10,2925119.2832949893
2020-01-11,2925517.826663669
2020-01-12,2923540.2273091804
2020-01-13,2928010.442581079
2020-01-14,2940630.803210049
2020-01-15,2943886.8654405293
2020-01-16,2939416.22449509
2020-01-17,2939371.9017734993
2020-01-18,2940759.6645768005
2020-01-19,2941738.7844308005
2020-01-20,2937389.27666473
2020-01-21,2939147.60160119
2020-01-22,2935587.16186288
2020-01-23,2935967.739689509
2020-01-24,2936353.8278542804
2020-01-25,2934758.63311879
2020-01-26,2934166.6860337304
2020-01-27,2937427.21091857
2020-01-28,2945262.5985242995
2020-01-29,2951695.52821848
2020-01-30,2952095.4855608796
2020-01-31,2945124.6028086892
2020-02-01,2946658.1826279797
2020-02-02,2946347.2973110196
2020-02-03,2949974.9851879305
2020-02-04,2955133.5638540005
2020-02-05,2959412.3210525
2020-02-06,2964057.826324131
2020-02-07,2960864.181740451
2020-02-08,2961374.1398729
2020-02-09,2966081.2753500002
2020-02-10,2965537.860593811
2020-02-11,2972967.2198493113
2020-02-12,2971332.467136491
2020-02-13,2964604.3717282107
2020-02-14,2961303.0006641704
2020-02-15,2957685.019865251
2020-02-16,2959063.485344561
2020-02-17,2958225.222910621
2020-02-18,2960743.5623626215
2020-02-19,2958485.6695021708
2020-02-20,2951969.08778242
2020-02-21,2941872.4582598
2020-02-22,2941253.9163217708
2020-02-23,2944642.026095
2020-02-24,2943609.9801368807
2020-02-25,2940705.87495581
2020-02-26,2946887.9247493404
2020-02-27,2944442.10417411
2020-02-28,2940767.3754801806
2020-02-29,2938683.1856381698
2020-03-01,2938198.41242761
2020-03-02,2944072.7081056894
2020-03-03,2936440.8386372197
2020-03-04,2926313.0935243196
2020-03-05,2918101.635115171
2020-03-06,2903080.389599221
2020-03-07,2903076.7444823706
2020-03-08,2906521.159828541
2020-03-09,2914407.833867332
2020-03-10,2914611.8968097717
2020-03-11,2921610.814785332
2020-03-12,2960061.783833032
2020-03-13,2963777.7027104134
2020-03-14,2957656.8203729717
2020-03-15,2958985.0281045316
2020-03-16,2943647.183396823
2020-03-17,2941642.7073837426
2020-03-18,2923850.7259071534
2020-03-19,2906524.494748133
2020-03-20,2909441.6295210533
2020-03-21,2896717.8465519026
2020-03-22,2895629.275659854
2020-03-23,2894783.9951683935
2020-03-24,2884592.5773114734
2020-03-25,2870880.8489374337
2020-03-26,2874228.993477544
2020-03-27,2865004.627140813
2020-03-28,2856311.212311523
2020-03-29,2858151.1514949333
2020-03-30,2859763.178222213
2020-03-31,2853869.076808833
2020-04-01,2854873.0831810334
2020-04-02,2859091.6642372827
2020-04-03,2852582.6451607724
2020-04-04,2850390.9605679917
2020-04-05,2848433.342478191
2020-04-06,2853291.1861681007
2020-04-07,2861647.1040699007
2020-04-08,2865992.4726327406
2020-04-09,2856097.1021529404
2020-04-10,2846323.15749057
2020-04-11,2840850.859426651
2020-04-12,2836028.088099881
2020-04-13,2824706.5311273406
2020-04-14,2819682.835308781
2020-04-15,2827258.5776092713
2020-04-16,2832217.729855421
2020-04-17,2827188.8764481214
2020-04-18,2826665.5576505405
2020-04-19,2828034.7227074723
2020-04-20,2826448.729578541
2020-04-21,2820108.4594031014
2020-04-22,2811247.382260542
2020-04-23,2820442.1325679217
2020-04-24,2816795.753054551
2020-04-25,2815502.0777642215
2020-04-26,2814963.471199821
2020-04-27,2811119.0959044625
2020-04-28,2802816.5091045825
2020-04-29,2796240.403519262
2020-04-30,2794506.1919588824
2020-05-01,2803363.912344801
2020-05-02,2805627.318508521
2020-05-03,2807678.0227385117
2020-05-04,2801186.114990952
2020-05-05,2797978.161321722
2020-05-06,2793061.273696993
2020-05-07,2794233.4323247434
2020-05-08,2799156.4325215314
2020-05-09,2798608.655017251
2020-05-10,2793321.1492568627
2020-05-11,2786563.040046342
2020-05-12,2767006.0879966626
2020-05-13,2760079.9727836316
2020-05-14,2762592.6854502517
2020-05-15,2763507.4557164214
2020-05-16,2765032.870976022
2020-05-17,2764473.471708212
2020-05-18,2770317.1646008827
2020-05-19,2762025.6802095533
2020-05-20,2761820.0965822423
2020-05-21,2768264.6576839318
2020-05-22,2765450.240553503
2020-05-23,2764563.040659043
2020-05-24,2763140.307392874
2020-05-25,2750524.727734654
2020-05-26,2748164.2797295447
2020-05-27,2749292.931483984
2020-05-28,2753753.808813994
2020-05-29,2746611.2669212646
2020-05-30,2749759.9393709647
2020-05-31,2755825.0999705847
2020-06-01,2747803.5863038036
2020-06-02,2753300.769993523
2020-06-03,2743392.8127010334
2020-06-04,2744109.106347523
2020-06-05,2741046.2583357147
2020-06-06,2742583.0853051236
2020-06-07,2741485.4015650945
2020-06-08,2738632.6967971236
2020-06-09,2733503.2008728143
2020-06-10,2732579.6064168443
2020-06-11,2737166.6399289845
2020-06-12,2732723.071169244
2020-06-13,2727701.571117924
2020-06-14,2728950.3863408947
2020-06-15,2724773.3646907937
2020-06-16,2726357.100308045
2020-06-17,2725235.867010805
2020-06-18,2714457.105416135
2020-06-19,2710261.0348447156
2020-06-20,2710580.0775877554
2020-06-21,2709945.8258475047
2020-06-22,2711974.5684531555
2020-06-23,2707659.8561333637
2020-06-24,2712348.8566517956
2020-06-25,2711781.742363254
2020-06-26,2708633.1729292157
2020-06-27,2707432.947573735
2020-06-28,2707815.4053756665
2020-06-29,2705590.1235178052
2020-06-30,2699751.3829359156
2020-07-01,2705787.1096299854
2020-07-02,2710628.1396958353
2020-07-03,2708705.7620513057
2020-07-04,2711455.250484975
2020-07-05,2712254.1172643453
2020-07-06,2713952.8633839455
2020-07-07,2717529.937381184
2020-07-08,2716748.5474445457
2020-07-09,2723593.1230010255
2020-07-10,2723760.645426635
2020-07-11,2726138.389014956
2020-07-12,2724753.879845266
2020-07-13,2722067.537171576
2020-07-14,2723132.0647325753
2020-07-15,2716886.3674149546
2020-07-16,2718964.8355181958
2020-07-17,2713119.6931421966
2020-07-18,2713937.7354563847
2020-07-19,2715452.6760355853
2020-07-20,2712108.131567816
2020-07-21,2708678.044661205
2020-07-22,2716749.8535478553
2020-07-23,2716176.6024059555
2020-07-24,2715575.6243758756
2020-07-25,2718041.0928590256
2020-07-26,2724245.7337032654
2020-07-27,2734866.7390173655
2020-07-28,2744736.278061466
2020-07-29,2745683.7684289264
2020-07-30,2744578.860090567
2020-07-31,2745443.906252457
2020-08-01,2744166.529515967
2020-08-02,2742134.1314378567
2020-08-03,2738194.562649647
2020-08-04,2732953.495631206
2020-08-05,2722901.8269214174
2020-08-06,2722940.6647368264
2020-08-07,2704402.3606068767
2020-08-08,2704668.7120779874
2020-08-09,2702701.8978750864
2020-08-10,2695942.4408415277
2020-08-11,2698700.980198167
2020-08-12,2691972.6790242777
2020-08-13,2693120.2469974076
2020-08-14,2685692.273521648
2020-08-15,2684010.0430955375
2020-08-16,2682944.0861404175
2020-08-17,2682722.9530248377
2020-08-18,2683292.712675266
2020-08-19,2671450.7388275573
2020-08-20,2667068.7503473274
2020-08-21,2667378.0835311483
2020-08-22,2665746.6779044475
2020-08-23,2662626.936696817
2020-08-24,2664281.750114398
2020-08-25,2663015.9456546875
2020-08-26,2656441.5807800973
2020-08-27,2655336.935156207
2020-08-28,2660409.1931639975
2020-08-29,2661381.4447333673
2020-08-30,2664546.7386154486
2020-08-31,2658756.428860797
2020-09-01,2662521.2806751668
2020-09-02,2653898.882001978
2020-09-03,2650343.092923208
2020-09-04,2645736.183698667
2020-09-05,2648653.0804822175
2020-09-06,2648125.4149258067
2020-09-07,2646481.4528100174
2020-09-08,2648572.6278114566
2020-09-09,2641467.313429586
2020-09-10,2634631.1796240774
2020-09-11,2631374.433512857
2020-09-12,2630145.349816827
2020-09-13,2628324.1870561168
2020-09-14,2620642.7909733383
2020-09-15,2620421.5322769573
2020-09-16,2623666.4585650573
2020-09-17,2621021.056830528
2020-09-18,2617136.7215410275
2020-09-19,2615934.9950306173
2020-09-20,2618209.7544641076
2020-09-21,2618511.6003443175
2020-09-22,2616927.4895835067
2020-09-23,2604939.489176747
2020-09-24,2605609.3423872166
2020-09-25,2599437.3534689574
2020-09-26,2597976.5196900563
2020-09-27,2595836.5109190964
2020-09-28,2601609.302622637
2020-09-29,2590293.6779255555
2020-09-30,2588067.1444869065
2020-10-01,2587259.243206036
2020-10-02,2566644.4866750455
2020-10-03,2566561.3550612372
2020-10-04,2566909.923775097
2020-10-05,2560878.1160403774
2020-10-06,2565646.8530796766
2020-10-07,2552630.440481366
2020-10-08,2554214.971814757
2020-10-09,2559108.614208116
2020-10-10,2562063.0609200676
2020-10-11,2562651.169809737
2020-10-12,2562368.229991337
2020-10-13,2561733.380694167
2020-10-14,2561536.6587656885
2020-10-15,2544684.4103714973
2020-10-16,2529923.8020861065
2020-10-17,2521378.954870908
2020-10-18,2517990.489117258
2020-10-19,2514718.5379275884
2020-10-20,2513880.4302093578
2020-10-21,2516929.410848517
2020-10-22,2516212.7307993276
2020-10-23,2508502.454123699
2020-10-24,2505490.1844620686
2020-10-25,2502046.226598918
2020-10-26,2494653.030089679
2020-10-27,2481510.629285768
2020-10-28,2481845.6972095487
2020-10-29,2480050.419261818
2020-10-30,2472909.1910211886
2020-10-31,2474699.1986805284
2020-11-01,2472925.541189308
2020-11-02,2445909.3554562572
2020-11-03,2429021.658386658
2020-11-04,2415441.147485817
2020-11-05,2418961.015335897
2020-11-06,2419619.3322037375
2020-11-07,2422681.790583947
2020-11-08,2419971.852689628
2020-11-09,2418498.4871815685
2020-11-10,2404765.0227669375
2020-11-11,2398202.4882972785
2020-11-12,2387298.3377782977
2020-11-13,2388414.428324768
2020-11-14,2396937.078973849
2020-11-15,2384427.8739132476
2020-11-16,2373260.843548868
2020-11-17,2376665.7367250687
