t,mining_hash_rate_mean
2013-12-05,5901490195680710
2013-12-06,7184854722141740
2013-12-07,6697273590635840
2013-12-08,6773613030308680
2013-12-09,6147425994414290
2013-12-10,7372041995071730
2013-12-11,7300654915121030
2013-12-12,7318486987709410
2013-12-13,7728938643494370
2013-12-14,8864945717630400
2013-12-15,7893291262407890
2013-12-16,8607024484562730
2013-12-17,9084533497378490
2013-12-18,8696733678850020
2013-12-19,10070842009435200
2013-12-20,7859901643969030
2013-12-21,8563010604674840
2013-12-22,9756228490648160
2013-12-23,9904152424493250
2013-12-24,9809373436021380
2013-12-25,9365769151620400
2013-12-26,10549261875481400
2013-12-27,10587100130467100
2013-12-28,8699873932626150
2013-12-29,9538580267509240
2013-12-30,10034657833911700
2013-12-31,10733336513366100
2014-01-01,11209804679616300
2014-01-02,9318153539884780
2014-01-03,11240978748362700
2014-01-04,9678538669053950
2014-01-05,13334315288149600
2014-01-06,13146628037479800
2014-01-07,12224027918912100
2014-01-08,12980723787386400
2014-01-09,14132329541283300
2014-01-10,13188085278786000
2014-01-11,14246623749249700
2014-01-12,14234740038218800
2014-01-13,14566205979972700
2014-01-14,13844573334308300
2014-01-15,16177076660510600
2014-01-16,16301730483744100
2014-01-17,13374993539329900
2014-01-18,15371914570187100
2014-01-19,14782707341311500
2014-01-20,17074069533713300
2014-01-21,14550098353104800
2014-01-22,16553419116878400
2014-01-23,15140282415103700
2014-01-24,17952699730418100
2014-01-25,17611360584529000
2014-01-26,15925419344726200
2014-01-27,18072663029771500
2014-01-28,16512087616368600
2014-01-29,16528802515052100
2014-01-30,18802277261274500
2014-01-31,19426538929283000
2014-02-01,20329144844885100
2014-02-02,19720782074855300
2014-02-03,19906080801139200
2014-02-04,17573962643951600
2014-02-05,20247022459919100
2014-02-06,22799301748867700
2014-02-07,20034224474527900
2014-02-08,22930697328602400
2014-02-09,18070513282925000
2014-02-10,19570130116528500
2014-02-11,20887688875012300
2014-02-12,22350191914519600
2014-02-13,22758834146055700
2014-02-14,24712584310611000
2014-02-15,23251032853957900
2014-02-16,24707958260156800
2014-02-17,23473971910201500
2014-02-18,24978060228090700
2014-02-19,30372645881848700
2014-02-20,26242337910844300
2014-02-21,23547455703588300
2014-02-22,26907344450523600
2014-02-23,25226865351587900
2014-02-24,29066959796740600
2014-02-25,24224729092686400
2014-02-26,26968130238496000
2014-02-27,27868606713893300
2014-02-28,30191488190952900
2014-03-01,26410731189220400
2014-03-02,26631426064175100
2014-03-03,27102808308214200
2014-03-04,26812259726210600
2014-03-05,28811537640508500
2014-03-06,31843597959012100
2014-03-07,30045567196369800
2014-03-08,30514393532476100
2014-03-09,33263317094029000
2014-03-10,27604261022441600
2014-03-11,31080348813549200
2014-03-12,33182667400391000
2014-03-13,32194531679234600
2014-03-14,27999708759921600
2014-03-15,34875645517896500
