t,volumes
2017-06-23,"{'F2Pool': 25.29351667, 'SlushPool': 16.66365831, 'other': 38.451350674138695}"
2017-06-24,"{'F2Pool': 24.98558789, 'SlushPool': 16.96840401, 'other': 92.22977576155341}"
2017-06-25,"{'Bixin': 33.2617787319115, 'F2Pool': 24.663955, 'SlushPool': 9.91037282, 'other': 65.7980484374502}"
2017-06-26,"{'F2Pool': 27.98114596, 'SlushPool': 12.47025678, 'other': 107.256865858444}"
2017-06-27,"{'BitMinter': 0.35280441, 'Bixin': 25.7575384791397, 'F2Pool': 24.58158355, 'SlushPool': 7.43539406, 'other': 67.18144551678519}"
2017-06-28,"{'BTC.TOP': 0.0492345317052277, 'F2Pool': 24.41276864, 'SlushPool': 13.02133923, 'other': 87.841219146384}"
2017-06-29,"{'BTC.TOP': 0.638138287794014, 'Bixin': 1.50412188654367, 'F2Pool': 29.16865782, 'SlushPool': 5.30754979, 'other': 27.252960713621}"
2017-06-30,"{'F2Pool': 27.62738238, 'SlushPool': 13.90706677, 'other': 492.16813862522}"
2017-07-01,"{'BTC.TOP': 0.197206370558825, 'F2Pool': 26.75792339, 'SlushPool': 8.98027978, 'other': 38.8571758665886}"
2017-07-02,"{'BTC.TOP': 0.285906580532487, 'Bixin': 32.7208486537746, 'F2Pool': 27.4111365, 'SlushPool': 12.23251734, 'other': 31.6239117711654}"
2017-07-03,"{'Bixin': 3, 'F2Pool': 28.59378156, 'SlushPool': 10.25633831, 'other': 31.2886356143216}"
2017-07-04,"{'Bixin': 22.5778878122694, 'F2Pool': 28.15134893, 'SlushPool': 11.13976151, 'other': 68.67763536939471}"
2017-07-05,"{'Bixin': 56.9760575921091, 'F2Pool': 28.62717206, 'SlushPool': 13.63954389, 'other': 31.685636545461602}"
2017-07-06,"{'Bixin': 19.9558033141063, 'F2Pool': 28.83072531, 'SlushPool': 13.39456511, 'other': 204.506457916947}"
2017-07-07,"{'Bixin': 7.59323302462788, 'F2Pool': 27.99146061, 'SlushPool': 13.33435494, 'other': 69.99002032248261}"
2017-07-08,"{'BTC.TOP': 2.46664727472336, 'F2Pool': 27.22582626, 'SlushPool': 22.29084015, 'other': 24.4866971897722}"
2017-07-09,"{'BTC.TOP': 0.656231607984468, 'F2Pool': 27.85294056, 'SlushPool': 10.136078, 'other': 62.8878645720957}"
2017-07-10,"{'BTC.TOP': 13.0478323272919, 'Bixin': 64.5485422935403, 'F2Pool': 146.18820754, 'SlushPool': 23.41340445, 'other': 194.230151555878}"
2017-07-11,"{'Bixin': 12.1897120943113, 'F2Pool': 27.37144013, 'SlushPool': 20.71096749, 'other': 71.9455635489806}"
2017-07-12,"{'Bixin': 68.391632047119, 'F2Pool': 26.75103005, 'SlushPool': 12.17001625, 'other': 36.0249039235074}"
2017-07-13,"{'Bixin': 24.3130941355555, 'F2Pool': 26.48438311, 'SlushPool': 25.19815558, 'other': 53.1916348327645}"
2017-07-14,"{'Bixin': 2.96, 'F2Pool': 26.13517365, 'SlushPool': 1.3966605, 'other': 23.4132589399926}"
2017-07-15,"{'F2Pool': 24.15044829, 'SlushPool': 11.71510736, 'other': 42.1443328649488}"
2017-07-16,"{'AntPool': 15, 'BitFury': 45.7559928, 'Bixin': 90.1219106893749, 'F2Pool': 22.486886, 'SlushPool': 21.11325232, 'other': 23.0959014863358}"
2017-07-17,"{'F2Pool': 23.61579566, 'SlushPool': 10.17505537, 'other': 28.0912550985185}"
2017-07-18,"{'Bixin': 35.9326239991798, 'F2Pool': 22.73816074, 'SlushPool': 2.18948297, 'other': 87.7905244139169}"
2017-07-19,"{'F2Pool': 23.42916745, 'SlushPool': 6.32130219, 'other': 43.0368951902598}"
2017-07-20,"{'Bixin': 11.5563875075197, 'F2Pool': 23.74446311, 'SlushPool': 8.16155696, 'other': 76.0354476884859}"
2017-07-21,"{'F2Pool': 24.5166184, 'SlushPool': 1.09700855, 'other': 28.21580052343}"
2017-07-22,"{'BTC.TOP': 42.34707034, 'Bixin': 12.64, 'F2Pool': 23.55897757, 'SlushPool': 11.42460368, 'other': 1079.51932354095}"
2017-07-23,"{'Bixin': 29.1912532850893, 'F2Pool': 218.83842552, 'SlushPool': 9.51731618, 'other': 23.926478494546}"
2017-07-24,"{'Bixin': 39.0068455469534, 'F2Pool': 27.49605864, 'SlushPool': 4.50446612, 'other': 29.9331324447862}"
2017-07-25,"{'Bixin': 17.5501477430725, 'F2Pool': 25.17590817, 'SlushPool': 10.66914198, 'other': 27.1898306576712}"
2017-07-26,"{'Bixin': 11.5473369105576, 'F2Pool': 24.505876, 'SlushPool': 6.77633564, 'other': 55.4500809918943}"
2017-07-27,"{'Bixin': 63.9945699618812, 'F2Pool': 26.07063546, 'SlushPool': 15.23513383, 'other': 44.4049496132386}"
2017-07-28,"{'Bixin': 8, 'F2Pool': 24.3727813, 'SlushPool': 13.09018144, 'other': 65.7826208686561}"
2017-07-29,"{'Bixin': 2, 'F2Pool': 360.29690875, 'SlushPool': 11.13691032, 'other': 36.1452473524456}"
2017-07-30,"{'Bixin': 35.5286639407651, 'F2Pool': 26.5766303, 'SlushPool': 10.4872562, 'other': 497.40629536073897}"
2017-07-31,"{'BTC.TOP': 0.0286344228817922, 'Bixin': 43.0661361005097, 'F2Pool': 0.01105721, 'SlushPool': 11.51314484, 'other': 101.78453193539}"
2017-08-01,"{'SlushPool': 1.13179413, 'other': 49.433821752744}"
2017-08-02,"{'BTC.TOP': 6.45112020251632, 'Bixin': 26.0304428181877, 'F2Pool': 87.14027192, 'SlushPool': 17.13860473, 'other': 35.8133502805729}"
2017-08-03,"{'F2Pool': 27.43357376, 'SlushPool': 4.48631185, 'other': 66.5844150819416}"
2017-08-04,"{'BTC.com': 0.68, 'Bixin': 75.2327834276799, 'F2Pool': 26.49357178, 'SlushPool': 7.08683141, 'other': 33.0628346823251}"
2017-08-05,"{'BTC.TOP': 99.9907071745278, 'Bixin': 135.141040597982, 'F2Pool': 425.89541709, 'SlushPool': 19.0922751, 'other': 63.0966440053483}"
2017-08-06,"{'BTC.TOP': 14.2200778085108, 'Bixin': 3.74973603280276, 'F2Pool': 26.24443964, 'SlushPool': 11.79523115, 'other': 126.72455242032}"
2017-08-07,"{'Bixin': 7, 'F2Pool': 26.20641103, 'SlushPool': 8.96120677, 'other': 38.3088736315238}"
2017-08-08,"{'BTC.TOP': 14.941193879486, 'Bixin': 65.5910907046177, 'F2Pool': 31.31868765, 'SlushPool': 9.23096277, 'other': 351.312380118408}"
2017-08-09,"{'BTC.TOP': 47.983789488328, 'Bixin': 71.357008388321, 'F2Pool': 30.22603174, 'SlushPool': 6.68677393, 'other': 106.66651816103699}"
2017-08-10,"{'BTC.TOP': 0.828000820379342, 'Bixin': 20.7675083639519, 'F2Pool': 35.3504707, 'SlushPool': 8.54123023, 'other': 28.1174063131521}"
2017-08-11,"{'1THash&58COIN': 12.9071323012733, 'BTC.TOP': 101.101587473464, 'Bixin': 49.6513425314919, 'F2Pool': 29.71158303, 'SlushPool': 0.29384252, 'other': 228.488107265984}"
2017-08-12,"{'BTC.TOP': 28.2407149344087, 'Bixin': 10.4657285470219, 'F2Pool': 37.98340433, 'SlushPool': 1.77202448, 'other': 1608.27136390237}"
2017-08-13,"{'BTC.TOP': 0.644245331090397, 'Bixin': 22.6699938356472, 'F2Pool': 31.91587859, 'SlushPool': 11.90736921, 'other': 158.249008316075}"
2017-08-14,"{'BTC.TOP': 2.48973642666664, 'Bixin': 12.728234699936, 'F2Pool': 31.8742661, 'SlushPool': 16.34198656, 'other': 142.671185733091}"
2017-08-15,"{'BTC.TOP': 68.43787045, 'BitMinter': 0.0001, 'Bixin': 9.3284590125134, 'F2Pool': 31.02619863, 'SlushPool': 6.41043735, 'other': 81.35675730088809}"
2017-08-16,"{'BTC.TOP': 187.180595398501, 'F2Pool': 34.52137922, 'SlushPool': 4.31174864, 'other': 30.0340565327965}"
2017-08-17,"{'BTC.TOP': 131.875317958251, 'BitFury': 27.33299887, 'Bixin': 28.088252575219, 'F2Pool': 32.0076815, 'SlushPool': 18.67528184, 'other': 41.2575109529694}"
2017-08-18,"{'BTC.TOP': 7.14146893116018, 'F2Pool': 337.65718725, 'SlushPool': 6.33251087, 'other': 63.4060682291261}"
2017-08-19,"{'BTC.TOP': 9.80900644898221, 'BitFury': 165.28886999, 'F2Pool': 32.61373251, 'SlushPool': 15.2013593, 'other': 28.085281724429603}"
2017-08-20,"{'BTC.TOP': 9.6006338155109, 'F2Pool': 33.40478513, 'SlushPool': 24.1744532, 'other': 33.8651233923555}"
2017-08-21,"{'BTC.TOP': 1.23563432361674, 'BitFury': 80.59460494, 'F2Pool': 34.59609515, 'SlushPool': 7.65362327, 'other': 55.834103918249}"
2017-08-22,"{'BTC.TOP': 0.370120575385033, 'F2Pool': 29.98190637, 'SlushPool': 4.29066526, 'other': 11.4691596445938}"
2017-08-23,"{'1THash&58COIN': 17.4744258089327, 'BTC.TOP': 34.9075925805165, 'F2Pool': 53.80126202, 'SlushPool': 14.13287759, 'other': 160.763637680828}"
2017-08-24,"{'BTC.TOP': 121.04574631662, 'F2Pool': 0.01001812, 'other': 29.9069479686894}"
2017-08-25,"{'BTC.TOP': 155.610164188076, 'F2Pool': 0.0101618, 'SlushPool': 4.57819077, 'other': 73.7766280036912}"
2017-08-26,"{'BTC.TOP': 4.59921142375019, 'F2Pool': 132.00685721, 'SlushPool': 9.67158269, 'other': 15.7117747536012}"
2017-08-27,"{'BTC.TOP': 9.05361216346999, 'F2Pool': 32.91598047, 'SlushPool': 11.76124392, 'other': 29.7723728179311}"
2017-08-28,"{'BTC.TOP': 6.3126959339571, 'F2Pool': 36.64515791, 'SlushPool': 9.18604743, 'other': 25.6564435144644}"
2017-08-29,"{'1THash&58COIN': 1.18299739573005, 'BTC.TOP': 11.2138447034758, 'Bixin': 26.9455613404021, 'F2Pool': 33.03527859, 'SlushPool': 19.62696764, 'other': 1023.96112921625}"
2017-08-30,"{'BTC.TOP': 13.4010021264013, 'Bixin': 43.3237847312827, 'F2Pool': 35.22882567, 'SlushPool': 22.05394978, 'other': 17.9477086817109}"
2017-08-31,"{'1THash&58COIN': 0.83397541556683, 'BTC.TOP': 14.9090849134809, 'BitFury': 0.01, 'Bixin': 4.642, 'F2Pool': 34.56116608, 'SlushPool': 14.03107583, 'other': 62.605728570253696}"
2017-09-01,"{'BTC.TOP': 4.76515997088288, 'Bixin': 13.208772223471, 'F2Pool': 32.8509137, 'SlushPool': 5.72275345, 'other': 36.4694208576507}"
2017-09-02,"{'BTC.TOP': 83.2193868633047, 'F2Pool': 37.08677138, 'SlushPool': 24.89349815, 'other': 52.689671302800896}"
2017-09-03,"{'BTC.TOP': 18.2626489878132, 'Bixin': 8.54800973913987, 'F2Pool': 39.92074468, 'SlushPool': 8.07703273, 'other': 17.6238647468127}"
2017-09-04,"{'BTC.TOP': 7.32722264104529, 'Bixin': 35.4796625523386, 'F2Pool': 568.15787379, 'SlushPool': 18.97498855, 'other': 59.9714236257983}"
2017-09-05,"{'BTC.TOP': 14.8920494046, 'BitFury': 46.68017075, 'Bixin': 27.7741916560161, 'F2Pool': 165.62528739, 'SlushPool': 7.59000879, 'other': 84.9605146727084}"
2017-09-06,"{'1THash&58COIN': 1.68883312521268, 'BTC.TOP': 64.0818536177355, 'F2Pool': 41.35548147, 'SlushPool': 3.51753957, 'other': 274.11982975687}"
2017-09-07,"{'BTC.TOP': 87.5133585057812, 'Bixin': 17.0274102486995, 'F2Pool': 42.78722426, 'SlushPool': 9.24952791, 'other': 163.001557478314}"
2017-09-08,"{'BTC.TOP': 80.3102157786925, 'F2Pool': 39.5917387, 'SlushPool': 21.6338794, 'other': 181.281721563779}"
2017-09-09,"{'BTC.TOP': 6.7429946933631, 'Bixin': 1.15, 'F2Pool': 1036.83743325, 'SlushPool': 13.95255, 'other': 35.4559974208446}"
2017-09-10,"{'BTC.TOP': 21.5713016148939, 'Bixin': 14.085545658475, 'F2Pool': 1435.70051709, 'SlushPool': 12.13139649, 'other': 121.169265322514}"
2017-09-11,"{'1THash&58COIN': 3.83750450127241, 'BTC.TOP': 40.5227172900038, 'F2Pool': 38.49010846, 'SlushPool': 19.93791549, 'other': 73.6492113995288}"
2017-09-12,"{'BTC.TOP': 6.0175037388549, 'BitFury': 48.46546901, 'Bixin': 0.2867, 'F2Pool': 36.38969451, 'SlushPool': 19.83017298, 'other': 23.737274622662}"
2017-09-13,"{'BTC.TOP': 14.7616011136714, 'Bixin': 3, 'F2Pool': 45.82706769, 'SlushPool': 10.94548009, 'other': 41.0716757400247}"
2017-09-14,"{'1THash&58COIN': 0.636677171992937, 'BTC.TOP': 20.0549441216392, 'Bixin': 10.9380382823627, 'F2Pool': 1042.4723965, 'SlushPool': 22.37479372, 'other': 36.3688701565997}"
2017-09-15,"{'BTC.TOP': 17.16308147102, 'Bixin': 8.54384775589971, 'F2Pool': 5494.02424678, 'SlushPool': 11.28769867, 'other': 59.3986346956585}"
2017-09-16,"{'BTC.TOP': 18.26533689, 'BitFury': 100.2882207, 'F2Pool': 287.10973277, 'SlushPool': 18.62513029, 'other': 9.7862528026778}"
2017-09-17,"{'BTC.TOP': 10.2483667735382, 'Bixin': 1.99, 'F2Pool': 35.53782507, 'SlushPool': 21.38439583, 'other': 10.2068299055475}"
2017-09-18,"{'BTC.TOP': 14.5064004462485, 'F2Pool': 35.98258166, 'SlushPool': 10.36314379, 'other': 36.419921807552704}"
2017-09-19,"{'BTC.TOP': 8.92578540692318, 'BitFury': 40.20058926, 'Bixin': 14.5150957636754, 'F2Pool': 393.31455204, 'SlushPool': 20.89471975, 'other': 39.679421347969495}"
2017-09-20,"{'BTC.TOP': 6.76354360141741, 'F2Pool': 167.63492795, 'SlushPool': 4.46173401, 'other': 43.6294122134015}"
2017-09-21,"{'BTC.TOP': 5.68720823678372, 'Bixin': 41.9369333199182, 'F2Pool': 27.92197778, 'SlushPool': 21.38571382, 'other': 12.9103949664986}"
2017-09-22,"{'BTC.TOP': 71.8344635121721, 'F2Pool': 27.60076471, 'SlushPool': 7.88344103, 'other': 35.0172755901275}"
2017-09-23,"{'BTC.TOP': 2.9830839993386, 'F2Pool': 28.46248913, 'SlushPool': 21.52022957, 'other': 9.97905300958054}"
2017-09-24,"{'BTC.TOP': 3.18697647980593, 'Bixin': 12.1137419060532, 'F2Pool': 31.09400163, 'SlushPool': 15.80758283, 'other': 12.955215571910301}"
2017-09-25,"{'AntPool': 500, 'BTC.TOP': 10.1496201783485, 'F2Pool': 28.5515488, 'SlushPool': 4.08628206, 'other': 39.6342423183607}"
2017-09-26,"{'BTC.TOP': 5.03900155895763, 'BitFury': 4.2630577, 'Bixin': 21.6294812247274, 'F2Pool': 27.4958836, 'SlushPool': 22.04615662, 'other': 28.2961214771818}"
2017-09-27,"{'BTC.TOP': 6.47504261714194, 'Bixin': 10.9761659631492, 'F2Pool': 27.54541117, 'SlushPool': 9.15637167, 'other': 32.8039443121284}"
2017-09-28,"{'BTC.TOP': 2.3627441997849, 'Bixin': 2, 'F2Pool': 27.33795234, 'SlushPool': 21.29878236, 'other': 17.66531725995}"
2017-09-29,"{'BTC.TOP': 9.56015164316114, 'Bixin': 20.2924381091746, 'F2Pool': 26.79338818, 'SlushPool': 20.45275801, 'other': 21.8116757963903}"
2017-09-30,"{'BTC.TOP': 3.90309414174862, 'BitFury': 0.001, 'Bixin': 1, 'F2Pool': 25.88838347, 'SlushPool': 9.94348212, 'other': 22.2970809292981}"
2017-10-01,"{'BTC.TOP': 2.72578454871739, 'F2Pool': 27.35385657, 'SlushPool': 6.84927607, 'other': 16.303757248175}"
2017-10-02,"{'BTC.TOP': 0.858782914228959, 'Bixin': 1.84534361293457, 'F2Pool': 28.13250199, 'SlushPool': 21.46209074, 'other': 132.00575041637802}"
2017-10-03,"{'BTC.TOP': 1.22041272571834, 'BitFury': 17.43056117, 'F2Pool': 24.48566266, 'SlushPool': 26.55848342, 'other': 12.00153480624832}"
2017-10-04,"{'BTC.TOP': 7.27646528939022, 'F2Pool': 25.27233626, 'SlushPool': 7.09171537, 'other': 28.8919293766246}"
2017-10-05,"{'BTC.TOP': 1.41105226302633, 'Bixin': 11.0562459688784, 'F2Pool': 25.74448554, 'SlushPool': 11.97226814, 'other': 14.925149006011}"
2017-10-06,"{'Bixin': 9.67021446731965, 'F2Pool': 25.22009747, 'SlushPool': 16.23274978, 'other': 37.8227414723262}"
2017-10-07,"{'BTC.TOP': 4.10563419133048, 'F2Pool': 25.02050548, 'SlushPool': 14.1938582, 'other': 16.3385810933368}"
2017-10-08,"{'BTC.TOP': 7.12978289899893, 'Bixin': 23.128, 'F2Pool': 24.72986136, 'SlushPool': 17.07638559, 'other': 19.0298264080356}"
2017-10-09,"{'BTC.TOP': 5.72592066004962, 'BitFury': 135.50606102, 'Bixin': 24.5215840113909, 'F2Pool': 24.17394954, 'SlushPool': 5.81255798, 'other': 44.6217668145382}"
2017-10-10,"{'BTC.TOP': 20.5820754662427, 'F2Pool': 47.66380851, 'SlushPool': 10.03666892, 'other': 20.3088357083336}"
2017-10-11,"{'BTC.TOP': 7.03133522934508, 'Bixin': 6.03539350175404, 'F2Pool': 22.99650489, 'SlushPool': 11.56544128, 'other': 28.3509399614402}"
2017-10-12,"{'BTC.TOP': 5.4099893210492, 'Bixin': 30.1154346197769, 'F2Pool': 22.13825, 'SlushPool': 10.02493743, 'other': 17.4417191417938}"
2017-10-13,"{'BTC.TOP': 5.42483787903594, 'F2Pool': 22.64740012, 'SlushPool': 10.72291414, 'other': 1317.37439887635}"
2017-10-14,"{'BTC.TOP': 2.70237494869729, 'BitFury': 208.46258253, 'F2Pool': 21.66995165, 'SlushPool': 26.67339205, 'other': 57.171906507885}"
2017-10-15,"{'BTC.TOP': 7.52179830826393, 'BitFury': 41.55683992, 'F2Pool': 21.85406785, 'SlushPool': 18.30127521, 'other': 8.35336375664747}"
2017-10-16,"{'BTC.TOP': 6.64920824018711, 'BitFury': 158.55087609, 'Bixin': 88.5444751959703, 'F2Pool': 22.92519897, 'SlushPool': 17.42047314, 'other': 14.60380803759507}"
2017-10-17,"{'BTC.TOP': 6.40490456895468, 'Bixin': 3, 'F2Pool': 20.71353764, 'SlushPool': 18.25805107, 'other': 6.75919423544767}"
2017-10-18,"{'BTC.TOP': 4.3864540055576, 'BitFury': 18.30350708, 'Bixin': 12.5086183089559, 'F2Pool': 21.32565098, 'SlushPool': 10.16670844, 'other': 14.0167021225372}"
2017-10-19,"{'BTC.TOP': 1.77545094248984, 'BitFury': 37.04388034, 'F2Pool': 20.50643144, 'SlushPool': 21.00369597, 'other': 14.9560735759754}"
2017-10-20,"{'BTC.TOP': 5.61848708178802, 'Bixin': 12, 'F2Pool': 23.1788375, 'SlushPool': 20.907829, 'other': 19.574452022028197}"
2017-10-21,"{'BTC.TOP': 6.91020644774692, 'BitFury': 36.28102445, 'Bixin': 14, 'F2Pool': 20.31615488, 'SlushPool': 7.99850093, 'other': 7.40851643480336}"
2017-10-22,"{'BTC.TOP': 7.1816014542816, 'BitFury': 18.28321855, 'Bixin': 12.7570109783827, 'F2Pool': 20.04457645, 'SlushPool': 11.91519797, 'other': 7.75059133854478}"
2017-10-23,"{'BTC.TOP': 0.496924909636353, 'BitFury': 22.2118644, 'Bixin': 15.8861958950245, 'F2Pool': 19.94682214, 'SlushPool': 15.72616983, 'other': 131.388362526053}"
2017-10-24,"{'BTC.TOP': 7.26514070666125, 'Bixin': 12.4197430096985, 'F2Pool': 20.36466319, 'SlushPool': 24.60966194, 'other': 142.172919229209}"
2017-10-25,"{'BTC.TOP': 2.5897788434201, 'BitFury': 55.01588192, 'F2Pool': 19.29165541, 'SlushPool': 20.2216371, 'other': 16.9240523850588}"
2017-10-26,"{'BTC.TOP': 3.85923987052203, 'BitFury': 17.84069998, 'F2Pool': 19.3782262, 'SlushPool': 17.69935892, 'other': 11.8942445525527}"
2017-10-27,"{'BTC.TOP': 4.03798580079221, 'Bixin': 26.3661738597861, 'SlushPool': 5.88895202, 'other': 3.62779873446797}"
2017-10-28,"{'BTC.TOP': 1.48022248986155, 'BitFury': 32.12119536, 'Bixin': 23.4466984732153, 'F2Pool': 32.77124529, 'SlushPool': 3.74919449, 'other': 7.455495238222371}"
2017-10-29,"{'F2Pool': 16.09658937, 'SlushPool': 15.19108473, 'other': 8.80860759277089}"
2017-10-30,"{'BTC.TOP': 1.91673745804508, 'BitFury': 26.69064326, 'Bixin': 34.5534960044807, 'F2Pool': 15.61937982, 'SlushPool': 14.73142732, 'other': 11.1565602824218}"
2017-10-31,"{'BTC.TOP': 6.19242435400341, 'BitFury': 31.6521751, 'F2Pool': 15.62455051, 'SlushPool': 4.75253013, 'other': 4.56902976789966}"
2017-11-01,"{'BTC.TOP': 6.12103979486993, 'F2Pool': 16.32526025, 'SlushPool': 16.10568179, 'other': 9.15049591375726}"
2017-11-02,"{'BTC.TOP': 5.20322897099076, 'BitFury': 235.24499266, 'BitMinter': 0.05787187, 'F2Pool': 13.54604088, 'SlushPool': 13.11211933, 'other': 17.7764142776963}"
2017-11-03,"{'BTC.TOP': 5.78785138308537, 'BitFury': 63.70231091, 'F2Pool': 13.69974744, 'SlushPool': 8.51538467, 'other': 1304.9411584204}"
2017-11-04,"{'BTC.TOP': 4.99148574573818, 'BitFury': 32.7523622, 'F2Pool': 14.10473533, 'SlushPool': 8.00838161, 'other': 29.1597766146557}"
2017-11-05,"{'BTC.TOP': 4.72340052176173, 'BitFury': 17.81029917, 'F2Pool': 15.08144623, 'SlushPool': 3.34215313, 'other': 33.2259407325172}"
2017-11-06,"{'BTC.TOP': 2.53022374905749, 'F2Pool': 14.33235728, 'SlushPool': 12.62475292, 'other': 20.0757758437654}"
2017-11-07,"{'BTC.TOP': 1.78651120803137, 'BitFury': 46.55834245, 'F2Pool': 13.09320249, 'SlushPool': 5.77266362, 'other': 1034.88359749507}"
2017-11-08,"{'BTC.TOP': 2.4893405025239, 'BitFury': 76.22727081, 'F2Pool': 13.8579403, 'SlushPool': 14.8466663, 'other': 12.2427501876431}"
2017-11-09,"{'BTC.TOP': 2.67735527203598, 'BitFury': 50.68428271, 'Bixin': 3, 'F2Pool': 14.05860551, 'SlushPool': 17.50613071, 'other': 29.6488625208272}"
2017-11-10,"{'1THash&58COIN': 0.134017649959489, 'BTC.TOP': 2.08792867565512, 'BitFury': 77.5202543, 'F2Pool': 15.08477415, 'SlushPool': 15.93839286, 'other': 71.8094409820884}"
2017-11-11,"{'BTC.TOP': 1.53221672716056, 'Bixin': 15.1513022473073, 'F2Pool': 14.64357292, 'SlushPool': 5.86527671, 'other': 53.7658397425839}"
2017-11-12,"{'BitFury': 41.06551286, 'BitMinter': 1.89023094, 'Bixin': 22.7213438486633, 'SlushPool': 13.36887636, 'other': 36.8969093870197}"
2017-11-13,"{'BitFury': 95.05465471, 'F2Pool': 27.34467267, 'SlushPool': 46.91374602, 'other': 19.2464026495051}"
2017-11-14,"{'BTC.TOP': 6.0791423143801, 'BitFury': 23.4042327, 'F2Pool': 25.18990768, 'SlushPool': 24.82865321, 'other': 12.7599186481574}"
2017-11-15,"{'BTC.TOP': 6.04399848192155, 'BitFury': 8.7262581, 'F2Pool': 15.54557926, 'SlushPool': 26.99447592, 'other': 15.3514523900938}"
2017-11-16,"{'BTC.TOP': 7.91171401491962, 'BitFury': 58.88503443, 'Bixin': 11.344, 'F2Pool': 12.9610951, 'SlushPool': 14.03620589, 'other': 23.7559791248324}"
2017-11-17,"{'BTC.TOP': 1.67344341843262, 'BitFury': 151.89847056, 'F2Pool': 13.05239089, 'SlushPool': 14.74507943, 'other': 27.0121138350863}"
2017-11-18,"{'BTC.TOP': 6.78314375244547, 'Bixin': 5.75068087700795, 'F2Pool': 16.07882353, 'SlushPool': 18.02409276, 'other': 5.91204124776652}"
2017-11-19,"{'BTC.TOP': 7.82245847260518, 'BitFury': 83.84534965, 'F2Pool': 14.23929904, 'SlushPool': 10.4963889, 'other': 6.62287092312015}"
2017-11-20,"{'BTC.TOP': 8.22238044709731, 'BitFury': 39.86440487, 'F2Pool': 13.0929122, 'SlushPool': 22.91235847, 'other': 12.6326982794629}"
2017-11-21,"{'BTC.TOP': 5.6767256788349, 'BitFury': 47.42070665, 'F2Pool': 14.17646704, 'SlushPool': 17.41577022, 'other': 67.6575605859873}"
2017-11-22,"{'BTC.TOP': 10.3295074302141, 'BitFury': 40.59182607, 'BitMinter': 0.02733937, 'F2Pool': 14.05009764, 'SlushPool': 19.81206769, 'other': 6.76614937202102}"
2017-11-23,"{'BTC.TOP': 5.99958030403334, 'BitFury': 40.43060964, 'F2Pool': 14.6335237, 'SlushPool': 6.18125352, 'other': 9.19500007823404}"
2017-11-24,"{'BTC.TOP': 7.52258983517566, 'F2Pool': 14.60783856, 'SlushPool': 19.84536897, 'other': 21.9702435546092}"
2017-11-25,"{'BTC.TOP': 8.70121035560828, 'BitFury': 48.40216103, 'Bixin': 25.5756446360473, 'F2Pool': 14.38659473, 'SlushPool': 10.26809629, 'other': 31.3843837701756}"
2017-11-26,"{'BTC.TOP': 8.47614912234825, 'BitFury': 49.91148607, 'F2Pool': 14.95534867, 'SlushPool': 12.79453736, 'other': 15.1837252760785}"
2017-11-27,"{'BTC.TOP': 7.21562129973425, 'BitFury': 32.86533156, 'Bixin': 25.297953894645, 'F2Pool': 14.49615654, 'SlushPool': 16.53963655, 'other': 11.8420657491735}"
2017-11-28,"{'BTC.TOP': 7.14287038499281, 'BitFury': 84.04017411, 'Bixin': 18.2880356551823, 'F2Pool': 833.46348345, 'SlushPool': 17.64399872, 'other': 7.60507057566115}"
2017-11-29,"{'BTC.TOP': 8.16463218231534, 'F2Pool': 15.10990051, 'SlushPool': 12.58561526, 'other': 18.511393983405203}"
2017-11-30,"{'BTC.TOP': 9.38430411170185, 'BitFury': 7.03979184, 'F2Pool': 16.11875702, 'SlushPool': 15.45173799, 'other': 17.309820305271}"
2017-12-01,"{'BTC.TOP': 5.12399584516857, 'BitFury': 47.90189291, 'F2Pool': 15.75288946, 'SlushPool': 23.507238, 'other': 16.756151475901}"
2017-12-02,"{'BTC.TOP': 7.25638390218885, 'BitFury': 81.70868006, 'F2Pool': 48.70186165, 'SlushPool': 11.28071089, 'other': 31.1456585809973}"
