t,o
2015-11-06,"{'crossed': 0, 'ma30': 446458428676820200, 'ma60': 435960537263029560}"
2015-11-07,"{'crossed': 0, 'ma30': 448105805777622000, 'ma60': 437462181343702000}"
2015-11-08,"{'crossed': 0, 'ma30': 449614298386049200, 'ma60': 437660244517525950}"
2015-11-09,"{'crossed': 0, 'ma30': 448798077337135740, 'ma60': 437376558706510000}"
2015-11-10,"{'crossed': 0, 'ma30': 449075493840086000, 'ma60': 437431657845853400}"
2015-11-11,"{'crossed': 0, 'ma30': 452713493217130100, 'ma60': 439965946603443900}"
2015-11-12,"{'crossed': 0, 'ma30': 456039480681131650, 'ma60': 441509950094028000}"
2015-11-13,"{'crossed': 0, 'ma30': 458555733515195840, 'ma60': 443178213517617600}"
2015-11-14,"{'crossed': 0, 'ma30': 456783110810284300, 'ma60': 443173097843273500}"
2015-11-15,"{'crossed': 0, 'ma30': 459347023685082500, 'ma60': 444805224009734500}"
2015-11-16,"{'crossed': 0, 'ma30': 464321558364951800, 'ma60': 447469936096625000}"
2015-11-17,"{'crossed': 0, 'ma30': 465788341161122240, 'ma60': 448178975394216500}"
2015-11-18,"{'crossed': 0, 'ma30': 465960744520005900, 'ma60': 450261058470074200}"
2015-11-19,"{'crossed': 0, 'ma30': 467828902591559700, 'ma60': 451416019749090500}"
2015-11-20,"{'crossed': 0, 'ma30': 471558134795471600, 'ma60': 453910246547322600}"
2015-11-21,"{'crossed': 0, 'ma30': 475895992274448450, 'ma60': 455708919699636800}"
2015-11-22,"{'crossed': 0, 'ma30': 479621391768843700, 'ma60': 457318313255775040}"
2015-11-23,"{'crossed': 0, 'ma30': 482786212381757700, 'ma60': 459588542252566600}"
2015-11-24,"{'crossed': 0, 'ma30': 485694194714704300, 'ma60': 460694571207028500}"
2015-11-25,"{'crossed': 0, 'ma30': 487427349464430660, 'ma60': 462453213150451260}"
2015-11-26,"{'crossed': 0, 'ma30': 493883980596898940, 'ma60': 465797588534217860}"
2015-11-27,"{'crossed': 0, 'ma30': 495899848296701100, 'ma60': 466954123350594600}"
2015-11-28,"{'crossed': 0, 'ma30': 498465238943314100, 'ma60': 467595864573712060}"
2015-11-29,"{'crossed': 0, 'ma30': 498901509413792830, 'ma60': 469339916671678400}"
2015-11-30,"{'crossed': 0, 'ma30': 503021898378717250, 'ma60': 471573102333332160}"
2015-12-01,"{'crossed': 0, 'ma30': 507407175952941630, 'ma60': 474625415636228540}"
2015-12-02,"{'crossed': 0, 'ma30': 511029379572728760, 'ma60': 477139718394776400}"
2015-12-03,"{'crossed': 0, 'ma30': 512269238966961400, 'ma60': 477898673512683100}"
2015-12-04,"{'crossed': 0, 'ma30': 514632962021193300, 'ma60': 479361252754588740}"
2015-12-05,"{'crossed': 0, 'ma30': 519749825826942500, 'ma60': 482292749933277200}"
2015-12-06,"{'crossed': 0, 'ma30': 524038499726679360, 'ma60': 485248464201749600}"
2015-12-07,"{'crossed': 0, 'ma30': 527602676448892160, 'ma60': 487854241113256960}"
2015-12-08,"{'crossed': 0, 'ma30': 535788675067834300, 'ma60': 492701486726941700}"
2015-12-09,"{'crossed': 0, 'ma30': 542476876848593660, 'ma60': 495637477092864640}"
2015-12-10,"{'crossed': 0, 'ma30': 555700671204861600, 'ma60': 502388082522473600}"
2015-12-11,"{'crossed': 0, 'ma30': 558876359463492300, 'ma60': 505794926340311000}"
2015-12-12,"{'crossed': 0, 'ma30': 562895193757442400, 'ma60': 509467337219286900}"
2015-12-13,"{'crossed': 0, 'ma30': 563675449900514360, 'ma60': 511115591707854900}"
2015-12-14,"{'crossed': 0, 'ma30': 573938158257395700, 'ma60': 515360634533839800}"
2015-12-15,"{'crossed': 0, 'ma30': 580872544612698400, 'ma60': 520109784148890300}"
2015-12-16,"{'crossed': 0, 'ma30': 583495879453302800, 'ma60': 523908718909127100}"
2015-12-17,"{'crossed': 0, 'ma30': 587756276007375500, 'ma60': 526772308584248700}"
2015-12-18,"{'crossed': 0, 'ma30': 594058271138492200, 'ma60': 530009507829248960}"
2015-12-19,"{'crossed': 0, 'ma30': 603172171650876800, 'ma60': 535500537121218000}"
2015-12-20,"{'crossed': 0, 'ma30': 610877792005300000, 'ma60': 541217963400385600}"
2015-12-21,"{'crossed': 0, 'ma30': 615273078674956700, 'ma60': 545584535474702400}"
2015-12-22,"{'crossed': 0, 'ma30': 619339691804846800, 'ma60': 549480541786845200}"
2015-12-23,"{'crossed': 0, 'ma30': 625505619291602000, 'ma60': 554145915836679600}"
2015-12-24,"{'crossed': 0, 'ma30': 628771638379363700, 'ma60': 557232916547033800}"
2015-12-25,"{'crossed': 0, 'ma30': 635817770795399800, 'ma60': 561622560129915100}"
2015-12-26,"{'crossed': 0, 'ma30': 640725387632218400, 'ma60': 567304684114558500}"
2015-12-27,"{'crossed': 0, 'ma30': 655934359684778500, 'ma60': 575917103990739650}"
2015-12-28,"{'crossed': 0, 'ma30': 661077069177484900, 'ma60': 579771154060399400}"
2015-12-29,"{'crossed': 0, 'ma30': 667306282635022700, 'ma60': 583103896024407600}"
2015-12-30,"{'crossed': 0, 'ma30': 674266026983926100, 'ma60': 588643962681321600}"
2015-12-31,"{'crossed': 0, 'ma30': 677215832816044000, 'ma60': 592311504384492700}"
2016-01-01,"{'crossed': 0, 'ma30': 680830111108516700, 'ma60': 595929745340622600}"
2016-01-02,"{'crossed': 0, 'ma30': 688852913398707300, 'ma60': 600561076182834200}"
2016-01-03,"{'crossed': 0, 'ma30': 695350554356966500, 'ma60': 604991758189079600}"
2016-01-04,"{'crossed': 0, 'ma30': 706186680812993000, 'ma60': 612968253319967500}"
2016-01-05,"{'crossed': 0, 'ma30': 714120081520252500, 'ma60': 619079290623465700}"
2016-01-06,"{'crossed': 0, 'ma30': 719014951941001900, 'ma60': 623308814194946700}"
2016-01-07,"{'crossed': 0, 'ma30': 721776111743489800, 'ma60': 628782393405661800}"
2016-01-08,"{'crossed': 0, 'ma30': 729370695259748100, 'ma60': 635923786054170600}"
2016-01-09,"{'crossed': 0, 'ma30': 727423400902575200, 'ma60': 641562036053718100}"
2016-01-10,"{'crossed': 0, 'ma30': 736432324026012400, 'ma60': 647654341744752000}"
2016-01-11,"{'crossed': 0, 'ma30': 744142458833852300, 'ma60': 653518826295647100}"
2016-01-12,"{'crossed': 0, 'ma30': 755206346881256200, 'ma60': 659440898390885100}"
2016-01-13,"{'crossed': 0, 'ma30': 756979221107932300, 'ma60': 665458689682663700}"
2016-01-14,"{'crossed': 0, 'ma30': 757936574017910500, 'ma60': 669404559315304200}"
2016-01-15,"{'crossed': 0, 'ma30': 759715260103909600, 'ma60': 671605569778606000}"
2016-01-16,"{'crossed': 0, 'ma30': 766103742876991400, 'ma60': 676930009442183200}"
2016-01-17,"{'crossed': 0, 'ma30': 771901174819633500, 'ma60': 682979722979062700}"
2016-01-18,"{'crossed': 0, 'ma30': 780655730903167500, 'ma60': 691913951277022000}"
2016-01-19,"{'crossed': 0, 'ma30': 779783417739196000, 'ma60': 695330604872247800}"
2016-01-20,"{'crossed': 0, 'ma30': 785311248214192500, 'ma60': 700292163444574500}"
2016-01-21,"{'crossed': 0, 'ma30': 787957243070540500, 'ma60': 703648467437693600}"
2016-01-22,"{'crossed': 0, 'ma30': 796772553366058500, 'ma60': 711139086328830100}"
2016-01-23,"{'crossed': 0, 'ma30': 809228539620998800, 'ma60': 719000089000181200}"
2016-01-24,"{'crossed': 0, 'ma30': 815817498529620600, 'ma60': 725817634662510300}"
2016-01-25,"{'crossed': 0, 'ma30': 820264867101591900, 'ma60': 730495127366905300}"
2016-01-26,"{'crossed': 0, 'ma30': 819499764511283300, 'ma60': 737717062098031000}"
2016-01-27,"{'crossed': 0, 'ma30': 826854656548519000, 'ma60': 743965862863002000}"
2016-01-28,"{'crossed': 0, 'ma30': 831703307821339800, 'ma60': 749504795228181200}"
2016-01-29,"{'crossed': 0, 'ma30': 838862009188473600, 'ma60': 756564018086199900}"
2016-01-30,"{'crossed': 0, 'ma30': 852976730113606100, 'ma60': 765096281464825200}"
2016-01-31,"{'crossed': 0, 'ma30': 865999660449396000, 'ma60': 773414885778956500}"
2016-02-01,"{'crossed': 0, 'ma30': 873817828539511300, 'ma60': 781335370969109600}"
2016-02-02,"{'crossed': 0, 'ma30': 883288499598631000, 'ma60': 789319526977798900}"
2016-02-03,"{'crossed': 0, 'ma30': 887412875612859100, 'ma60': 796799778212926100}"
2016-02-04,"{'crossed': 0, 'ma30': 893936093154028300, 'ma60': 804028087337140400}"
2016-02-05,"{'crossed': 0, 'ma30': 906828852078021900, 'ma60': 812921902009511700}"
2016-02-06,"{'crossed': 0, 'ma30': 920819198179692500, 'ma60': 821297654961590900}"
2016-02-07,"{'crossed': 0, 'ma30': 931650313896801000, 'ma60': 830510504578274600}"
2016-02-08,"{'crossed': 0, 'ma30': 941070114738767500, 'ma60': 834246757820671100}"
2016-02-09,"{'crossed': 0, 'ma30': 954171161605453600, 'ma60': 845301742815732600}"
2016-02-10,"{'crossed': 0, 'ma30': 963403395203586700, 'ma60': 853772927018719400}"
2016-02-11,"{'crossed': 0, 'ma30': 979193650784098400, 'ma60': 867199998832677000}"
2016-02-12,"{'crossed': 0, 'ma30': 992687766031553300, 'ma60': 874833493569742700}"
2016-02-13,"{'crossed': 0, 'ma30': 1004910440481083900, 'ma60': 881423507249496800}"
2016-02-14,"{'crossed': 0, 'ma30': 1021362276976070100, 'ma60': 890538768539989800}"
2016-02-15,"{'crossed': 0, 'ma30': 1031117826459006500, 'ma60': 898610784667998600}"
2016-02-16,"{'crossed': 0, 'ma30': 1036003804852808800, 'ma60': 903952489836221000}"
2016-02-17,"{'crossed': 0, 'ma30': 1039796676868687900, 'ma60': 910226203885927700}"
2016-02-18,"{'crossed': 0, 'ma30': 1055520268052779000, 'ma60': 917651842895987500}"
2016-02-19,"{'crossed': 0, 'ma30': 1062930248085289600, 'ma60': 924120748149741000}"
2016-02-20,"{'crossed': 0, 'ma30': 1077903900342365000, 'ma60': 932930571706452900}"
2016-02-21,"{'crossed': 0, 'ma30': 1079861938807813900, 'ma60': 938317246086936200}"
2016-02-22,"{'crossed': 0, 'ma30': 1080075377838328600, 'ma60': 944651958729663700}"
2016-02-23,"{'crossed': 0, 'ma30': 1085160441684446100, 'ma60': 950488970107033600}"
2016-02-24,"{'crossed': 0, 'ma30': 1086549715734493300, 'ma60': 953407291418042600}"
2016-02-25,"{'crossed': 0, 'ma30': 1098329162373334300, 'ma60': 958914463442309000}"
2016-02-26,"{'crossed': 0, 'ma30': 1105405290848620700, 'ma60': 966129973698570100}"
2016-02-27,"{'crossed': 0, 'ma30': 1116048366051428900, 'ma60': 973875836936384600}"
2016-02-28,"{'crossed': 0, 'ma30': 1118777711589721300, 'ma60': 978819860389097700}"
2016-02-29,"{'crossed': 0, 'ma30': 1118614954030573300, 'ma60': 985795842072090000}"
2016-03-01,"{'crossed': 0, 'ma30': 1119865119540027800, 'ma60': 992932389994711900}"
2016-03-02,"{'crossed': 0, 'ma30': 1129416043589601000, 'ma60': 1001616936064556400}"
2016-03-03,"{'crossed': 0, 'ma30': 1132088515725646200, 'ma60': 1007688507662139000}"
2016-03-04,"{'crossed': 0, 'ma30': 1138860397803585900, 'ma60': 1013136636708222700}"
2016-03-05,"{'crossed': 0, 'ma30': 1144781163317867400, 'ma60': 1019358628235948200}"
2016-03-06,"{'crossed': 0, 'ma30': 1146528626269325700, 'ma60': 1026678739173674200}"
2016-03-07,"{'crossed': 0, 'ma30': 1142682134812909300, 'ma60': 1031750666496301300}"
2016-03-08,"{'crossed': 0, 'ma30': 1142364276722669400, 'ma60': 1037007295309735600}"
2016-03-09,"{'crossed': 0, 'ma30': 1150464347915566800, 'ma60': 1045767231327167400}"
2016-03-10,"{'crossed': 0, 'ma30': 1148183114745983100, 'ma60': 1051177138175718500}"
2016-03-11,"{'crossed': 0, 'ma30': 1152435705635888500, 'ma60': 1057919550419737900}"
2016-03-12,"{'crossed': 0, 'ma30': 1145263840936763900, 'ma60': 1062228745860431500}"
2016-03-13,"{'crossed': 0, 'ma30': 1139033863580797200, 'ma60': 1065860814806175500}"
2016-03-14,"{'crossed': 0, 'ma30': 1142160865273465300, 'ma60': 1073535652877274800}"
2016-03-15,"{'crossed': 0, 'ma30': 1144350681833655400, 'ma60': 1082856479404862800}"
2016-03-16,"{'crossed': 0, 'ma30': 1148228746306528100, 'ma60': 1089673286382767500}"
2016-03-17,"{'crossed': 0, 'ma30': 1151743135009181700, 'ma60': 1093873469930995500}"
2016-03-18,"{'crossed': 0, 'ma30': 1152133679937520000, 'ma60': 1095965178403104300}"
2016-03-19,"{'crossed': 0, 'ma30': 1149115377951377400, 'ma60': 1102317823002078600}"
2016-03-20,"{'crossed': 0, 'ma30': 1152567675061683500, 'ma60': 1107748961573486700}"
2016-03-21,"{'crossed': 0, 'ma30': 1150474542804469900, 'ma60': 1114189221573417700}"
2016-03-22,"{'crossed': 0, 'ma30': 1155989732350034000, 'ma60': 1117925835578923900}"
2016-03-23,"{'crossed': 0, 'ma30': 1162737504698249500, 'ma60': 1121406441268289000}"
2016-03-24,"{'crossed': 0, 'ma30': 1166181796186899700, 'ma60': 1125671118935672800}"
2016-03-25,"{'crossed': 0, 'ma30': 1174361917628582000, 'ma60': 1130455816681537700}"
2016-03-26,"{'crossed': 0, 'ma30': 1174962198656728600, 'ma60': 1136645680515031200}"
2016-03-27,"{'crossed': 0, 'ma30': 1175632844390249200, 'ma60': 1140519067619434900}"
2016-03-28,"{'crossed': 0, 'ma30': 1182077029899370200, 'ma60': 1149062697975399600}"
2016-03-29,"{'crossed': 0, 'ma30': 1189131231121514200, 'ma60': 1153954471355617800}"
2016-03-30,"{'crossed': 0, 'ma30': 1192910464543414500, 'ma60': 1155762709286993700}"
2016-03-31,"{'crossed': 0, 'ma30': 1189661395555676000, 'ma60': 1154763257547852000}"
2016-04-01,"{'crossed': 0, 'ma30': 1189253749525585000, 'ma60': 1159334896557593000}"
2016-04-02,"{'crossed': 0, 'ma30': 1190260761903228400, 'ma60': 1161174638814437400}"
2016-04-03,"{'crossed': 0, 'ma30': 1187853889294083800, 'ma60': 1163357143548834800}"
2016-04-04,"{'crossed': 0, 'ma30': 1194358080968106000, 'ma60': 1169569622142986800}"
2016-04-05,"{'crossed': 0, 'ma30': 1198396205382143000, 'ma60': 1172462415825734400}"
2016-04-06,"{'crossed': 0, 'ma30': 1206205937181649700, 'ma60': 1174444035997279500}"
2016-04-07,"{'crossed': 0, 'ma30': 1205259170254574300, 'ma60': 1173811723488621800}"
2016-04-08,"{'crossed': 0, 'ma30': 1201411217563667000, 'ma60': 1175937782739617000}"
2016-04-09,"{'crossed': 0, 'ma30': 1205975730972348000, 'ma60': 1177079422859165700}"
2016-04-10,"{'crossed': 0, 'ma30': 1210353025347815000, 'ma60': 1181394365491851800}"
2016-04-11,"{'crossed': 0, 'ma30': 1214345562967157200, 'ma60': 1179804701951960600}"
2016-04-12,"{'crossed': 0, 'ma30': 1221228406830996200, 'ma60': 1180131135205896700}"
2016-04-13,"{'crossed': 0, 'ma30': 1226359274171535000, 'ma60': 1184260069722500400}"
2016-04-14,"{'crossed': 0, 'ma30': 1232045919019024000, 'ma60': 1188198300426339600}"
2016-04-15,"{'crossed': 0, 'ma30': 1233157922822219000, 'ma60': 1190693334564373500}"
2016-04-16,"{'crossed': 0, 'ma30': 1237854998259825000, 'ma60': 1194799066634503200}"
2016-04-17,"{'crossed': 0, 'ma30': 1247079730452595700, 'ma60': 1199606705195058000}"
2016-04-18,"{'crossed': 0, 'ma30': 1249347070619979000, 'ma60': 1199231224285678000}"
2016-04-19,"{'crossed': 0, 'ma30': 1254069264864629000, 'ma60': 1203318469963156200}"
2016-04-20,"{'crossed': 0, 'ma30': 1264824359420340700, 'ma60': 1207649451112405200}"
2016-04-21,"{'crossed': 0, 'ma30': 1269221861159633700, 'ma60': 1212605796754834000}"
2016-04-22,"{'crossed': 0, 'ma30': 1270178280810789400, 'ma60': 1216457892754519300}"
2016-04-23,"{'crossed': 0, 'ma30': 1272881335728656100, 'ma60': 1219531565957778000}"
2016-04-24,"{'crossed': 0, 'ma30': 1271807781976903400, 'ma60': 1223084849802742800}"
2016-04-25,"{'crossed': 0, 'ma30': 1266957172629027600, 'ma60': 1220959685642878000}"
2016-04-26,"{'crossed': 0, 'ma30': 1272489655712902400, 'ma60': 1224061250051575800}"
2016-04-27,"{'crossed': 0, 'ma30': 1265361741288586000, 'ma60': 1223719385593978000}"
2016-04-28,"{'crossed': 0, 'ma30': 1262325535457667300, 'ma60': 1225728383289590800}"
2016-04-29,"{'crossed': 0, 'ma30': 1267346022963227400, 'ma60': 1230128243753320700}"
2016-04-30,"{'crossed': 0, 'ma30': 1277275785663152600, 'ma60': 1233468590609414000}"
2016-05-01,"{'crossed': 0, 'ma30': 1281214609504349700, 'ma60': 1235234179514967000}"
2016-05-02,"{'crossed': 0, 'ma30': 1288982816107759000, 'ma60': 1239621789005493200}"
2016-05-03,"{'crossed': 0, 'ma30': 1294331077304255700, 'ma60': 1241092483299169500}"
2016-05-04,"{'crossed': 0, 'ma30': 1297683678490599400, 'ma60': 1246020879729352400}"
2016-05-05,"{'crossed': 0, 'ma30': 1300871303497098800, 'ma60': 1249633754439620400}"
2016-05-06,"{'crossed': 0, 'ma30': 1305520315393452500, 'ma60': 1255863126287550700}"
2016-05-07,"{'crossed': 0, 'ma30': 1310914260373155600, 'ma60': 1258086715313864400}"
2016-05-08,"{'crossed': 0, 'ma30': 1320650383602337500, 'ma60': 1261030800583001600}"
2016-05-09,"{'crossed': 0, 'ma30': 1325896453419325700, 'ma60': 1265936092195836700}"
2016-05-10,"{'crossed': 0, 'ma30': 1326006412695387000, 'ma60': 1268179719021600800}"
2016-05-11,"{'crossed': 0, 'ma30': 1325942645887513900, 'ma60': 1270144104427335400}"
2016-05-12,"{'crossed': 0, 'ma30': 1330255860577424600, 'ma60': 1275742133704210200}"
2016-05-13,"{'crossed': 0, 'ma30': 1332846376338208300, 'ma60': 1279602825254871600}"
2016-05-14,"{'crossed': 0, 'ma30': 1331769147255283700, 'ma60': 1281907533137153500}"
2016-05-15,"{'crossed': 0, 'ma30': 1335043675523550200, 'ma60': 1284100799172884200}"
2016-05-16,"{'crossed': 0, 'ma30': 1339012786828782300, 'ma60': 1288433892544303600}"
2016-05-17,"{'crossed': 0, 'ma30': 1338815755535287800, 'ma60': 1292947742993941800}"
2016-05-18,"{'crossed': 0, 'ma30': 1348270390991129000, 'ma60': 1298808730805554200}"
2016-05-19,"{'crossed': 0, 'ma30': 1342494558144246000, 'ma60': 1298281911504437800}"
2016-05-20,"{'crossed': 0, 'ma30': 1341686337961978400, 'ma60': 1303255348691159800}"
2016-05-21,"{'crossed': 0, 'ma30': 1341769908028338400, 'ma60': 1305495884593986600}"
2016-05-22,"{'crossed': 0, 'ma30': 1359106851691677200, 'ma60': 1314642566251233300}"
2016-05-23,"{'crossed': 0, 'ma30': 1374107796303876000, 'ma60': 1323494566016266500}"
2016-05-24,"{'crossed': 0, 'ma30': 1382808254568882000, 'ma60': 1327308018272892700}"
2016-05-25,"{'crossed': 0, 'ma30': 1390240343984799700, 'ma60': 1328598758306913800}"
2016-05-26,"{'crossed': 0, 'ma30': 1390669166640224500, 'ma60': 1331579411176563200}"
2016-05-27,"{'crossed': 0, 'ma30': 1397770886135902500, 'ma60': 1331566313712244000}"
2016-05-28,"{'crossed': 0, 'ma30': 1401465741856168400, 'ma60': 1331895638656917200}"
2016-05-29,"{'crossed': 0, 'ma30': 1404527387867213600, 'ma60': 1335936705415220200}"
2016-05-30,"{'crossed': 0, 'ma30': 1407964779657751800, 'ma60': 1342620282660452000}"
2016-05-31,"{'crossed': 0, 'ma30': 1404245911589244200, 'ma60': 1342730260546797000}"
2016-06-01,"{'crossed': 0, 'ma30': 1405437477962341600, 'ma60': 1347210147035050500}"
2016-06-02,"{'crossed': 0, 'ma30': 1406169173717765000, 'ma60': 1350250125511010600}"
2016-06-03,"{'crossed': 0, 'ma30': 1403541493955622000, 'ma60': 1350612586223111000}"
2016-06-04,"{'crossed': 0, 'ma30': 1396966540705634800, 'ma60': 1348918922101366800}"
2016-06-05,"{'crossed': 0, 'ma30': 1404862951158320000, 'ma60': 1355191633275886300}"
2016-06-06,"{'crossed': 0, 'ma30': 1416844476361416700, 'ma60': 1363879368367286000}"
2016-06-07,"{'crossed': 0, 'ma30': 1413586283990461200, 'ma60': 1367118333796399400}"
2016-06-08,"{'crossed': 0, 'ma30': 1411839766693370000, 'ma60': 1368868110056347400}"
2016-06-09,"{'crossed': 0, 'ma30': 1417024027744600600, 'ma60': 1371515220219993300}"
2016-06-10,"{'crossed': 0, 'ma30': 1421408631942714600, 'ma60': 1373675638915114000}"
2016-06-11,"{'crossed': 0, 'ma30': 1426930015661276000, 'ma60': 1378592938119350000}"
2016-06-12,"{'crossed': 0, 'ma30': 1426113907900155600, 'ma60': 1379480142119181800}"
2016-06-13,"{'crossed': 0, 'ma30': 1432351265758325200, 'ma60': 1382060206506804200}"
2016-06-14,"{'crossed': 0, 'ma30': 1430408532011334100, 'ma60': 1382726103767442000}"
2016-06-15,"{'crossed': 0, 'ma30': 1434794322327179300, 'ma60': 1386903554577980700}"
2016-06-16,"{'crossed': 0, 'ma30': 1437790687849053200, 'ma60': 1388303221692170500}"
2016-06-17,"{'crossed': 0, 'ma30': 1436388871817670400, 'ma60': 1392329631404400000}"
2016-06-18,"{'crossed': 0, 'ma30': 1449104811980944600, 'ma60': 1395799685062595600}"
2016-06-19,"{'crossed': 0, 'ma30': 1458364233474440200, 'ma60': 1400025285718209300}"
2016-06-20,"{'crossed': 0, 'ma30': 1466587877581250800, 'ma60': 1404178892804795100}"
2016-06-21,"{'crossed': 0, 'ma30': 1458731709405727500, 'ma60': 1408919280548703000}"
2016-06-22,"{'crossed': 0, 'ma30': 1445486297847366700, 'ma60': 1409797047075622000}"
2016-06-23,"{'crossed': 0, 'ma30': 1446240618969563000, 'ma60': 1414524436769222400}"
2016-06-24,"{'crossed': 0, 'ma30': 1445531064085433600, 'ma60': 1417885704035116500}"
2016-06-25,"{'crossed': 0, 'ma30': 1457510055394568700, 'ma60': 1424089611017396700}"
2016-06-26,"{'crossed': 0, 'ma30': 1462674748755803600, 'ma60': 1430222817445853400}"
2016-06-27,"{'crossed': 0, 'ma30': 1469653032960865000, 'ma60': 1435559387408516600}"
2016-06-28,"{'crossed': 0, 'ma30': 1472413350257604900, 'ma60': 1438470369062409000}"
2016-06-29,"{'crossed': 0, 'ma30': 1475317986214138000, 'ma60': 1441641382935945000}"
2016-06-30,"{'crossed': 0, 'ma30': 1484916400152524300, 'ma60': 1444581155870884000}"
2016-07-01,"{'crossed': 0, 'ma30': 1492137702851210000, 'ma60': 1448787590406775800}"
2016-07-02,"{'crossed': 0, 'ma30': 1498043233494892800, 'ma60': 1452106203606328800}"
2016-07-03,"{'crossed': 0, 'ma30': 1505377428941504300, 'ma60': 1454459461448563200}"
2016-07-04,"{'crossed': 0, 'ma30': 1517357097037739000, 'ma60': 1457161818871687000}"
2016-07-05,"{'crossed': 0, 'ma30': 1512819145652126700, 'ma60': 1458841048405224000}"
2016-07-06,"{'crossed': 0, 'ma30': 1506204045814647800, 'ma60': 1461524261088032500}"
2016-07-07,"{'crossed': 0, 'ma30': 1508158866561407200, 'ma60': 1460872575275934500}"
2016-07-08,"{'crossed': 0, 'ma30': 1510618575119314200, 'ma60': 1461229170906342100}"
2016-07-09,"{'crossed': 0, 'ma30': 1510999641325976000, 'ma60': 1464011834535288600}"
2016-07-10,"{'crossed': 0, 'ma30': 1519953901162288000, 'ma60': 1470681266552501500}"
2016-07-11,"{'crossed': 0, 'ma30': 1519349481824362500, 'ma60': 1473139748742819300}"
2016-07-12,"{'crossed': 0, 'ma30': 1523017338914774500, 'ma60': 1474565623407465000}"
2016-07-13,"{'crossed': 0, 'ma30': 1515968217576924400, 'ma60': 1474159741667624400}"
2016-07-14,"{'crossed': 0, 'ma30': 1523208635674254800, 'ma60': 1476808583842794500}"
2016-07-15,"{'crossed': 0, 'ma30': 1521318679326827300, 'ma60': 1478056500827003400}"
2016-07-16,"{'crossed': 0, 'ma30': 1527881096891769600, 'ma60': 1482835892370411500}"
2016-07-17,"{'crossed': 0, 'ma30': 1533510867630171400, 'ma60': 1484949869723921200}"
2016-07-18,"{'crossed': 0, 'ma30': 1533676359750379300, 'ma60': 1491390585865662200}"
2016-07-19,"{'crossed': 0, 'ma30': 1521739040592450800, 'ma60': 1490051637033446000}"
2016-07-20,"{'crossed': 0, 'ma30': 1521974945284989000, 'ma60': 1494281411433120000}"
2016-07-21,"{'crossed': 0, 'ma30': 1518046341214286300, 'ma60': 1488389025310007000}"
2016-07-22,"{'crossed': 0, 'ma30': 1519100021866711800, 'ma60': 1482293159857039600}"
2016-07-23,"{'crossed': 0, 'ma30': 1516484746668408300, 'ma60': 1481362682818986000}"
2016-07-24,"{'crossed': 0, 'ma30': 1516550789074484500, 'ma60': 1481040926579959000}"
2016-07-25,"{'crossed': 0, 'ma30': 1505692939155764200, 'ma60': 1481601497275166500}"
2016-07-26,"{'crossed': 0, 'ma30': 1500221832317883400, 'ma60': 1481448290536843000}"
2016-07-27,"{'crossed': 0, 'ma30': 1494765314004322600, 'ma60': 1482209173482593500}"
2016-07-28,"{'crossed': 0, 'ma30': 1491294890386042000, 'ma60': 1481854120321823200}"
2016-07-29,"{'crossed': 0, 'ma30': 1493009749631957800, 'ma60': 1484163867923047400}"
2016-07-30,"{'crossed': 1, 'ma30': 1483383808736595200, 'ma60': 1484150104444559600}"
2016-07-31,"{'crossed': 0, 'ma30': 1484095696298258000, 'ma60': 1488116699574733800}"
2016-08-01,"{'crossed': 0, 'ma30': 1486309639961456400, 'ma60': 1492176436728174300}"
2016-08-02,"{'crossed': 0, 'ma30': 1486251723015390200, 'ma60': 1495814575978447000}"
2016-08-03,"{'crossed': 0, 'ma30': 1490453951094516500, 'ma60': 1503905524066127400}"
2016-08-04,"{'crossed': 0, 'ma30': 1490718253412105000, 'ma60': 1501768699532115500}"
2016-08-05,"{'crossed': 0, 'ma30': 1497816213510772200, 'ma60': 1502010129662709800}"
2016-08-06,"{'crossed': 0, 'ma30': 1504779802385551000, 'ma60': 1506469334473478700}"
2016-08-07,"{'crossed': 0, 'ma30': 1503056511228517400, 'ma60': 1506837543173915400}"
2016-08-08,"{'crossed': 0, 'ma30': 1499945332441698000, 'ma60': 1505472486883836400}"
2016-08-09,"{'crossed': 0, 'ma30': 1485863849855626000, 'ma60': 1502908875508957000}"
2016-08-10,"{'crossed': 0, 'ma30': 1487118758846046500, 'ma60': 1503234120335204000}"
2016-08-11,"{'crossed': 0, 'ma30': 1485571599216267500, 'ma60': 1504294469065520600}"
2016-08-12,"{'crossed': 0, 'ma30': 1490042312883718000, 'ma60': 1503005265230320600}"
2016-08-13,"{'crossed': 0, 'ma30': 1494912168574007000, 'ma60': 1509060402124130600}"
2016-08-14,"{'crossed': 0, 'ma30': 1501344808850698000, 'ma60': 1511331744088762000}"
2016-08-15,"{'crossed': 0, 'ma30': 1496023063165275000, 'ma60': 1511952080028521700}"
2016-08-16,"{'crossed': 0, 'ma30': 1490629607124484900, 'ma60': 1512070237377327600}"
2016-08-17,"{'crossed': 0, 'ma30': 1483484705996945200, 'ma60': 1508580532873662000}"
2016-08-18,"{'crossed': 0, 'ma30': 1493126993023353300, 'ma60': 1507433016807902200}"
2016-08-19,"{'crossed': 0, 'ma30': 1495595718011053000, 'ma60': 1508785331648021000}"
2016-08-20,"{'crossed': 0, 'ma30': 1503982888583959300, 'ma60': 1511014614899122700}"
2016-08-21,"{'crossed': 0, 'ma30': 1517127968235960000, 'ma60': 1518113995051336000}"
